formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site,is_semiconductor,B_site_encoded
NaInO3,2.882975285236832,3.0405591591021546,3.198143032967478,,1.39,1.55,0.6,0.93,1.78,3.44,0.5,0.299,1.461112979,0.6544848811912695,2.583333333333333,28.03446420148257,11.005927580627151,1.66,2.583333333333333,0.0518272678213095,1.0545006861937938,-3.1886065420498926,0.2200476321650549,0,In,1,0.0
NaInS3,3.423807896443684,3.606244584051392,3.788681271659101,,1.39,1.55,1.0,0.93,1.78,2.58,0.5,0.299,2.07710426,0.6627392968768033,1.55,46.779183654245024,8.306682426422944,0.8,1.55,0.0505891054684794,0.8425627217122164,-2.6833736235753403,0.1057468331353422,0,In,1,0.0
NaInSe3,3.626620125646253,3.818376618407357,4.010133111168461,,1.39,1.55,1.15,0.93,1.78,2.55,0.5,0.299,2.020604712,0.6652041571162335,1.347826086956522,55.53152727840612,11.204414005519313,0.7699999999999998,1.347826086956522,0.050219376432565,0.8276362427874827,-2.4939112791473823,0.0628840334992005,0,In,1,0.0
NaTlI3,4.385369042456532,4.666904755831213,4.948440469205895,,1.39,1.9,1.4,0.93,1.62,2.66,0.5,0.32005319,3.059046537,0.5978266422758993,1.3571428571428572,101.27527570693674,9.97059697188041,1.04,1.3571428571428572,0.0603260036586149,0.7352488257538202,-1.7465862127113705,-0.0739980493684045,0,Tl,1,0.0
NaTlBr3,4.047348660452249,4.31335136523794,4.579354070023632,,1.39,1.9,1.15,0.93,1.62,2.96,0.5,0.32005319,3.3635883,0.5888692538406002,1.6521739130434785,79.94470045434193,9.702095701548515,1.34,1.6521739130434785,0.06166961192391,0.7391645118175206,-2.0623567867579657,-0.0025600499748334,0,Tl,1,0.0
NaTlCl3,3.844536431249679,4.101219330881976,4.357902230514272,,1.39,1.9,1.0,0.93,1.62,3.16,0.5,0.32005319,3.61272528,0.582753519667534,1.9,68.71229575351408,8.065340946385628,1.54,1.9,0.0625869720498699,0.7647361598639337,-2.251819131185924,0.0403027496613089,0,Tl,1,0.0
NaTlF3,3.168495667241114,3.394112549695428,3.619729432149742,,1.39,1.9,0.5,0.93,1.62,3.98,0.5,0.32005319,3.401189824,0.5568465901844062,3.8,38.927406137238016,12.130674012302816,2.36,3.8,0.066473011472339,1.067402301502566,-2.883360279279115,0.1831787484484499,0,Tl,1,0.0
NaTlO3,3.303703820042827,3.5355339059327378,3.767363991822649,,1.39,1.9,0.6,0.93,1.62,3.44,0.5,0.32005319,1.461112979,0.5628569978244917,3.1666666666666665,44.00415588714575,10.391642099220434,1.82,3.1666666666666665,0.0655714503263263,0.9702434183220272,-2.757052049660477,0.1546035486910214,0,Tl,1,0.0
NaTlS3,3.844536431249679,4.101219330881976,4.357902230514272,,1.39,1.9,1.0,0.93,1.62,2.58,0.5,0.32005319,2.07710426,0.582753519667534,1.9,68.71229575351408,7.819706400218338,0.96,1.9,0.0625869720498699,0.7647361598639337,-2.251819131185924,0.0403027496613089,0,Tl,1,0.0
NaTlSe3,4.047348660452249,4.31335136523794,4.579354070023632,,1.39,1.9,1.15,0.93,1.62,2.55,0.5,0.32005319,2.020604712,0.5888692538406002,1.6521739130434785,79.94470045434193,9.6432705820277,0.9299999999999996,1.6521739130434785,0.06166961192391,0.7391645118175206,-2.0623567867579657,-0.0025600499748334,0,Tl,1,0.0
