formula,A_site,B_site,X_site,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,bond_len_BX,inv_bond_sq,stability_index,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site_encoded
RbSrF3,Rb,Sr,F,1.72,1.18,1.33,0.82,0.95,3.98,0.48,0.05,3.4,0.8592333396888326,0.8872180451127819,126.50600799999997,3.0151511799287256,3.0300000000000002,0.8872180451127819,2.51,0.15872763924382155,0.762327323934453,0.0,0.6,0.0,0.0,0,0
RbSrO3,Rb,Sr,O,1.72,1.18,1.4,0.82,0.95,3.44,0.48,0.05,1.46,0.8551058749232667,0.8428571428571429,137.38809600000002,2.6711754686787406,2.49,0.8428571428571429,2.58,0.15023135628868456,0.720732094578182,0.0,0.6,0.0,0.0,0,0
RbCaI3,Rb,Ca,I,1.72,1.0,2.2,0.82,1.0,2.66,0.48,0.02,3.05,0.8662058069535206,0.45454545454545453,262.14400000000006,3.2059420228044044,1.6600000000000001,0.45454545454545453,3.2,0.09765624999999999,0.39372991225160026,0.0,0.6,0.0,0.0,1,0
RbCaBr3,Rb,Ca,Br,1.72,1.0,1.96,0.82,1.0,2.96,0.48,0.02,3.36,0.8791057279616535,0.5102040816326531,207.474688,2.9221732551325394,1.96,0.5102040816326531,2.96,0.11413440467494522,0.4485233305926804,0.0,0.6,0.0,0.0,1,0
RbCaCl3,Rb,Ca,Cl,1.72,1.0,1.81,0.82,1.0,3.16,0.48,0.02,3.61,0.888287166401606,0.5524861878453039,177.50432800000002,2.166650478873775,2.16,0.5524861878453039,2.81,0.12664479933131545,0.4907663902771304,0.0,0.6,0.0,0.0,1,0
RbCaF3,Rb,Ca,F,1.72,1.0,1.33,0.82,1.0,3.98,0.48,0.02,3.4,0.9256118809523475,0.7518796992481203,101.19469600000001,2.9882122690381694,2.98,0.7518796992481203,2.33,0.18419937740610434,0.695948782670938,0.0,0.6,0.0,0.0,0,0
RbCaO3,Rb,Ca,O,1.72,1.0,1.4,0.82,1.0,3.44,0.48,0.02,1.46,0.9192388155425119,0.7142857142857143,110.59199999999998,2.603662150817374,2.44,0.7142857142857143,2.4,0.1736111111111111,0.6565991539589371,0.0,0.6,0.0,0.0,0,0
RbMnI3,Rb,Mn,I,1.72,0.67,2.2,0.82,1.55,2.66,0.48,0.0,3.05,0.9658043840596746,0.30454545454545456,189.11922400000003,4.574686051241765,1.11,0.30454545454545456,2.87,0.12140489747356407,0.29413133514544637,0.0,0.6,0.0,0.0,0,0
RbMnBr3,Rb,Mn,Br,1.72,0.67,1.96,0.82,1.55,2.96,0.48,0.0,3.36,0.9894117698731919,0.3418367346938776,145.53157599999997,4.335963453175256,1.41,0.3418367346938776,2.63,0.14457343607685524,0.3382172886811422,0.0,0.6,0.0,0.0,0,0
RbMnCl3,Rb,Mn,Cl,1.72,0.67,1.81,0.82,1.55,3.16,0.48,0.0,3.61,1.006486668382465,0.3701657458563536,122.02393599999999,3.354525850500322,1.61,0.3701657458563536,2.48,0.1625910509885536,0.37256688829627155,0.0,0.6,0.0,0.0,0,0
RbMnF3,Rb,Mn,F,1.72,0.67,1.33,0.82,1.55,3.98,0.48,0.0,3.4,1.0783378413094848,0.5037593984962406,64.0,5.111466290269014,2.4299999999999997,0.5037593984962406,2.0,0.25,0.5432228223138007,0.0,0.6,0.0,0.0,0,0
RbMnO3,Rb,Mn,O,1.72,0.67,1.4,0.82,1.55,3.44,0.48,0.0,1.46,1.0657841339623324,0.47857142857142865,70.95794399999998,4.406649874348447,1.89,0.47857142857142865,2.07,0.23337767509160076,0.5100538355391163,0.0,0.6,0.0,0.0,0,0
RbFeI3,Rb,Fe,I,1.72,0.64,2.2,0.82,1.83,2.66,0.48,0.15,3.05,0.9760065430462204,0.2909090909090909,183.25043200000005,4.729350903508153,0.8300000000000001,0.2909090909090909,2.8400000000000003,0.12398333663955562,0.28392917615890045,0.0,0.6,0.0,0.0,0,0
RbFeBr3,Rb,Fe,Br,1.72,0.64,1.96,0.82,1.83,2.96,0.48,0.15,3.36,1.0008280595255747,0.326530612244898,140.608,4.498421959717722,1.13,0.326530612244898,2.6,0.14792899408284022,0.32680099902875914,0.0,0.6,0.0,0.0,0,0
RbFeCl3,Rb,Fe,Cl,1.72,0.64,1.81,0.82,1.83,3.16,0.48,0.15,3.61,1.0188109949340869,0.35359116022099446,117.64900000000003,3.4919716086391634,1.33,0.35359116022099446,2.45,0.16659725114535606,0.36024256174464947,0.0,0.6,0.0,0.0,0,0
RbFeF3,Rb,Fe,F,1.72,0.64,1.33,0.82,1.83,3.98,0.48,0.15,3.4,1.094759229755822,0.48120300751879697,61.162984000000016,5.372994271669432,2.15,0.48120300751879697,1.9700000000000002,0.2576721894405936,0.5268014338674631,0.0,0.6,0.0,0.0,0,0
RbFeO3,Rb,Fe,O,1.72,0.64,1.4,0.82,1.83,3.44,0.48,0.15,1.46,1.0814574300500137,0.4571428571428572,67.91731200000001,4.625938893232647,1.6099999999999999,0.4571428571428572,2.04,0.24029219530949636,0.4943805394514349,0.0,0.6,0.0,0.0,0,0
KPbI3,K,Pb,I,1.64,1.19,2.2,0.82,2.33,2.66,0.5,0.36,3.05,0.8009705132024608,0.5409090909090909,311.66575200000005,3.340701776726963,0.33000000000000007,0.5409090909090909,3.39,0.08701629815264399,0.4332522321413311,0.0,0.6,0.0,0.0,1,0
KPbBr3,K,Pb,Br,1.64,1.19,1.96,0.82,2.33,2.96,0.5,0.36,3.36,0.8081220356417685,0.6071428571428571,250.04699999999997,3.2275566202188997,0.6299999999999999,0.6071428571428571,3.15,0.10078105316200554,0.49064552163964514,0.0,0.6,0.0,0.0,1,0
KPbCl3,K,Pb,Cl,1.64,1.19,1.81,0.82,2.33,3.16,0.5,0.36,3.61,0.8131727983645296,0.6574585635359116,216.0,2.709970847632754,0.8300000000000001,0.6574585635359116,3.0,0.1111111111111111,0.5346274199192211,0.0,0.6,0.0,0.0,1,0
KPbF3,K,Pb,F,1.64,1.19,1.33,0.82,2.33,3.98,0.5,0.36,3.4,0.8333758492555737,0.894736842105263,128.024064,3.9301603327800545,1.65,0.894736842105263,2.52,0.15747039556563364,0.7456520756497238,0.0,0.6,0.0,0.0,0,0
KPbO3,K,Pb,O,1.64,1.19,1.4,0.82,2.33,3.44,0.5,0.36,1.46,0.8299631717401947,0.85,138.991832,3.5160920132954443,1.1099999999999999,0.85,2.59,0.14907350814686723,0.7054686959791655,0.0,0.6,0.0,0.0,0,0
KSnI3,K,Sn,I,1.64,1.1,2.2,0.82,1.96,2.66,0.5,1.11,3.05,0.8228151635625279,0.5,287.4960000000001,3.110377845165716,0.7000000000000002,0.5,3.3000000000000003,0.09182736455463726,0.41140758178126396,0.0,0.6,0.0,0.0,1,0
KSnBr3,K,Sn,Br,1.64,1.1,1.96,0.82,1.96,2.96,0.5,1.11,3.36,0.8318903308077029,0.5612244897959184,229.22092800000001,2.87966597769944,1.0,0.5612244897959184,3.06,0.10679653124866505,0.4668772264737109,0.0,0.6,0.0,0.0,1,0
KSnCl3,K,Sn,Cl,1.64,1.1,1.81,0.82,1.96,3.16,0.5,1.11,3.61,0.8383224725407522,0.6077348066298343,197.13736800000004,2.223792298023846,1.2000000000000002,0.6077348066298343,2.91,0.11809024456489647,0.5094777457429985,0.0,0.6,0.0,0.0,1,0
KSnF3,K,Sn,F,1.64,1.1,1.33,0.82,1.96,3.98,0.5,1.11,3.4,0.8642416214502245,0.8270676691729324,114.79125600000002,3.1029711487477125,2.02,0.8270676691729324,2.43,0.16935087808430285,0.714786303455073,0.0,0.6,0.0,0.0,0,0
KSnO3,K,Sn,O,1.64,1.1,1.4,0.82,1.96,3.44,0.5,1.11,1.46,0.8598418459228417,0.7857142857142858,125.0,2.7339754234473603,1.48,0.7857142857142858,2.5,0.16,0.6755900217965186,0.0,0.6,0.0,0.0,0,0
KGeI3,K,Ge,I,1.64,0.73,2.2,0.82,2.01,2.66,0.5,1.23,3.05,0.9267201500874888,0.3318181818181818,201.23005600000002,4.063351990792727,0.6500000000000004,0.3318181818181818,2.93,0.11648359328588567,0.3075025952563031,0.0,0.6,0.0,0.0,0,0
KGeBr3,K,Ge,Br,1.64,0.73,1.96,0.82,2.01,2.96,0.5,1.23,3.36,0.946313907907647,0.37244897959183676,155.72087199999999,3.747263034973642,0.9500000000000002,0.37244897959183676,2.69,0.13819598955238319,0.3524536493737665,0.0,0.6,0.0,0.0,0,0
KGeCl3,K,Ge,Cl,1.64,0.73,1.81,0.82,2.01,3.16,0.5,1.23,3.61,0.9604403130289719,0.4033149171270718,131.09651200000002,2.7601033373966626,1.1500000000000004,0.4033149171270718,2.54,0.15500031000062,0.3873599052547787,0.0,0.6,0.0,0.0,1,0
KGeF3,K,Ge,F,1.64,0.73,1.33,0.82,2.01,3.98,0.5,1.23,3.4,1.0194694854971096,0.5488721804511277,69.934528,3.9986158936781817,1.9700000000000002,0.5488721804511277,2.06,0.2356489772834386,0.5595584394081878,0.0,0.6,0.0,0.0,1,0
KGeO3,K,Ge,O,1.64,0.73,1.4,0.82,2.01,3.44,0.5,1.23,1.46,1.0092040445103776,0.5214285714285715,77.308776,3.4303257836094705,1.4300000000000002,0.5214285714285715,2.13,0.2204148206925434,0.5262278232089826,0.0,0.6,0.0,0.0,1,0
KTiI3,K,Ti,I,1.64,0.6,2.2,0.82,1.54,2.66,0.5,0.08,3.05,0.9697464427701221,0.2727272727272727,175.61600000000004,4.421500416838937,1.12,0.2727272727272727,2.8000000000000003,0.12755102040816324,0.26447630257366966,0.0,0.6,0.0,0.0,0,0
KTiBr3,K,Ti,Br,1.64,0.6,1.96,0.82,1.54,2.96,0.5,0.08,3.36,0.9943689110435823,0.30612244897959184,134.21772800000002,4.040783166647828,1.42,0.30612244897959184,2.56,0.152587890625,0.3043986462378313,0.0,0.6,0.0,0.0,0,0
KTiCl3,K,Ti,Cl,1.64,0.6,1.81,0.82,1.54,3.16,0.5,0.08,3.61,1.0122482967193314,0.3314917127071823,111.98016800000002,2.863521233875239,1.62,0.3314917127071823,2.41,0.1721733441228629,0.3355519215644192,0.0,0.6,0.0,0.0,0,0
KTiF3,K,Ti,F,1.64,0.6,1.33,0.82,1.54,3.98,0.5,0.08,3.4,1.0881384145720445,0.45112781954887216,57.512456000000014,4.146214582217402,2.44,0.45112781954887216,1.9300000000000002,0.2684635829149775,0.4908895103332531,0.0,0.6,0.0,0.0,0,0
KTiO3,K,Ti,O,1.64,0.6,1.4,0.82,1.54,3.44,0.5,0.08,1.46,1.0748023074035522,0.4285714285714286,64.0,3.5001868150116247,1.9,0.4285714285714286,2.0,0.25,0.4606295603158081,0.0,0.6,0.0,0.0,0,0
KZnI3,K,Zn,I,1.64,0.74,2.2,0.82,1.65,2.66,0.5,0.0,3.05,0.9235680407334496,0.3363636363636363,203.29747200000008,3.9624021007151655,1.0100000000000002,0.3363636363636363,2.9400000000000004,0.11569253551760837,0.31065470461034206,0.0,0.6,0.0,0.0,0,0
KZnBr3,K,Zn,Br,1.64,0.74,1.96,0.82,1.65,2.96,0.5,0.0,3.36,0.9428090415820631,0.37755102040816324,157.46400000000003,3.6287967337766904,1.31,0.37755102040816324,2.7,0.1371742112482853,0.35595851569935033,0.0,0.6,0.0,0.0,0,0
KZnCl3,K,Zn,Cl,1.64,0.74,1.81,0.82,1.65,3.16,0.5,0.0,3.61,0.9566738804288585,0.4088397790055249,132.65099999999998,2.6363744092408847,1.5100000000000002,0.4088397790055249,2.55,0.15378700499807768,0.3911263378548924,0.0,0.6,0.0,0.0,1,0
KZnF3,K,Zn,F,1.64,0.74,1.33,0.82,1.65,3.98,0.5,0.0,3.4,1.01454451213722,0.556390977443609,70.95794400000003,3.770107778850422,2.33,0.556390977443609,2.0700000000000003,0.23337767509160068,0.5644834127680773,0.0,0.6,0.0,0.0,1,0
KZnO3,K,Zn,O,1.64,0.74,1.4,0.82,1.65,3.44,0.5,0.0,1.46,1.0044881377603292,0.5285714285714286,78.40275199999996,3.2278467607876826,1.79,0.5285714285714286,2.1399999999999997,0.218359682068303,0.5309437299590312,0.0,0.6,0.0,0.0,1,0
KMgI3,K,Mg,I,1.64,0.72,2.2,0.82,1.31,2.66,0.5,0.0,3.05,0.9298938492316241,0.3272727272727272,199.17670399999997,3.70255467726625,1.35,0.3272727272727272,2.92,0.11728279226871835,0.30432889611216785,0.0,0.6,0.0,0.0,0,0
KMgBr3,K,Mg,Br,1.64,0.72,1.96,0.82,1.31,2.96,0.5,0.0,3.36,0.9498449299520787,0.3673469387755102,153.99065599999994,3.2685175116222998,1.65,0.3673469387755102,2.6799999999999997,0.13922922699933174,0.34892262732933504,0.0,0.6,0.0,0.0,0,0
KMgCl3,K,Mg,Cl,1.64,0.72,1.81,0.82,1.31,3.16,0.5,0.0,3.61,0.9642365197998374,0.39779005524861877,129.55421600000003,2.1738698849831715,1.85,0.39779005524861877,2.5300000000000002,0.1562280304332203,0.3835636984839132,0.0,0.6,0.0,0.0,0,0
KMgF3,K,Mg,F,1.64,0.72,1.33,0.82,1.31,3.98,0.5,0.0,3.4,1.0244425073775834,0.5413533834586466,68.92099999999998,2.8936812222751436,2.67,0.5413533834586466,2.05,0.2379535990481856,0.5545854175277143,0.0,0.6,0.0,0.0,1,0
KMgO3,K,Mg,O,1.64,0.72,1.4,0.82,1.31,3.44,0.5,0.0,1.46,1.0139644409467472,0.5142857142857143,76.225024,2.4268719935704093,2.13,0.5142857142857143,2.12,0.22249911000355996,0.5214674267726129,0.0,0.6,0.0,0.0,1,0
KSrI3,K,Sr,I,1.64,1.18,2.2,0.82,0.95,2.66,0.5,0.05,3.05,0.803340248448622,0.5363636363636363,308.915776,2.727530551471322,1.7100000000000002,0.5363636363636363,3.38,0.08753194916144394,0.4308824968951699,0.0,0.6,0.0,0.0,1,0
KSrBr3,K,Sr,Br,1.64,1.18,1.96,0.82,0.95,2.96,0.5,0.05,3.36,0.8106956726979526,0.6020408163265306,247.67315199999993,2.4566075520208246,2.01,0.6020408163265306,3.1399999999999997,0.10142399285975091,0.4880718845834613,0.0,0.6,0.0,0.0,1,0
KSrCl3,K,Sr,Cl,1.64,1.18,1.81,0.82,0.95,3.16,0.5,0.05,3.61,0.8158924398306316,0.6519337016574586,213.84719200000004,1.808527785152311,2.21,0.6519337016574586,2.99,0.11185557208532342,0.531907778453119,0.0,0.6,0.0,0.0,1,0
KSrF3,K,Sr,F,1.64,1.18,1.33,0.82,0.95,3.98,0.5,0.05,3.4,0.8366960717625682,0.8872180451127819,126.50600799999997,2.407395413142918,3.0300000000000002,0.8872180451127819,2.51,0.15872763924382155,0.7423318531427296,0.0,0.6,0.0,0.0,0,0
KSrO3,K,Sr,O,1.64,1.18,1.4,0.82,0.95,3.44,0.5,0.05,1.46,0.8331800832585676,0.8428571428571429,137.38809600000002,2.111558164607131,2.49,0.8428571428571429,2.58,0.15023135628868456,0.7022517844607927,0.0,0.6,0.0,0.0,0,0
KCaI3,K,Ca,I,1.64,1.0,2.2,0.82,1.0,2.66,0.5,0.02,3.05,0.8485281374238568,0.45454545454545453,262.14400000000006,2.9126499547233062,1.6600000000000001,0.45454545454545453,3.2,0.09765624999999999,0.3856946079199349,0.0,0.6,0.0,0.0,1,0
KCaBr3,K,Ca,Br,1.64,1.0,1.96,0.82,1.0,2.96,0.5,0.02,3.36,0.8599947338755306,0.5102040816326531,207.474688,2.5515991063715515,1.96,0.5102040816326531,2.96,0.11413440467494522,0.438772823405883,0.0,0.6,0.0,0.0,1,0
KCaCl3,K,Ca,Cl,1.64,1.0,1.81,0.82,1.0,3.16,0.5,0.02,3.61,0.8681560124888217,0.5524861878453039,177.50432800000002,1.7335074859037587,2.16,0.5524861878453039,2.81,0.12664479933131545,0.4796442057949291,0.0,0.6,0.0,0.0,1,0
KCaF3,K,Ca,F,1.64,1.0,1.33,0.82,1.0,3.98,0.5,0.02,3.4,0.9013335365339252,0.7518796992481203,101.19469600000001,2.2284416591728906,2.98,0.7518796992481203,2.33,0.18419937740610434,0.6776943883713723,0.0,0.6,0.0,0.0,0,0
KCaO3,K,Ca,O,1.64,1.0,1.4,0.82,1.0,3.44,0.5,0.02,1.46,0.8956685895029602,0.7142857142857143,110.59199999999998,1.9084513227732884,2.44,0.7142857142857143,2.4,0.1736111111111111,0.6397632782164002,0.0,0.6,0.0,0.0,0,0
KMnI3,K,Mn,I,1.64,0.67,2.2,0.82,1.55,2.66,0.5,0.0,3.05,0.9460940905074363,0.30454545454545456,189.11922400000003,4.1681448532139465,1.11,0.30454545454545456,2.87,0.12140489747356407,0.28812865483635564,0.0,0.6,0.0,0.0,0,0
KMnBr3,K,Mn,Br,1.64,0.67,1.96,0.82,1.55,2.96,0.5,0.0,3.36,0.9679028183542094,0.3418367346938776,145.53157599999997,3.807660537696271,1.41,0.3418367346938776,2.63,0.14457343607685524,0.3308647389272043,0.0,0.6,0.0,0.0,0,0
KMnCl3,K,Mn,Cl,1.64,0.67,1.81,0.82,1.55,3.16,0.5,0.0,3.61,0.9836767722151569,0.3701657458563536,122.02393599999999,2.7244465528201394,1.61,0.3701657458563536,2.48,0.1625910509885536,0.364123446068594,0.0,0.6,0.0,0.0,0,0
KMnF3,K,Mn,F,1.64,0.67,1.33,0.82,1.55,3.98,0.5,0.0,3.4,1.0500535700620228,0.5037593984962406,64.0,3.9101419794088343,2.4299999999999997,0.5037593984962406,2.0,0.25,0.5289743548432747,0.0,0.6,0.0,0.0,0,0
KMnO3,K,Mn,O,1.64,0.67,1.4,0.82,1.55,3.44,0.5,0.0,1.46,1.038456335655606,0.47857142857142865,70.95794399999998,3.323124175026444,1.89,0.47857142857142865,2.07,0.23337767509160076,0.4969755320637544,0.0,0.6,0.0,0.0,1,0
KFeI3,K,Fe,I,1.64,0.64,2.2,0.82,1.83,2.66,0.5,0.15,3.05,0.9560880421677261,0.2909090909090909,183.25043200000005,4.309789786756998,0.8300000000000001,0.2909090909090909,2.8400000000000003,0.12398333663955562,0.27813470317606576,0.0,0.6,0.0,0.0,0,0
KFeBr3,K,Fe,Br,1.64,0.64,1.96,0.82,1.83,2.96,0.5,0.15,3.36,0.979070927796758,0.326530612244898,140.608,3.951619815493699,1.13,0.326530612244898,2.6,0.14792899408284022,0.3196966294846557,0.0,0.6,0.0,0.0,0,0
KFeCl3,K,Fe,Cl,1.64,0.64,1.81,0.82,1.83,3.16,0.5,0.15,3.61,0.9957217939157506,0.35359116022099446,117.64900000000003,2.838461966440323,1.33,0.35359116022099446,2.45,0.16659725114535606,0.3520784243680002,0.0,0.6,0.0,0.0,0,0
KFeF3,K,Fe,F,1.64,0.64,1.33,0.82,1.83,3.98,0.5,0.15,3.4,1.0660442335655054,0.48120300751879697,61.162984000000016,4.115947102501698,2.15,0.48120300751879697,1.9700000000000002,0.2576721894405936,0.512983691339792,0.0,0.6,0.0,0.0,0,0
KFeO3,K,Fe,O,1.64,0.64,1.4,0.82,1.83,3.44,0.5,0.15,1.46,1.0537277523564237,0.4571428571428572,67.91731200000001,3.4939041640747637,1.6099999999999999,0.4571428571428572,2.04,0.24029219530949636,0.48170411536293656,0.0,0.6,0.0,0.0,0,0
NaPbI3,Na,Pb,I,1.39,1.19,2.2,0.93,2.33,2.66,0.54,0.36,3.05,0.7488239954158422,0.5409090909090909,311.66575200000005,3.254386993978994,0.33000000000000007,0.5409090909090909,3.39,0.08701629815264399,0.40504570661129646,0.0,0.6,0.0,0.0,0,0
NaPbBr3,Na,Pb,Br,1.39,1.19,1.96,0.93,2.33,2.96,0.54,0.36,3.36,0.7520024498333123,0.6071428571428571,250.04699999999997,3.1199713995449363,0.6299999999999999,0.6071428571428571,3.15,0.10078105316200554,0.4565729159702253,0.0,0.6,0.0,0.0,0,0
NaPbCl3,Na,Pb,Cl,1.39,1.19,1.81,0.93,2.33,3.16,0.54,0.36,3.61,0.7542472332656507,0.6574585635359116,216.0,2.585427506550057,0.8300000000000001,0.6574585635359116,3.0,0.1111111111111111,0.4958863025337703,0.0,0.6,0.0,0.0,0,0
NaPbF3,Na,Pb,F,1.39,1.19,1.33,0.93,2.33,3.98,0.54,0.36,3.4,0.7632263669950036,0.894736842105263,128.024064,3.72003294865122,1.65,0.894736842105263,2.52,0.15747039556563364,0.682886749416582,0.0,0.6,0.0,0.0,0,0
NaPbO3,Na,Pb,O,1.39,1.19,1.4,0.93,2.33,3.44,0.54,0.36,1.46,0.7617096214326129,0.85,138.991832,3.3225456639397324,1.1099999999999999,0.85,2.59,0.14907350814686723,0.647453178217721,0.0,0.6,0.0,0.0,0,0
NaSnI3,Na,Sn,I,1.39,1.1,2.2,0.93,1.96,2.66,0.54,1.11,3.05,0.7692464680180925,0.5,287.4960000000001,3.016806589656553,0.7000000000000002,0.5,3.3000000000000003,0.09182736455463726,0.38462323400904624,0.0,0.6,0.0,0.0,0,0
NaSnBr3,Na,Sn,Br,1.39,1.1,1.96,0.93,1.96,2.96,0.54,1.11,3.36,0.7741201689460568,0.5612244897959184,229.22092800000001,2.7623060057781044,1.0,0.5612244897959184,3.06,0.10679653124866505,0.4344551968574809,0.0,0.6,0.0,0.0,0,0
NaSnCl3,Na,Sn,Cl,1.39,1.1,1.81,0.93,1.96,3.16,0.54,1.11,3.61,0.7775744672841759,0.6077348066298343,197.13736800000004,2.0873323160996553,1.2000000000000002,0.6077348066298343,2.91,0.11809024456489647,0.47255906851524504,0.0,0.6,0.0,0.0,0,0
NaSnF3,Na,Sn,F,1.39,1.1,1.33,0.93,1.96,3.98,0.54,1.11,3.4,0.7914940102170407,0.8270676691729324,114.79125600000002,2.868620880170962,2.02,0.8270676691729324,2.43,0.16935087808430285,0.654619106194545,0.0,0.6,0.0,0.0,0,0
NaSnO3,Na,Sn,O,1.39,1.1,1.4,0.93,1.96,3.44,0.54,1.11,1.46,0.789131167804187,0.7857142857142858,125.0,2.51876453005646,1.48,0.7857142857142858,2.5,0.16,0.6200316318461471,0.0,0.6,0.0,0.0,0,0
NaGeI3,Na,Ge,I,1.39,0.73,2.2,0.93,2.01,2.66,0.54,1.23,3.05,0.8663868069828345,0.3318181818181818,201.23005600000002,3.929667380210188,0.6500000000000004,0.3318181818181818,2.93,0.11648359328588567,0.2874828950443042,0.0,0.6,0.0,0.0,0,0
NaGeBr3,Na,Ge,Br,1.39,0.73,1.96,0.93,2.01,2.96,0.54,1.23,3.36,0.8805976643029493,0.37244897959183676,155.72087199999999,3.5745093037084947,0.9500000000000002,0.37244897959183676,2.69,0.13819598955238319,0.32797770150058825,0.0,0.6,0.0,0.0,0,0
NaGeCl3,Na,Ge,Cl,1.39,0.73,1.81,0.93,2.01,3.16,0.54,1.23,3.61,0.8908431888964378,0.4033149171270718,131.09651200000002,2.55490061107346,1.1500000000000004,0.4033149171270718,2.54,0.15500031000062,0.35929034690298317,0.0,0.6,0.0,0.0,1,0
NaGeF3,Na,Ge,F,1.39,0.73,1.33,0.93,2.01,3.98,0.54,1.23,3.4,0.9336555557414606,0.5488721804511277,69.934528,3.613950944286338,1.9700000000000002,0.5488721804511277,2.06,0.2356489772834386,0.5124575606701249,0.0,0.6,0.0,0.0,1,0
NaGeO3,Na,Ge,O,1.39,0.73,1.4,0.93,2.01,3.44,0.54,1.23,1.46,0.9262102908499847,0.5214285714285715,77.308776,3.0823528487661807,1.4300000000000002,0.5214285714285715,2.13,0.2204148206925434,0.48295250880034923,0.0,0.6,0.0,0.0,1,0
NaTiI3,Na,Ti,I,1.39,0.6,2.2,0.93,1.54,2.66,0.54,0.08,3.05,0.9066119087356089,0.2727272727272727,175.61600000000004,4.268317553809017,1.12,0.2727272727272727,2.8000000000000003,0.12755102040816324,0.2472577932915297,0.0,0.6,0.0,0.0,0,0
NaTiBr3,Na,Ti,Br,1.39,0.6,1.96,0.93,1.54,2.96,0.54,0.08,3.36,0.9253155144433335,0.30612244897959184,134.21772800000002,3.840352403329718,1.42,0.30612244897959184,2.56,0.152587890625,0.28325985136020415,0.0,0.6,0.0,0.0,0,0
NaTiCl3,Na,Ti,Cl,1.39,0.6,1.81,0.93,1.54,3.16,0.54,0.08,3.61,0.9388969708701045,0.3314917127071823,111.98016800000002,2.6232879661964255,1.62,0.3314917127071823,2.41,0.1721733441228629,0.3112365649293164,0.0,0.6,0.0,0.0,0,0
NaTiF3,Na,Ti,F,1.39,0.6,1.33,0.93,1.54,3.98,0.54,0.08,3.4,0.9965442719313,0.45112781954887216,57.512456000000014,3.678466140490926,2.44,0.45112781954887216,1.9300000000000002,0.2684635829149775,0.4495688444802857,0.0,0.6,0.0,0.0,1,0
NaTiO3,Na,Ti,O,1.39,0.6,1.4,0.93,1.54,3.44,0.54,0.08,1.46,0.9864139597552337,0.4285714285714286,64.0,3.0798530388575225,1.9,0.4285714285714286,2.0,0.25,0.4227488398951002,0.0,0.6,0.0,0.0,1,0
NaZnI3,Na,Zn,I,1.39,0.74,2.2,0.93,1.65,2.66,0.54,0.0,3.05,0.8634399130815322,0.3363636363636363,203.29747200000008,3.830076984179223,1.0100000000000002,0.3363636363636363,2.9400000000000004,0.11569253551760837,0.2904297889456062,0.0,0.6,0.0,0.0,0,0
NaZnBr3,Na,Zn,Br,1.39,0.74,1.96,0.93,1.65,2.96,0.54,0.0,3.36,0.8773361914721977,0.37755102040816324,157.46400000000003,3.457955387984239,1.31,0.37755102040816324,2.7,0.1371742112482853,0.3312391743313399,0.0,0.6,0.0,0.0,0,0
NaZnCl3,Na,Zn,Cl,1.39,0.74,1.81,0.93,1.65,3.16,0.54,0.0,3.61,0.8873496861948832,0.4088397790055249,132.65099999999998,2.433576377760817,1.5100000000000002,0.4088397790055249,2.55,0.15378700499807768,0.3627838496045379,0.0,0.6,0.0,0.0,1,0
NaZnF3,Na,Zn,F,1.39,0.74,1.33,0.93,1.65,3.98,0.54,0.0,3.4,0.9291451424286998,0.556390977443609,70.95794400000003,3.390990795502334,2.33,0.556390977443609,2.0700000000000003,0.23337767509160068,0.5169679739828856,0.0,0.6,0.0,0.0,1,0
NaZnO3,Na,Zn,O,1.39,0.74,1.4,0.93,1.65,3.44,0.54,0.0,1.46,0.9218822053787232,0.5285714285714286,78.40275199999996,2.8847291917275744,1.79,0.5285714285714286,2.1399999999999997,0.218359682068303,0.48728059427161086,0.0,0.6,0.0,0.0,1,0
NaMgI3,Na,Mg,I,1.39,0.72,2.2,0.93,1.31,2.66,0.54,0.0,3.05,0.8693538850889403,0.3272727272727272,199.17670399999997,3.5674918856163664,1.35,0.3272727272727272,2.92,0.11728279226871835,0.2845158169381986,0.0,0.6,0.0,0.0,0,0
NaMgBr3,Na,Mg,Br,1.39,0.72,1.96,0.93,1.31,2.96,0.54,0.0,3.36,0.8838834764831843,0.3673469387755102,153.99065599999994,3.093822745247238,1.65,0.3673469387755102,2.6799999999999997,0.13922922699933174,0.3246918893203534,0.0,0.6,0.0,0.0,0,0
NaMgCl3,Na,Mg,Cl,1.39,0.72,1.81,0.93,1.31,3.16,0.54,0.0,3.61,0.894364308220139,0.39779005524861877,129.55421600000003,1.9662242945543542,1.85,0.39779005524861877,2.5300000000000002,0.1562280304332203,0.3557692275792818,0.0,0.6,0.0,0.0,0,0
NaMgF3,Na,Mg,F,1.39,0.72,1.33,0.93,1.31,3.98,0.54,0.0,3.4,0.938209973086541,0.5413533834586466,68.92099999999998,2.5033595253487717,2.67,0.5413533834586466,2.05,0.2379535990481856,0.5079031433250447,0.0,0.6,0.0,0.0,1,0
NaMgO3,Na,Mg,O,1.39,0.72,1.4,0.93,1.31,3.44,0.54,0.0,1.46,0.9305792073162582,0.5142857142857143,76.225024,2.0739516498016424,2.13,0.5142857142857143,2.12,0.22249911000355996,0.4785835923340757,0.0,0.6,0.0,0.0,1,0
