formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site,is_semiconductor,B_site_encoded,Model_Predicted_BG,Error
SmTlO3,5.702096,6.071963,8.641722,1.1667,1.3325,1.229,1.26,1.62,1.17,3.44,0.32005319,0.162,1.461112979,0.736621616,0.975396825,299.2016143,8.94070035,2.27,0.975396825,0.235279514,0.143126335,0.448603863,0.232059708,0,Other,1,1,1.8712424213555146,0.7045424213555145
SmTmO3,5.731255,5.992965,8.403303,4.9205,1.229,1.095,1.26,1.17,1.25,3.44,0.162,1.02922,1.461112979,0.747454181,0.869047619,288.6300181,8.452390362,2.19,0.869047619,0.219547484,0.133086815,0.392691415,0.167777016,0,Other,1,1,1.884921027026188,-3.035578972973812
SmVO3,5.36908064,5.69279481,7.64646575,1.5136,1.229,0.7775,1.26,1.17,1.63,3.44,0.162,0.527662,1.461112979,0.863928637,0.617063492,233.7147946,7.085078066,1.81,0.617063492,0.197571518,0.149250278,0.02694836,0.152545216,1,Other,1,1,1.43864897530717,-0.07495102469282999
SmYO3,5.879084,6.009628,8.508557,4.2852,1.229,1.04,1.26,1.17,1.22,3.44,0.162,0.3112922,1.461112979,0.765328086,0.825396825,300.6167448,6.347127175,2.22,0.825396825,0.217952758,0.125159597,0.47082571,0.131212694,0,Other,1,1,1.5825317374021977,-2.7026682625978022
SnBO3,5.201150461,5.201150461,12.49287574,2.4171,0.83,0.41,1.26,1.96,2.04,3.44,1.1120702,0.27972325,1.461112979,0.885075676,0.325396825,292.2274095,4.034906474,1.4,0.325396825,0.551628792,0.095204134,0.553445655,1.390274417,1,Sn,1,3,1.9901042815248533,-0.4269957184751467
SnCCl3,7.183292848,7.183292848,3.890799509,0.787,0.83,0.3,0.78,1.96,2.55,3.16,1.1120702,1.262122611,3.61272528,1.054272094,0.384615385,166.0981478,2.370165525,0.61,0.384615385,0.312353915,0.051003515,0.655833989,-1.552358471,1,Sn,1,3,2.3858909189768953,1.5988909189768954
SnGeO3,7.076874082,7.076874082,7.076874023,2.5994,0.83,0.77,1.26,1.96,2.01,3.44,1.1120702,1.232676413,1.461112979,0.728116443,0.611111111,157.2069586,5.056354248,1.43,0.611111111,4.84e-09,0.187300125,1.082929976,-0.751159849,0,Sn,1,3,2.103132222180481,-0.49626777781951903
SnGeO3,7.15438283,11.74797256,13.32631948,2.2811,0.83,0.77,1.26,1.96,2.01,3.44,1.1120702,1.232676413,1.461112979,0.728116443,0.611111111,970.796607,4.912835918,1.43,0.611111111,0.298464809,0.030330641,3.816868355,0.458516084,0,Sn,1,3,2.3347777320185874,0.0536777320185875
SnGeS3,10.73326962,6.844584747,7.536298494,1.6591,0.83,0.77,0.88,1.96,2.01,2.58,1.1120702,1.232676413,2.07710426,0.732930436,0.875,531.9924308,3.590124056,0.57,0.875,0.247806851,0.024194041,2.438790155,-2.129438827,0,Sn,1,3,2.563837064383842,0.9047370643838422
SnNF3,6.79242556,3.647111282,6.402005476,1.7623,0.83,0.63,0.705,1.96,3.04,3.98,1.1120702,-0.07,3.401189824,0.813163178,0.893617021,146.4503647,4.302127045,0.94,0.893617021,0.305386561,0.05357296,-0.388116494,-0.62204601,1,Sn,1,3,1.9759272619170472,0.21362726191704717
SnNF3,7.067764272,7.067764272,7.067764115,0.6753,0.83,0.63,0.705,1.96,3.04,3.98,1.1120702,-0.07,3.401189824,0.813163178,0.893617021,203.9714209,3.088903689,0.94,0.893617021,1.28e-08,0.038465092,1.07473494,-0.749121003,1,Sn,1,3,2.0777203294508766,1.4024203294508766
SnPO3,7.354480958,7.354480958,4.858219902,0.5198,0.83,0.55,1.26,1.96,2.19,3.44,1.1120702,0.74660911,1.461112979,0.816616784,0.436507937,195.397343,3.359908744,1.25,0.436507937,0.22096442,0.144472138,0.936268671,-1.402676041,1,Sn,1,3,2.028442375754575,1.508642375754575
SnPS3,6.750296,6.762189304,7.201777086,1.0053,0.83,0.55,0.88,1.96,2.19,2.58,1.1120702,0.74660911,2.07710426,0.845688965,0.625,270.7432357,3.016077494,0.39,0.625,0.037263913,0.043050514,0.865199209,-0.572066472,1,Sn,1,3,2.437750263286295,1.4324502632862948
SnPS3,7.57141576,6.596566975,11.85949965,2.1301,0.83,0.55,0.88,1.96,2.19,2.58,1.1120702,0.74660911,2.07710426,0.845688965,0.625,491.6797093,3.321603737,0.39,0.625,0.322723622,0.023705748,1.851324555,0.199459719,1,Sn,1,3,2.5845880025431462,0.45448800254314614
SnPS3,7.731397,6.630607,11.4073524,1.8226,0.83,0.55,0.88,1.96,2.19,2.58,1.1120702,0.74660911,2.07710426,0.845688965,0.625,484.4699851,3.37103476,0.39,0.625,0.291205068,0.02405853,1.851864632,0.025438134,1,Sn,1,3,2.5621972043487684,0.7395972043487684
SnPS3,7.856394745,7.856394745,7.85639476,1.0326,0.83,0.55,0.88,1.96,2.19,2.58,1.1120702,0.74660911,2.07710426,0.845688965,0.625,269.087125,3.0346401,0.39,0.625,1.15e-09,0.043315471,1.784172662,-0.925624563,1,Sn,1,3,2.512373642774883,1.4797736427748829
SnPSe3,7.729164,7.764427,11.06881933,0.5105,0.83,0.55,1.013333333,1.96,2.19,2.55,1.1120702,0.74660911,2.020604712,0.833878697,0.542763158,604.3096101,4.248843426,0.36,0.542763158,0.216627825,0.026754105,2.21296408,-0.110399976,1,Sn,1,3,2.7104744315101947,2.199974431510195
SnPSe3,7.87900693,6.919610535,12.23592134,1.4974,0.83,0.55,1.013333333,1.96,2.19,2.55,1.1120702,0.74660911,2.020604712,0.833878697,0.542763158,550.5226376,4.663962458,0.36,0.542763158,0.314411434,0.029368026,2.144623182,0.146094608,1,Sn,1,3,2.7474475621001218,1.2500475621001217
SnPSe3,7.895084,6.959541,11.99390218,1.3486,0.83,0.55,1.013333333,1.96,2.19,2.55,1.1120702,0.74660911,2.020604712,0.833878697,0.542763158,544.1465559,4.718612819,0.36,0.542763158,0.299200352,0.029712148,2.126847036,0.080362596,1,Sn,1,3,2.6778372750784656,1.3292372750784656
SnPbO3,4.127671,4.127671,4.127671,1.0389,1.1225,0.83,1.26,2.33,1.96,3.44,0.3567212,1.1120702,1.461112979,0.806189642,0.658730159,70.32588763,8.82874279,1.48,0.658730159,0.0,0.475742403,-1.570119707,-0.091097892,1,Pb,1,2,2.355277922272211,1.3163779222722112
SnPbO3,5.838096,8.186615,11.820277,1.3569,1.1225,0.83,1.26,2.33,1.96,3.44,0.3567212,1.1120702,1.461112979,0.806189642,0.658730159,564.9412065,8.792266046,1.48,0.658730159,0.349856205,0.059222104,1.77951908,0.820827124,1,Pb,1,2,2.151653095371449,0.794753095371449
SnPbS3,3.85485,9.06626,14.432815,1.0929,1.1225,0.83,0.88,2.33,1.96,2.58,0.3567212,1.1120702,2.07710426,0.828184322,0.943181818,504.4134958,5.558311572,0.62,0.943181818,0.580081884,0.033470893,1.774830709,2.206316942,1,Pb,1,2,2.652342540662152,1.559442540662152
Sr3AsN,5.09566939,5.09566939,5.09566939,0.4218,0.66,0.63,1.32,2.18,3.04,0.95,0.8044863,-0.07,0.052066,0.718093787,0.477272727,132.3133694,4.414959865,2.09,0.477272727,0.0,0.235455459,-0.699325883,-0.307745875,0,Other,1,1,1.9531604453514808,1.5313604453514809
Sr3BiN,5.23493993,5.23493993,5.23493993,0.2569,1.035,0.63,1.32,2.02,3.04,0.95,0.94236213,-0.07,0.052066,0.854096399,0.477272727,143.4614142,5.623589411,2.09,0.477272727,0.0,0.241136834,-0.574040627,-0.338916052,1,Other,1,1,2.001281216586629,1.7443812165866293
Sr3PN,5.05920313,5.05920313,5.05920313,0.5197,0.63,0.55,1.32,3.04,2.19,0.95,-0.07,0.74660911,0.052066,0.737468705,0.416666667,129.4930174,3.947557356,1.24,0.416666667,0.0,0.236665693,-0.73213027,-0.299584351,0,Other,1,1,2.3110106651849347,1.7913106651849346
Sr3SbAs,5.848444,5.848444,5.848444,0.128,0.83,0.66,1.32,2.05,2.18,0.95,1.04740119,0.8044863,0.052066,0.767933936,0.5,200.0419169,3.81463441,1.23,0.5,0.0,0.162473981,-0.022143474,-0.476224565,0,Other,1,1,2.1655987307299345,2.0375987307299344
Sr3SbN,5.19496514,5.19496514,5.19496514,0.2577,0.83,0.63,1.32,2.05,3.04,0.95,1.04740119,-0.07,0.052066,0.779748305,0.477272727,140.1999675,4.72136492,2.09,0.477272727,0.0,0.230704337,-0.610001224,-0.329969284,0,Other,1,1,2.022934456212852,1.7652344562128521
Sr3SbP,5.74,5.74,5.74,0.3419,0.83,0.55,1.32,2.05,2.19,0.95,1.04740119,0.74660911,0.052066,0.813106521,0.416666667,189.119224,3.649072067,1.24,0.416666667,1.9e-16,0.16917506,-0.119697733,-0.451953684,1,Other,1,1,2.111754829878663,1.7698548298786632
SrBO3,5.804943,6.846787,7.057235,0.4524,1.32,0.41,1.26,0.95,2.04,3.44,0.052066,0.27972325,1.461112979,1.092581457,0.325396825,280.4912749,3.467507604,1.4,0.325396825,0.102070389,0.12499585,0.519551208,-0.223027192,1,Other,1,1,1.595183176749549,1.1427831767495489
SrBiO3,5.954964347,6.14411663,8.505410727,0.3106,1.32,1.035,1.26,0.95,2.02,3.44,0.052066,0.94236213,1.461112979,0.795037487,0.821428571,311.1958718,7.355103194,1.42,0.821428571,0.206903629,0.12665893,0.54802487,0.092633903,0,Other,1,1,2.019170217570569,1.708570217570569
SrCO3,4.371562498,4.371562498,8.370437804,4.2823,1.32,0.3,1.26,0.95,2.55,3.44,0.052066,1.262122611,1.461112979,1.169622457,0.238095238,140.8457942,3.481020604,0.89,0.238095238,0.404723159,0.247679721,-0.715721678,0.798479499,0,Other,1,1,1.991999517947554,-2.290300482052446
SrCO3,4.388278395,4.388278395,4.388278806,4.5332,1.32,0.3,1.26,0.95,2.55,3.44,0.052066,1.262122611,1.461112979,1.169622457,0.238095238,74.53905777,3.288793327,0.89,0.238095238,5.4e-08,0.468004936,-1.335681948,-0.149424407,0,Other,1,1,2.1675536126557624,-2.3656463873442375
SrCO3,5.11695695,5.98602397,8.43766419,4.4416,1.32,0.3,1.26,0.95,2.55,3.44,0.052066,1.262122611,1.461112979,1.169622457,0.238095238,258.4475691,3.794093427,0.89,0.238095238,0.264381018,0.134977655,0.165758315,0.427977642,0,Other,1,1,1.880302119925942,-2.5612978800740582
SrCO3,6.916295304,6.916295304,6.916295009,4.6569,1.32,0.3,1.26,0.95,2.55,3.44,0.052066,1.262122611,1.461112979,1.169622457,0.238095238,148.7814343,3.295351426,0.89,0.238095238,2.46e-08,0.234469086,0.938476177,-0.715220725,0,Other,1,1,1.9813678911455705,-2.67553210885443
SrCeO3,6.00426811,6.17442523,8.60143538,2.2817,1.32,1.08,1.26,0.95,1.12,3.44,0.052066,0.60016027,1.461112979,0.779748305,0.857142857,318.8801925,5.743441229,2.32,0.857142857,0.209745812,0.125590174,0.592832453,0.09358232,0,Other,1,1,1.6240932894973388,-0.6576067105026611
SrCrO3,5.531538,5.552581242,13.68560731,0.721,1.32,0.94,1.26,0.95,1.66,3.44,0.052066,0.67592827,1.461112979,0.829368651,0.746031746,364.7309467,5.124997658,1.78,0.746031746,0.569448098,0.104873722,0.995306491,1.518881219,1,Other,1,1,1.9324662185760209,1.211466218576021
SrCrO3,5.537311429,5.537311429,9.282726,0.8294,1.32,0.94,1.26,0.95,1.66,3.44,0.052066,0.67592827,1.461112979,0.829368651,0.746031746,248.0153496,5.024541829,1.78,0.746031746,0.318668623,0.154227115,0.292716893,0.477729037,1,Other,1,1,1.8109084904370651,0.9815084904370651
SrGeO3,7.053510133,7.053510133,5.771364,3.0028,1.32,0.77,1.26,0.95,2.01,3.44,0.052066,1.232676413,1.461112979,0.898823169,0.611111111,248.6678741,4.172081475,1.43,0.611111111,0.111716436,0.147521551,0.858315008,-1.048654537,1,Ge,1,0,1.627583421853069,-1.3752165781469312
SrGeO3,7.260790343,7.260790343,11.2875638,3.4179,1.32,0.77,1.26,0.95,2.01,3.44,0.052066,1.232676413,1.461112979,0.898823169,0.611111111,480.6018638,4.317347515,1.43,0.611111111,0.270236629,0.076329023,1.887805437,0.15842758,1,Ge,1,0,1.701749329056725,-1.716150670943275
SrGeO3,8.652139304,9.943575716,11.1675659,3.3373,1.32,0.77,1.26,0.95,2.01,3.44,0.052066,1.232676413,1.461112979,0.898823169,0.611111111,901.2435295,4.604582877,1.43,0.611111111,0.126786828,0.040703616,3.372923693,-0.574532644,1,Ge,1,0,1.7099015659814474,-1.6273984340185526
SrHfO3,4.138109,4.138109,4.146736,3.7305,1.32,0.85,1.26,0.95,1.3,3.44,0.052066,0.17807,1.461112979,0.864744565,0.674603175,71.00848374,7.345445368,2.14,0.674603175,0.001202806,0.525908855,-1.559359955,-0.091397128,1,Other,1,1,1.6435364260018703,-2.08696357399813
SrHfO3,4.141206,4.141206,4.141206,3.7226,1.32,0.85,1.26,0.95,1.3,3.44,0.052066,0.17807,1.461112979,0.864744565,0.674603175,71.01997314,7.344257044,2.14,0.674603175,0.0,0.525823775,-1.557943866,-0.094127164,1,Other,1,1,1.6435364260018703,-2.0790635739981296
SrHfO3,5.73453937,5.73453937,4.13569603,3.6764,1.32,0.85,1.26,0.95,1.3,3.44,0.052066,0.17807,1.461112979,0.864744565,0.674603175,136.0021232,7.670305812,2.14,0.674603175,0.177463497,0.274583878,-0.378496845,-0.828229788,1,Other,1,1,1.2831355805430242,-2.393264419456976
SrHfO3,5.76053461,5.77701466,8.14070902,4.1704,1.32,0.85,1.26,0.95,1.3,3.44,0.052066,0.17807,1.461112979,0.864744565,0.674603175,270.9121554,7.701226063,2.14,0.674603175,0.20877789,0.137845385,0.282774468,0.104600591,1,Other,1,1,1.3223993251767743,-2.8480006748232256
SrHfO3,5.767219101,5.767219101,8.15933204,3.9535,1.32,0.85,1.26,0.95,1.3,3.44,0.052066,0.17807,1.461112979,0.864744565,0.674603175,271.3698479,7.688237171,2.14,0.674603175,0.210384355,0.137612895,0.284641409,0.106749228,1,Other,1,1,1.2780483374004135,-2.6754516625995866
SrHfO3,5.768559275,5.760483452,5.760484166,3.9893,1.32,0.85,1.26,0.95,1.3,3.44,0.052066,0.17807,1.461112979,0.864744565,0.674603175,135.6323461,7.691217517,2.14,0.674603175,0.000808994,0.275332481,-0.098249441,-0.459847401,1,Other,1,1,1.3872310858396082,-2.602068914160392
SrHfO3,5.786711248,5.786712432,5.786713303,4.0578,1.32,0.85,1.26,0.95,1.3,3.44,0.052066,0.17807,1.461112979,0.864744565,0.674603175,135.6004975,7.693023958,2.14,0.674603175,1.78e-07,0.275397149,-0.077676379,-0.462407715,1,Other,1,1,1.3649723193184986,-2.6928276806815017
SrHfS3,6.72976646,7.0820188,9.74143735,1.4956,1.32,0.85,0.88,0.95,1.3,2.58,0.052066,0.17807,2.07710426,0.899346747,0.965909091,464.280144,5.18326372,1.28,0.965909091,0.209722822,0.044736253,1.378059846,0.019949598,1,Other,1,1,1.9467261696227809,0.45112616962278085
SrMnO3,5.452331202,5.452331311,9.09318312,0.9027,1.32,0.8775,1.26,0.95,1.55,3.44,0.052066,-0.52,1.461112979,0.853619197,0.696428571,234.1050179,5.40656654,1.89,0.696428571,0.315340989,0.160619511,0.199666331,0.472060496,1,Other,1,1,1.800646775223102,0.897946775223102
SrMoO3,5.732841561,5.742741993,5.805785386,1.3088,1.32,0.775,1.26,0.95,2.16,3.44,0.052066,0.747238,1.461112979,0.896614758,0.615079365,135.0425979,5.69466884,1.28,0.615079365,0.006868728,0.271924315,-0.110924497,-0.433625173,1,Other,1,1,1.7132313158434462,0.40443131584344627
SrPS3,6.730717369,7.62497267,9.452381469,3.1224,1.32,0.55,0.88,0.95,2.19,2.58,0.052066,0.74660911,2.07710426,1.08802089,0.625,484.9034842,2.942153579,0.39,0.625,0.174802615,0.03896574,1.531578245,-0.075899199,1,Other,1,1,1.9948574401436838,-1.127542559856316
SrPSe3,7.06898753,7.86156988,9.87071049,2.1432,1.32,0.55,1.013333333,0.95,2.19,2.55,0.052066,0.74660911,2.020604712,1.055542654,0.542763158,548.3337109,4.305976869,0.36,0.542763158,0.174694095,0.042687054,1.811316514,-0.127609574,1,Other,1,1,1.9826209970562214,-0.1605790029437788
SrPbO3,5.88572476,6.02726206,8.3694263,0.7941,1.32,1.1225,1.26,0.95,2.33,3.44,0.052066,0.3567212,1.461112979,0.765838838,0.890873016,296.9037705,7.669326838,1.11,0.890873016,0.206322164,0.137067961,0.457682445,0.094757802,0,Pb,1,2,1.9206553903310117,1.1265553903310117
SrReN3,7.578341342,7.578341342,6.188359917,1.9969,1.32,0.7125,0.63,0.95,1.9,3.04,0.052066,0.06039664,-0.07,1.0272376,1.130952381,340.5710263,6.159965565,1.14,1.130952381,0.11279052,0.041962975,1.313320056,-1.191577829,1,Other,1,1,1.8390168359924033,-0.1578831640075966
SrSeO3,4.464503016,5.48280168,6.553714734,3.7027,1.32,1.013333333,1.26,0.95,2.55,3.44,0.052066,2.020604712,1.461112979,0.802614824,0.804232804,153.2118213,4.651279267,0.89,0.804232804,0.189936678,0.255398931,-0.562018867,0.275759735,1,Other,1,1,1.9576303158326196,-1.7450696841673805
SrSeO3,4.47018024,5.47644898,12.51970382,3.8862,1.32,1.013333333,1.26,0.95,2.55,3.44,0.052066,2.020604712,1.461112979,0.802614824,0.804232804,306.4912888,4.650252676,0.89,0.804232804,0.585658262,0.127671281,0.385139866,1.682363905,1,Other,1,1,1.8550820538197172,-2.0311179461802826
SrSiO3,3.698902,3.698902,3.698902,2.3831,1.32,0.54,1.26,0.95,1.9,3.44,0.052066,1.38952128,1.461112979,1.013672796,0.428571429,50.60791852,5.371420069,1.54,0.428571429,0.0,0.700110463,-1.955832536,0.004865014,1,Other,1,1,1.8378779295603211,-0.5452220704396791
SrSiO3,4.425766346,7.636785955,10.902415,0.0514,1.32,0.54,1.26,0.95,1.9,3.44,0.052066,1.38952128,1.461112979,1.013672796,0.428571429,368.4229055,2.951351668,1.54,0.428571429,0.423039492,0.096169735,0.903749685,1.210442779,1,Other,1,1,1.8077379420701851,1.7563379420701852
SrSiO3,6.156284,7.549925,13.62593721,4.8212,1.32,0.54,1.26,0.95,1.9,3.44,0.052066,1.38952128,1.461112979,1.013672796,0.428571429,565.4296904,3.846085819,1.54,0.428571429,0.435959043,0.062662315,1.951870449,1.148671301,1,Other,1,1,1.7431793434767644,-3.0780206565232358
SrSiO3,6.945185745,6.955362711,9.712505184,4.3766,1.32,0.54,1.26,0.95,1.9,3.44,0.052066,1.38952128,1.461112979,1.013672796,0.428571429,425.6098141,3.832191555,1.54,0.428571429,0.20261457,0.083247924,1.407630614,-0.068812926,1,Other,1,1,1.7543422789737675,-2.6222577210262323
SrSiO3,7.136260513,7.136260513,10.9044951,4.6251,1.32,0.54,1.26,0.95,1.9,3.44,0.052066,1.38952128,1.461112979,1.013672796,0.428571429,447.8557103,3.641838873,1.54,0.428571429,0.259235396,0.079112831,1.73472622,0.125255775,1,Other,1,1,1.70151611491771,-2.92358388508229
SrSnO3,4.114859,4.114859,4.114859,0.9698,1.32,0.83,1.26,0.95,1.96,3.44,0.052066,1.1120702,1.461112979,0.873019633,0.658730159,69.67305837,6.06148089,1.48,0.658730159,0.0,0.533443576,-1.581645151,-0.088230435,1,Sn,1,3,1.8563601598459603,0.8865601598459603
SrSnO3,5.72636674,5.726367057,5.726367038,1.6118,1.32,0.83,1.26,0.95,1.96,3.44,0.052066,1.1120702,1.461112979,0.873019633,0.658730159,133.3277058,6.33509606,1.48,0.658730159,3.1e-08,0.278761606,-0.131961803,-0.448902366,1,Sn,1,3,1.731904767829297,0.12010476782929702
SrSnO3,5.73820206,5.72649997,8.10161313,1.7365,1.32,0.83,1.26,0.95,1.96,3.44,0.052066,1.1120702,1.461112979,0.873019633,0.658730159,266.2174999,6.345516909,1.48,0.658730159,0.209733916,0.139610076,0.249690185,0.107053293,1,Sn,1,3,1.6781420824050506,-0.05835791759494935
SrSnO3,5.755857676,5.755857372,5.755854614,1.555,1.32,0.83,1.26,0.95,1.96,3.44,0.052066,1.1120702,1.461112979,0.873019633,0.658730159,132.9109082,6.354962396,1.48,0.658730159,2.93e-07,0.279635779,-0.105433052,-0.455503502,1,Sn,1,3,1.731904767829297,0.17690476782929698
SrSnS3,3.89318425,8.30673434,14.2045019,0.8336,1.32,0.83,0.88,0.95,1.96,2.58,0.052066,1.1120702,2.07710426,0.909865423,0.943181818,459.3685815,4.37430509,0.62,0.943181818,0.587791517,0.04482851,1.474454423,2.174765993,1,Sn,1,3,2.4266645754781937,1.5930645754781936
SrTcN3,3.756696771,6.465001679,6.670802246,0.5244,1.32,0.741666667,0.63,0.95,1.9,3.04,0.052066,0.552,-0.07,1.005394759,1.177248677,149.7316212,5.049104206,1.14,1.177248677,0.288822017,0.09674082,-0.448153988,0.54424004,1,Other,1,1,1.9579404132523188,1.4335404132523188
SrTcN3,6.088211309,7.525325655,7.525326328,1.5818,1.32,0.741666667,0.63,0.95,1.9,3.04,0.052066,0.552,-0.07,1.005394759,1.177248677,332.2089201,4.551416369,1.14,1.177248677,0.117752578,0.043602561,0.948640861,-0.262597107,1,Other,1,1,1.9628170832267522,0.3810170832267521
SrTeO3,5.955489,9.200745106,12.31902841,3.174,1.32,1.293333333,1.26,0.95,2.1,3.44,0.052066,1.9708757,1.461112979,0.714599621,1.026455026,632.3339985,4.147340853,1.34,1.026455026,0.347437717,0.069320115,2.274451524,0.839653428,0,Other,1,1,1.8200093289703847,-1.3539906710296152
SrTeO3,7.23965219,6.791806534,8.679399906,3.6116,1.32,1.293333333,1.26,0.95,2.1,3.44,0.052066,1.9708757,1.461112979,0.714599621,1.026455026,343.0493269,5.096457796,1.34,1.026455026,0.13028259,0.127775984,1.293792134,-0.425212128,0,Other,1,1,1.8646333504589714,-1.7469666495410288
SrTiO3,3.91270131,3.91270131,3.91270131,1.772,1.32,0.851666667,1.26,0.95,1.54,3.44,0.052066,0.075545,1.461112979,0.864062052,0.675925926,59.90045031,5.086511724,1.9,0.675925926,1.39e-16,0.623687333,-1.763502548,-0.042985468,1,Ti,1,4,1.616117647811419,-0.15588235218858104
SrTiO3,5.522329701,5.522329559,5.534898479,1.8488,1.32,0.851666667,1.26,0.95,1.54,3.44,0.052066,0.075545,1.461112979,0.864062052,0.675925926,119.625078,5.093987782,1.9,0.675925926,0.001313056,0.312302008,-0.313514197,-0.40026925,1,Ti,1,4,1.3658888216867717,-0.4829111783132283
SrTiO3,5.533921315,5.533921683,5.533925593,1.787,1.32,0.851666667,1.26,0.95,1.54,3.44,0.052066,0.075545,1.461112979,0.864062052,0.675925926,119.7846037,5.087203752,1.9,0.675925926,4.28e-07,0.311886093,-0.305081572,-0.405830165,1,Ti,1,4,1.3658888216867717,-0.4211111783132282
SrTiO3,5.628854383,5.628854383,13.886038,1.7362,1.32,0.851666667,1.26,0.95,1.54,3.44,0.052066,0.075545,1.461112979,0.864062052,0.675925926,381.0210669,4.797913331,1.9,0.675925926,0.568803913,0.098050096,1.09150941,1.522501446,1,Ti,1,4,1.53605650996111,-0.20014349003888987
SrWN3,3.674235249,6.354455054,6.648418908,1.1076,1.32,0.766666667,0.63,0.95,2.36,3.04,0.052066,0.81650082,-0.07,0.987398433,1.216931217,144.650573,7.197288499,0.68,1.216931217,0.294815472,0.101374363,-0.523091651,0.578288189,1,Other,1,1,2.1961680813771403,1.0885680813771403
SrWN3,3.82253228,6.427569316,6.700715156,1.2682,1.32,0.766666667,0.63,0.95,2.36,3.04,0.052066,0.81650082,-0.07,0.987398433,1.216931217,152.7914593,6.813809556,0.68,1.216931217,0.281181177,0.095973032,-0.432494911,0.526199225,1,Other,1,1,2.1961680813771403,0.9279680813771403
SrZrO3,4.176861,4.176861,4.274988,3.2609,1.32,0.86,1.26,0.95,1.33,3.44,0.052066,0.433289,1.461112979,0.860665581,0.682539683,74.58215805,5.050542186,2.11,0.682539683,0.013458299,0.501941158,-1.510287289,-0.078938639,1,Other,1,1,1.636335658335997,-1.624564341664003
SrZrO3,4.197594,4.197594,4.197594,3.2144,1.32,0.86,1.26,0.95,1.33,3.44,0.052066,0.433289,1.461112979,0.860665581,0.682539683,73.96074741,5.092976326,2.11,0.682539683,0.0,0.506158416,-1.507218243,-0.106747378,1,Other,1,1,1.6868797559869595,-1.5275202440130404
SrZrO3,5.78296588,5.78296588,4.18518549,3.1681,1.32,0.86,1.26,0.95,1.33,3.44,0.052066,0.433289,1.461112979,0.860665581,0.682539683,139.9638792,5.382536375,2.11,0.682539683,0.175697811,0.267467971,-0.334764443,-0.838817168,1,Other,1,1,1.295740511260963,-1.872359488739037
SrZrO3,5.79524115,5.8442896,8.21457412,3.6122,1.32,0.86,1.26,0.95,1.33,3.44,0.052066,0.433289,1.461112979,0.860665581,0.682539683,278.219966,5.415575898,2.11,0.682539683,0.208953407,0.134554882,0.33215453,0.104446309,1,Other,1,1,1.399615514336989,-2.212584485663011
SrZrO3,5.81235817,5.81235817,5.81235817,3.4652,1.32,0.86,1.26,0.95,1.33,3.44,0.052066,0.433289,1.461112979,0.860665581,0.682539683,139.4480658,5.402446184,2.11,0.682539683,0.0,0.268457325,-0.054605633,-0.468148185,1,Other,1,1,1.4323184634767991,-2.0328815365232007
SrZrO3,5.814864578,5.814864578,8.25266177,3.416,1.32,0.86,1.26,0.95,1.33,3.44,0.052066,0.433289,1.461112979,0.860665581,0.682539683,279.0274784,5.399903088,2.11,0.682539683,0.212368251,0.134165477,0.334756805,0.106872057,1,Other,1,1,1.3552645265606282,-2.0607354734393715
SrZrO3,5.844042019,5.844042429,5.844044603,3.5667,1.32,0.86,1.26,0.95,1.33,3.44,0.052066,0.433289,1.461112979,0.860665581,0.682539683,139.291304,5.40852623,2.11,0.682539683,2.38e-07,0.268759454,-0.026102856,-0.475238767,1,Other,1,1,1.431659606667043,-2.135040393332957
SrZrO3,8.396673,8.396673,8.396673,3.542,1.32,0.86,1.26,0.95,1.33,3.44,0.052066,0.433289,1.461112979,0.860665581,0.682539683,592.0000195,5.090274637,2.11,0.682539683,0.0,0.063236239,2.270197195,-1.04654439,1,Other,1,1,1.5858311793486308,-1.956168820651369
SrZrS3,3.84019975,8.58682343,13.99646858,0.5512,1.32,0.86,0.88,0.95,1.33,2.58,0.052066,0.433289,2.07710426,0.894178088,0.977272727,461.5351917,3.958207414,1.25,0.977272727,0.576957065,0.04520136,1.524284335,2.133323846,1,Other,1,1,2.149300959949566,1.5981009599495657
SrZrS3,6.76185335,7.15875562,9.80481376,1.1777,1.32,0.86,0.88,0.95,1.33,2.58,0.052066,0.433289,2.07710426,0.894178088,0.977272727,474.6162826,3.849113661,1.25,0.977272727,0.209171201,0.043955547,1.428263208,0.0179182,1,Other,1,1,2.0022174640213746,0.8245174640213746
SrZrSe3,3.992994,9.063053,14.655838,0.1669,1.32,0.86,1.013333333,0.95,1.33,2.55,0.052066,0.433289,2.020604712,0.880871005,0.848684211,530.3759628,5.206313946,1.22,0.848684211,0.57739382,0.04784181,1.86075737,2.202523453,1,Other,1,1,2.1035741900185942,1.9366741900185942
TaAgO3,3.99937,3.99937,3.99937,1.7306,1.086666667,0.82,1.26,1.93,1.5,3.44,1.304473,0.32885923,1.461112979,0.797881986,0.650793651,63.96976476,8.743087804,1.94,0.650793651,1.36e-16,0.513086471,-1.685536964,-0.062382811,0,Other,1,1,2.0098859507534974,0.2792859507534975
