formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index
LiCoF3,5.133697235,5.133697235,7.547379,3.0432,0.9,0.768333333,0.705,0.98,1.88,3.98,0.61804922,0.66225547,3.401189824,0.770414792,1.089834515,172.2611484,3.553258206,2.1,1.089834515,0.234671491,0.054317805
LiCrO3,3.678979,3.678979,3.678979,0,0.94,0.9,1.26,1.66,0.98,3.44,0.67592827,0.61804922,1.461112979,0.720310126,0.714285714,49.79456314,3.566056856,2.46,0.714285714,0,0.636017958
LiCuF3,4.999326,5.264514478,8.600587986,0.4097,0.9,0.82,0.705,0.98,1.9,3.98,0.61804922,1.235784,3.401189824,0.744313307,1.163120567,226.3565884,3.740808975,2.08,1.163120567,0.319175476,0.043146445
LiCuF3,5.021720012,5.202382152,7.843238743,1.3488,0.9,0.82,0.705,0.98,1.9,3.98,0.61804922,1.235784,3.401189824,0.744313307,1.163120567,204.430904,4.142019337,2.08,1.163120567,0.262258374,0.047774001
LiCuF3,5.056906814,5.056906814,14.611702,0.7299,0.9,0.82,0.705,0.98,1.9,3.98,0.61804922,1.235784,3.401189824,0.744313307,1.163120567,323.5946203,3.925081124,2.08,1.163120567,0.669324392,0.030181225
LiCuF3,5.091637699,5.091637699,8.761179,0,0.9,0.82,0.705,0.98,1.9,3.98,0.61804922,1.235784,3.401189824,0.744313307,1.163120567,226.7726883,3.733945052,2.08,1.163120567,0.335498286,0.043067277
LiCuF3,5.174564,5.283253897,7.918842472,0.1548,0.9,0.82,0.705,0.98,1.9,3.98,0.61804922,1.235784,3.401189824,0.744313307,1.163120567,215.5823002,3.927765668,2.08,1.163120567,0.253688814,0.045302802
LiCuF3,5.435852857,5.435852857,5.435851728,0,0.9,0.82,0.705,0.98,1.9,3.98,0.61804922,1.235784,3.401189824,0.744313307,1.163120567,100.6902769,4.204759306,2.08,1.163120567,1.20E-07,0.096995286
LiCuF3,9.65586736,3.206197454,7.503504336,0.5237,0.9,0.82,0.705,0.98,1.9,3.98,0.61804922,1.235784,3.401189824,0.744313307,1.163120567,223.781673,3.783852119,2.08,1.163120567,0.483719598,0.043642905
LiDyO3,3.674686,3.674686,3.674686,0,1.131,0.9,1.26,1.22,0.98,3.44,0.0153,0.61804922,1.461112979,0.782846142,0.714285714,49.62045066,7.27656201,2.46,0.714285714,0,0.69026272
LiErO3,3.655435,3.655435,3.655435,0,1.03,0.9,1.26,1.24,0.98,3.44,0.312,0.61804922,1.461112979,0.749777359,0.714285714,48.84467198,7.553920964,2.46,0.714285714,0,0.670867406
LiEuO3,3.763456,3.763456,3.763456,0,1.1985,0.9,1.26,1.2,0.98,3.44,0.11613,0.61804922,1.461112979,0.804946566,0.714285714,53.30408941,6.445487587,2.46,0.714285714,1.45E-16,0.66415569
LiFeF3,3.031441,7.838957,9.990446,3.3554,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,237.4063216,3.351239793,2.15,1.209219858,0.512392186,0.042341429
LiFeF3,3.057776,5.393068,14.687126,3.468,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,242.2023678,3.284879166,2.15,1.209219858,0.79763633,0.041502992
LiFeF3,3.235396,6.303753058,6.304775741,3.2093,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,121.1386697,3.283862675,2.15,1.209219858,0.335487342,0.082980298
LiFeF3,3.997998,6.467314,9.913151,3.4736,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,256.3174898,3.103984486,2.15,1.209219858,0.437370638,0.039217468
LiFeF3,4.927426,6.446867,7.373944,0.0069,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,234.2440977,3.396480508,2.15,1.209219858,0.197643122,0.042913025
LiFeF3,4.990726,8.719738,10.589535,3.6432,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,460.8335114,3.452897814,2.15,1.209219858,0.351899995,0.021812917
LiFeF3,5.04873,5.328973,8.092654,3.5185,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,217.7291806,3.654106031,2.15,1.209219858,0.273252421,0.04616801
LiFeF3,5.069674022,5.069674022,4.831859,4.3867,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,108.8951382,3.65308096,2.15,1.209219858,0.027513326,0.092310117
LiFeF3,5.075314974,5.075314974,7.169032,3.5861,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,102.6258024,3.876245026,2.15,1.209219858,0.209381931,0.097949275
LiFeF3,5.166437229,5.07588953,4.831859052,3.7202,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,108.8944293,3.65310474,2.15,1.209219858,0.034441061,0.092310718
LiFeF3,5.204578,5.210010537,7.660117199,3.2235,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,180.5320106,3.305253911,2.15,1.209219858,0.235047907,0.055680557
LiFeF3,5.264507365,5.264507365,5.586626321,3.5869,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,113.1645789,3.515258572,2.15,1.209219858,0.03462018,0.088827467
LiFeF3,5.272201,5.367768327,10.05507842,3.4526,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,239.5548929,3.321182474,2.15,1.209219858,0.39635935,0.041961668
LiFeF3,5.33027,5.353386,7.896101,3.5148,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,225.3151851,3.531078083,2.15,1.209219858,0.238122947,0.044613606
LiFeF3,5.502934,6.582029029,6.894886595,0,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,245.3949924,3.242142409,2.15,1.209219858,0.115429872,0.040963032
LiFeF3,5.590433933,5.590433933,5.590433933,2.7983,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,124.8566785,3.186075113,2.15,1.209219858,0,0.080509293
LiFeF3,5.701385927,5.701385927,5.701385104,0.0107,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,112.6142628,3.532436709,2.15,1.209219858,8.34E-08,0.089261544
LiFeF3,5.742143,9.248487,10.062567,3.4207,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,534.3840404,2.977654465,2.15,1.209219858,0.274906903,0.018810672
LiFeF3,5.809004,4.040656,5.567039022,3.2084,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,122.9414233,3.235709701,2.15,1.209219858,0.186571192,0.081763515
LiFeF3,6.105144,6.111730824,6.126761908,3.4167,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,228.6063995,3.480241645,2.15,1.209219858,0.00181214,0.04397131
LiFeF3,6.132567,6.132567,6.132567,3.6062,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,230.6358979,3.44961699,2.15,1.209219858,1.77E-16,0.043584381
LiFeF3,6.293344583,6.293344583,6.453069,3.4694,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,241.2547621,3.297781586,2.15,1.209219858,0.014530164,0.041666008
LiFeF3,6.304264367,6.304264367,3.235396,4.2544,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,121.1396939,3.283834912,2.15,1.209219858,0.335487325,0.082979597
LiFeF3,6.542068769,6.542068769,5.87188933,3.1784,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,246.4151972,3.228719336,2.15,1.209219858,0.061235661,0.040793437
LiFeF3,6.555608,6.675088226,8.804832426,3.1318,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,369.9423849,3.225930082,2.15,1.209219858,0.172291333,0.027172131
LiFeF3,6.898029,7.909536889,16.50510541,2.624,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,894.241947,3.11394394,2.15,1.209219858,0.505763363,0.011240943
LiFeF3,6.967106,7.915190558,12.14921946,3.1951,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,641.2963372,3.101551755,2.15,1.209219858,0.306223883,0.015674693
LiFeF3,7.021042,7.236590737,7.87495474,3.4609,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,388.7074203,3.070196774,2.15,1.209219858,0.060190912,0.025860383
LiFeF3,7.032361409,7.032361409,5.79063177,3.2461,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,246.4648568,3.228068789,2.15,1.209219858,0.108320343,0.040785218
LiFeF3,7.093731828,7.093731828,5.715725277,3.4248,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,263.5711656,3.01856051,2.15,1.209219858,0.119919344,0.038138174
LiFeF3,7.407518,3.205213,4.94479633,3.288,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,117.402627,3.38836333,2.15,1.209219858,0.407165652,0.085620937
LiFeF3,7.539563428,7.539563428,5.022894,3.467,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,117.0124833,3.39966083,2.15,1.209219858,0.216843836,0.085906415
LiFeF3,8.732069,8.732069,6.210444,3.162,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,473.5403248,3.360243976,2.15,1.209219858,0.184484044,0.021227596
LiFeF3,8.811519,8.811519,6.203392,3.2462,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,481.6491405,3.303672507,2.15,1.209219858,0.189596531,0.020870219
LiFeF3,8.814018324,8.814018324,8.814018046,3.2182,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,477.3069827,2.500295012,2.15,1.209219858,1.82E-08,0.021060079
LiFeF3,8.980068,5.672869,10.26738351,3.3838,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,506.003275,3.144665465,2.15,1.209219858,0.28532165,0.019865727
LiFeF3,10.57564346,10.57564346,10.57564346,3.1492,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.72878189,1.209219858,910.0690275,3.49690183,2.15,1.209219858,0,0.011045451
LiFeO3,3.776936,3.776936,3.776936,0,0.9,0.8525,1.26,0.98,1.83,3.44,0.61804922,0.15323635,1.461112979,0.723115422,0.676587302,53.87891946,3.414350063,1.61,0.676587302,1.44E-16,0.571397871
LiFeO3,4.90058,4.972526,8.119357,0,0.9,0.8525,1.26,0.98,1.83,3.44,0.61804922,0.15323635,1.461112979,0.723115422,0.676587302,197.8546143,3.719124625,1.61,0.676587302,0.306452455,0.155600616
LiFeO3,4.914265618,4.914265618,9.708865561,0.3333,0.9,0.8525,1.26,0.98,1.83,3.44,0.61804922,0.15323635,1.461112979,0.723115422,0.676587302,204.4187674,3.599698685,1.61,0.676587302,0.425056152,0.150604077
LiFeO3,5.79940734,5.79940734,6.194660015,0,0.9,0.8525,1.26,0.98,1.83,3.44,0.61804922,0.15323635,1.461112979,0.723115422,0.676587302,96.44365165,3.81490101,1.61,0.676587302,0.03847465,0.319215411
LiFeO3,6.615945257,6.615945257,5.991670238,0.1985,0.9,0.8525,1.26,0.98,1.83,3.44,0.61804922,0.15323635,1.461112979,0.723115422,0.676587302,108.3022063,3.397188264,1.61,0.676587302,0.056247438,0.284262906
LiFeO3,8.69735631,8.69735631,9.89540604,0.3066,0.9,0.8525,1.26,0.98,1.83,3.44,0.61804922,0.15323635,1.461112979,0.723115422,0.676587302,633.7258104,3.483427483,1.61,0.676587302,0.076037889,0.048579842
LiGaBr3,6.590375716,7.98662599,10.43678705,2.9955,0.9,0.76,0.8825,0.98,1.81,2.96,0.61804922,0.30116615,3.3635883,0.767493579,0.861189802,548.3214908,3.832457538,1.15,0.861189802,0.233525735,0.024673899
LiGaCl3,6.1298285,9.67455319,15.08643494,3.7633,0.9,0.76,0.78,0.98,1.81,3.16,0.61804922,0.30116615,3.61272528,0.771505722,0.974358974,894.6761597,2.717558422,1.35,0.974358974,0.438054782,0.012133779
LiGdO3,3.703512,3.703512,3.703512,0,1.075,0.9,1.26,1.2,0.98,3.44,0.2123,0.61804922,1.461112979,0.764510975,0.714285714,50.79737479,6.936351683,2.46,0.714285714,0,0.657412226
LiGeO3,3.727265,3.727265,3.727265,0,0.9,0.77,1.26,0.98,2.01,3.44,0.61804922,1.232676413,1.461112979,0.752503118,0.611111111,51.78104534,4.091270161,1.43,0.611111111,1.46E-16,0.581359743
LiHoO3,3.66306,3.66306,3.66306,0,1.041,0.9,1.26,1.23,0.98,3.44,0.338,0.61804922,1.461112979,0.753378909,0.714285714,49.15097045,7.428173324,2.46,0.714285714,0,0.669702309
LiLaO3,3.822632,3.822632,3.822632,0,1.172,0.9,1.26,1.1,0.98,3.44,0.5575462,0.61804922,1.461112979,0.796270103,0.714285714,55.858269,5.762560372,2.46,0.714285714,0,0.625411041
LiLuO3,3.629798,3.629798,3.629798,0,1.001,0.9,1.26,1.27,0.98,3.44,0.23887,0.61804922,1.461112979,0.740282362,0.714285714,47.82416224,7.982747817,2.46,0.714285714,1.50E-16,0.67732422
LiMgCl3,6.297543954,6.297543954,17.43239105,5.5482,0.9,0.86,0.78,0.98,1.31,3.16,0.61804922,-0.42,3.61272528,0.72446269,1.102564103,598.7286028,2.28983694,1.85,1.102564103,0.642282388,0.019510225
LiMgO3,3.96983,3.96983,3.96983,0,0.9,0.86,1.26,0.98,1.31,3.44,0.61804922,-0.42,1.461112979,0.720557231,0.682539683,62.56273529,2.103298222,2.13,0.682539683,0,0.493191342
LiMnF3,3.258142,4.91663,7.672981,0.0158,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,122.9140865,3.211923863,2.43,1.244680851,0.422152169,0.08369424
LiMnF3,5.035124,8.902549,10.775429,3.7031,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,483.013326,3.269397893,2.43,1.244680851,0.355358318,0.021297965
LiMnF3,5.048173,5.385453,9.006966,3.8236,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,244.8696684,3.224496445,2.43,1.244680851,0.338683276,0.042010924
LiMnF3,5.06220146,5.06220146,7.106968,4.4878,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,103.9884292,3.796486691,2.43,1.244680851,0.205534403,0.098926402
LiMnF3,5.123617,5.45322,7.724588,4,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,215.8266163,3.658405941,2.43,1.244680851,0.232136851,0.047664191
LiMnF3,5.176898083,5.176898083,7.718202,3.5564,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,116.8637671,3.378212916,2.43,1.244680851,0.243562857,0.088027293
LiMnF3,5.195478,5.977207,8.338164,2.9514,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,258.9370759,3.04931757,2.43,1.244680851,0.251573637,0.039728575
LiMnF3,5.202465378,5.202465378,4.861054,3.6507,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,113.9408642,3.464873557,2.43,1.244680851,0.038735913,0.09028544
LiMnF3,5.258998,5.414067,8.443386,3.6017,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,240.404878,3.284381671,2.43,1.244680851,0.281760088,0.04279115
LiMnF3,5.328379618,5.328379618,15.385922,2.4262,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,378.3071031,3.1307159,2.43,1.244680851,0.668908637,0.027192725
LiMnF3,5.376671,7.323031,11.205083,0,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,441.1836538,3.579377288,2.43,1.244680851,0.37238923,0.023317276
LiMnF3,5.382932,5.465607,7.962184,0,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,234.2553424,3.370601358,2.43,1.244680851,0.23377867,0.043914478
LiMnF3,5.412977603,5.412977603,9.861305,3.6046,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,250.2289218,3.155436109,2.43,1.244680851,0.37243835,0.041111159
LiMnF3,5.425869777,5.425869777,10.485407,3.5423,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,267.3342907,2.953535714,2.43,1.244680851,0.410709816,0.038480664
LiMnF3,5.465863,9.035989,10.052948,3.6182,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,496.5098535,3.180526507,2.43,1.244680851,0.294328323,0.020719027
LiMnF3,5.646784,5.967319,8.7587,2.6723,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,295.1345693,2.675326638,2.43,1.244680851,0.252049962,0.034855968
LiMnF3,5.662211134,5.662211134,5.662211392,3.7865,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,118.3241785,3.336517459,2.43,1.244680851,2.64E-08,0.08694082
LiMnF3,5.829704707,5.829704707,5.829704483,3.2439,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,124.3144263,3.175743147,2.43,1.244680851,2.22E-08,0.082751467
LiMnF3,5.890761,9.339731,10.068387,3.5986,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,553.9437556,2.8507637,2.43,1.244680851,0.264622398,0.01857084
LiMnF3,5.907202868,5.907202868,5.897964,3.7715,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,178.2364314,2.214983123,2.43,1.244680851,0.000903447,0.057716602
LiMnF3,5.936964,5.938230033,11.6769705,3.8879,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,356.5622199,3.321642049,2.43,1.244680851,0.422079535,0.028851069
LiMnF3,5.937597389,5.937597389,11.67697,3.8917,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,356.5187031,3.32204749,2.43,1.244680851,0.422079459,0.02885459
LiMnF3,6.048613229,6.048613229,5.477723,3.8619,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,161.4740749,2.444916856,2.43,1.244680851,0.056262516,0.063708067
LiMnF3,6.208448,6.208448,6.208448,3.5452,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,239.3035514,3.299497105,2.43,1.244680851,0,0.042988084
LiMnF3,6.24089,6.24089,6.24089,3.4382,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,243.0746022,3.248308823,2.43,1.244680851,0,0.042321168
LiMnF3,6.410968119,6.410968119,6.479826,3.5585,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,253.7839876,3.111234016,2.43,1.244680851,0.006178988,0.040535265
LiMnF3,6.41693581,6.41693581,3.242471,3.4804,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,127.3087571,3.10104895,2.43,1.244680851,0.342014006,0.080805133
LiMnF3,6.578328,6.763391673,8.926425988,3.7265,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,373.1820764,3.173711005,2.43,1.244680851,0.175883755,0.027566171
LiMnF3,6.672620233,6.672620233,5.929779909,3.4841,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,262.5736035,3.007085878,2.43,1.244680851,0.066751534,0.039178352
LiMnF3,6.787936006,6.787936006,5.571834124,3.6287,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,252.1597565,3.13127434,2.43,1.244680851,0.110005357,0.040796364
LiMnF3,7.00626,7.999028797,16.63921167,3.3597,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,925.2028507,2.986950171,2.43,1.244680851,0.502296124,0.01111886
LiMnF3,7.029579,8.007542145,12.27668265,3.5994,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,661.7984887,2.982710706,2.43,1.244680851,0.306469524,0.01554431
LiMnF3,7.130119,7.274539051,7.966696267,3.707,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,400.6969413,2.955780144,2.43,1.244680851,0.05996638,0.025673271
LiMnF3,7.13482519,7.13482519,6.17613078,3.7014,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,251.8440723,3.135199363,2.43,1.244680851,0.081215162,0.040847501
LiMnF3,7.165301,7.242488,15.56412025,3.7196,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,803.4280426,2.948296549,2.43,1.244680851,0.483145685,0.012804135
LiMnF3,7.730819,8.57623787,8.643438137,3.2241,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,486.4704762,3.246163595,2.43,1.244680851,0.061154649,0.021146609
LiMnF3,7.825820578,7.825820578,7.825820578,3.5205,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,255.2273736,3.093639071,2.43,1.244680851,0,0.040306026
LiMnF3,8.8594,8.8594,6.254912,3.2651,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,490.9415901,3.216600064,2.43,1.244680851,0.188168839,0.020954022
LiMnF3,8.98355855,8.98355855,8.983558464,2.5762,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,491.7859398,2.408308101,2.43,1.244680851,5.47E-09,0.020918046
LiMnF3,9.276248,5.719131,10.28897418,3.7384,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,527.3267747,2.994656873,2.43,1.244680851,0.284769999,0.019508209
LiMnF3,10.186736,7.133177,7.88107071,3.5688,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,521.2157011,3.029768188,2.43,1.244680851,0.189472014,0.019736936
LiMnF3,10.224994,3.803119,6.945255123,3.515,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,269.7844975,2.92671144,2.43,1.244680851,0.459322963,0.03813118
LiMnF3,10.6665149,10.6665149,10.6665149,3.4454,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717268748,1.244680851,934.1590796,3.380928976,2.43,1.244680851,0,0.011012258
LiMnO3,5.021823,5.154043,7.076345,0,0.9,0.8775,1.26,0.98,1.55,3.44,0.61804922,-0.52,1.461112979,0.714657932,0.696428571,183.1548559,3.984725537,1.89,0.696428571,0.199959093,0.169372403
LiNO3,4.114484898,4.114484898,4.114484876,0,0.9,0.63,1.26,0.98,3.04,3.44,0.61804922,-0.07,1.461112979,0.80824409,0.5,49.39928036,2.317591665,0.4,0.5,3.09E-09,0.591880863
LiNO3,5.135315358,5.135315358,3.950154128,0,0.9,0.63,1.26,0.98,3.04,3.44,0.61804922,-0.07,1.461112979,0.80824409,0.5,92.27495521,2.481439523,0.4,0.5,0.144349239,0.31686267
