formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site,is_semiconductor,B_site_encoded
AcAlO3,3.85863387,3.85863387,3.85863387,4.1024,1.26,0.675,1.26,1.1,1.61,3.44,0.35,0.432835,1.461112979,0.921022335,0.535714286,57.45141324,8.728230082,1.83,0.535714286,0,0.605814008,-1.812140638,-0.030884619,1,Other,1,1
AcBO3,3.721668,3.721668,3.721668,0.8071,1.26,0.41,1.26,1.1,2.04,3.44,0.35,0.27972325,1.461112979,1.067172586,0.325396825,51.54812641,9.206878606,1.4,0.325396825,0,0.655801084,-1.935352655,-0.00023025,1,Other,1,1
AcCrO3,3.9442869,3.94430226,3.9442715,2.0031,1.26,0.94,1.26,1.1,1.66,3.44,0.35,0.67592827,1.461112979,0.810081008,0.746031746,61.36284504,8.848788047,1.78,0.746031746,3.90E-06,0.602901702,-1.735085537,-0.050059053,1,Other,1,1
AcFeO3,3.95356962,3.9535675,3.95358451,0.9888,1.26,0.8525,1.26,1.1,1.83,3.44,0.35,0.15323635,1.461112979,0.843634659,0.676587302,61.79731063,8.889999466,1.61,0.676587302,2.34E-06,0.584359203,-1.726736569,-0.052128593,1,Other,1,1
AcGaO3,3.94626209,3.94626209,3.94626209,2.8959,1.26,0.76,1.26,1.1,1.81,3.44,0.35,0.30116615,1.461112979,0.882266444,0.603174603,61.45507829,9.314495003,1.63,0.603174603,0,0.575304774,-1.733311878,-0.050496715,1,Other,1,1
AcScO3,4.125046,4.125046,4.125046,3.3847,1.26,0.885,1.26,1.1,1.36,3.44,0.35,0.17938023,1.461112979,0.830852316,0.702380952,70.19180131,7.569207409,2.08,0.702380952,0,0.518865425,-1.57248111,-0.09051039,1,Other,1,1
AgAsO3,6.389075483,6.389075483,6.389075851,0.2921,1.086666667,0.66,1.26,1.93,2.18,3.44,1.304473,0.8044863,1.461112979,0.864372152,0.523809524,119.2805516,6.425733028,1.26,0.523809524,3.32E-08,0.265900149,0.464198878,-0.597223357,1,Other,1,1
AgAsO3,7.778960826,7.778960826,5.158002727,0.7378,1.086666667,0.66,1.26,1.93,2.18,3.44,1.304473,0.8044863,1.461112979,0.864372152,0.523809524,304.7254522,5.030528133,1.26,0.523809524,0.219137341,0.104082925,1.298321925,-1.527120851,1,Other,1,1
AgAuO3,7.28592645,7.28592645,7.28592645,0.2423,1.086666667,1.07,1.26,1.93,2.54,3.44,1.304473,2.30861025,1.461112979,0.712272331,0.849206349,273.4886772,8.569172737,0.9,0.849206349,0,0.130330456,1.27098971,-0.797947903,0,Other,1,1
AgNO3,4.151836391,4.151836044,4.151836391,1.7204,1.086666667,0.63,1.26,1.93,3.04,3.44,1.304473,-0.07,1.461112979,0.878092344,0.5,66.94305711,4.213744204,0.4,0.5,4.82E-08,0.47144322,-1.548381086,-0.096506338,1,Other,1,1
AgNO3,6.201768483,6.201684965,6.201686928,1.8539,1.086666667,0.63,1.26,1.93,3.04,3.44,1.304473,-0.07,1.461112979,0.878092344,0.5,125.104504,4.509524595,0.4,0.5,7.69E-06,0.252267899,0.295657263,-0.555317284,1,Other,1,1
AgNO3,6.90205076,7.20285772,10.01382351,2.0089,1.086666667,0.63,1.26,1.93,3.04,3.44,1.304473,-0.07,1.461112979,0.878092344,0.5,497.8321247,4.532948436,0.4,0.5,0.213487587,0.063394564,1.530077864,0.007603626,1,Other,1,1
AgNO3,7.077779,7.419143,10.226522,2.0027,1.086666667,0.63,1.26,1.93,3.04,3.44,1.304473,-0.07,1.461112979,0.878092344,0.5,537.0054543,4.202280132,0.4,0.5,0.209659539,0.058770074,1.708899875,-0.0250298,1,Other,1,1
AgPO3,4.050258,5.872686,11.96470882,2.287,1.086666667,0.55,1.26,1.93,2.19,3.44,1.304473,0.74660911,1.461112979,0.916903056,0.436507937,264.7268376,4.687932528,1.25,0.436507937,0.568090962,0.117892716,0.285164822,1.703552099,1,Other,1,1
AgPO3,5.97752081,7.317044275,13.59925276,2.0232,1.086666667,0.55,1.26,1.93,2.19,3.44,1.304473,0.74660911,1.461112979,0.916903056,0.436507937,523.5448041,4.740841827,1.25,0.436507937,0.453920576,0.059611643,1.795366429,1.22729939,1,Other,1,1
AgPS3,6.780253846,6.780254284,6.619494314,1.3228,1.086666667,0.55,0.88,1.93,2.19,2.58,1.304473,0.74660911,2.07710426,0.972624735,0.625,222.4638175,3.508777848,0.39,0.625,0.013798019,0.065788359,0.790568293,-0.722729667,1,Other,1,1
AgSbO3,6.365893471,6.365892971,6.365893763,0.1333,1.086666667,0.83,1.26,1.93,2.05,3.44,1.304473,1.04740119,1.461112979,0.794064369,0.658730159,137.6369854,6.698918635,1.39,0.658730159,6.29E-08,0.239089455,0.443344564,-0.592034977,0,Other,1,1
AgSbO3,7.270079791,7.270079791,7.270079791,0.0946,1.086666667,0.83,1.26,1.93,2.05,3.44,1.304473,1.04740119,1.461112979,0.794064369,0.658730159,271.7080679,6.786835394,1.39,0.658730159,1.50E-16,0.121113635,1.256734343,-0.794401257,0,Other,1,1
AgSbO3,8.165706637,8.165706637,9.517102341,0.2875,1.086666667,0.83,1.26,1.93,2.05,3.44,1.304473,1.04740119,1.461112979,0.794064369,0.658730159,430.8249683,6.420372778,1.39,0.658730159,0.090553982,0.076382648,2.27701765,-0.675777637,0,Other,1,1
AgTeO3,5.461745684,6.91813729,7.39980156,1.1676,1.293333333,1.086666667,1.26,2.1,1.93,3.44,1.9708757,1.304473,1.461112979,0.769496593,0.862433862,274.1800335,6.867123404,1.51,0.862433862,0.153043969,0.144337176,0.471697775,-0.005078086,0,Other,1,1
AgTeO3,6.92440761,6.518629494,13.29551785,1.5732,1.293333333,1.086666667,1.26,2.1,1.93,3.44,1.9708757,1.304473,1.461112979,0.769496593,0.862433862,600.036388,6.275713149,1.51,0.862433862,0.426453763,0.065953286,1.80869811,0.807564225,0,Other,1,1
Al3BC,3.481176444,3.481176444,11.46837206,0.453,0.41,0.3,0.675,2.04,2.55,1.61,0.27972325,1.262122611,0.432835,0.787001777,0.444444444,120.3606472,2.863195326,0.94,0.444444444,0.750606862,0.035447973,-0.883375267,1.939427748,0,Other,1,1
AlAgO3,4.313100198,5.740123171,10.01382801,0.0622,1.086666667,0.675,1.26,1.93,1.61,3.44,1.304473,0.432835,1.461112979,0.857671592,0.535714286,247.9195772,4.898784497,1.83,0.535714286,0.443481925,0.128270247,0.025119644,1.141865949,1,Other,1,1
AlAgO3,4.727991,5.293314,9.496944,0.032,1.086666667,0.675,1.26,1.93,1.61,3.44,1.304473,0.432835,1.461112979,0.857671592,0.535714286,237.6775573,5.109883301,1.83,0.535714286,0.400477404,0.133797678,-0.065537135,0.872195909,1,Other,1,1
AlAgO3,6.049468028,6.049468028,10.846984,0.0481,1.086666667,0.675,1.26,1.93,1.61,3.44,1.304473,0.432835,1.461112979,0.857671592,0.535714286,343.774771,5.299274482,1.83,0.535714286,0.3621359,0.092504477,0.920511151,0.61151173,1,Other,1,1
AlBiO3,3.642762492,3.642762492,12.876102,0.6411,1.035,0.675,1.26,2.02,1.61,3.44,0.94236213,0.432835,1.461112979,0.838788198,0.535714286,147.9710356,6.373232459,1.83,0.535714286,0.793220367,0.209972864,-0.540135134,2.197486539,1,Other,1,1
AlBiO3,3.787194,3.787194,3.787194,1.586,1.035,0.675,1.26,2.02,1.61,3.44,0.94236213,0.432835,1.461112979,0.838788198,0.535714286,54.31911151,8.680681447,1.83,0.535714286,0,0.571988408,-1.876406652,-0.014895642,1,Other,1,1
AlBiO3,5.094505,7.207137,8.683036793,3.0001,1.035,0.675,1.26,2.02,1.61,3.44,0.94236213,0.432835,1.461112979,0.838788198,0.535714286,284.0844557,6.639249619,1.83,0.535714286,0.257853299,0.10936854,0.64401764,0.433914719,1,Other,1,1
AlBiO3,5.384863,5.395965,9.424568,0.948,1.035,0.675,1.26,2.02,1.61,3.44,0.94236213,0.432835,1.461112979,0.838788198,0.535714286,273.8452643,6.887493997,1.83,0.535714286,0.3458175,0.113457876,0.206378941,0.580776225,1,Other,1,1
AlBiO3,5.45999944,5.45999944,5.459999208,2.9779,1.035,0.675,1.26,2.02,1.61,3.44,0.94236213,0.432835,1.461112979,0.838788198,0.535714286,113.6752137,8.296037246,1.83,0.535714286,2.45E-08,0.273321695,-0.371581204,-0.389286737,1,Other,1,1
AlBiO3,6.323772693,6.323772693,11.833578,0.7618,1.035,0.675,1.26,2.02,1.61,3.44,0.94236213,0.432835,1.461112979,0.838788198,0.535714286,409.8256907,6.903328623,1.83,0.535714286,0.389821275,0.07581248,1.280377978,0.718296091,1,Other,1,1
AlCoO3,4.846808021,5.366148668,4.936906816,0.8939,0.768333333,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.741325517,0.535714286,93.40382959,4.761424852,1.83,0.535714286,0.054953581,0.303260003,-0.718484252,-0.256802737,0,Other,1,1
AlCoO3,4.859753715,5.325595422,4.964776402,0.3481,0.768333333,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.741325517,0.535714286,93.2390744,4.769838379,1.83,0.535714286,0.048384866,0.303795869,-0.72408301,-0.253495298,0,Other,1,1
AlCoO3,4.859754,4.877269817,5.186674642,0.0255,0.768333333,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.741325517,0.535714286,93.23909211,4.769837474,1.83,0.535714286,0.036968048,0.303795812,-0.853216222,-0.178635138,0,Other,1,1
AlCoO3,5.175649032,5.175649032,5.175648975,2.5603,0.768333333,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.741325517,0.535714286,88.0214769,5.052577293,1.83,0.535714286,6.29E-09,0.321803799,-0.627377654,-0.325646154,0,Other,1,1
AlCoO3,6.367889677,6.367889677,5.030233599,0.8272,0.768333333,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.741325517,0.535714286,199.7340156,4.453275665,1.83,0.535714286,0.130411269,0.141816834,0.232728609,-0.908311927,0,Other,1,1
AlCrO3,5.019513,5.052393,7.532182,1.8029,0.94,0.675,1.26,1.66,1.61,3.44,0.67592827,0.432835,1.461112979,0.804067118,0.535714286,191.0202959,4.415202888,1.83,0.535714286,0.245617765,0.1565533,-0.356783094,0.300909842,1,Other,1,1
AlCrO3,5.515928196,5.515928196,11.631256,1.1578,0.94,0.675,1.26,1.66,1.61,3.44,0.67592827,0.432835,1.461112979,0.804067118,0.535714286,306.4745698,4.127879334,1.83,0.535714286,0.467369983,0.097576963,0.649809073,1.042068143,1,Other,1,1
AlCuO3,5.287445213,5.287445213,5.287445411,0.1349,0.82,0.675,1.26,1.9,1.61,3.44,1.235784,0.432835,1.461112979,0.760208911,0.535714286,93.92117846,4.898307377,1.83,0.535714286,2.16E-08,0.305951021,-0.526807794,-0.350667227,0,Other,1,1
AlCuO3,6.781667,4.709123,6.232749403,0.35,0.82,0.675,1.26,1.9,1.61,3.44,1.235784,0.432835,1.461112979,0.760208911,0.535714286,198.4287606,4.636977018,1.83,0.535714286,0.181757069,0.14481409,-0.029653815,-0.710824057,0,Other,1,1
AlFeO3,4.868112,5.121179,7.339769,2.1089,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.772087175,0.535714286,182.9839124,4.748823794,1.83,0.535714286,0.235417973,0.158598211,-0.41876608,0.314076706,0,Other,1,1
AlFeO3,4.886171,4.935838,7.438778,1.3295,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.772087175,0.535714286,179.4036014,4.843594836,1.83,0.535714286,0.253688661,0.161763314,-0.464238614,0.33934149,0,Other,1,1
AlFeO3,4.963586851,4.963348703,9.494494209,2.1792,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.772087175,0.535714286,193.1252097,4.499455863,1.83,0.535714286,0.404088066,0.150269979,-0.098751071,0.791606843,0,Other,1,1
AlFeO3,4.974753428,4.999717351,7.945401365,0.6687,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.772087175,0.535714286,197.5586951,4.398481965,1.83,0.535714286,0.285930087,0.146897716,-0.327225926,0.419456295,0,Other,1,1
AlFeO3,4.982350367,5.00152093,7.943456491,1.3608,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.772087175,0.535714286,197.9087281,4.390702551,1.83,0.535714286,0.285166032,0.146637904,-0.324031059,0.415793476,0,Other,1,1
AlFeO3,5.044116,8.669206,9.376979,1.9962,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.772087175,0.535714286,410.0410451,4.238396949,1.83,0.535714286,0.301991851,0.070775649,1.271395871,0.545135005,0,Other,1,1
AlGaO3,4.889231,5.009529,7.448018,3.0761,0.76,0.675,1.26,1.81,1.61,3.44,0.30116615,0.432835,1.461112979,0.738279808,0.535714286,182.4224018,5.268750946,1.83,0.535714286,0.249702176,0.154939819,-0.43460913,0.336575991,0,Other,1,1
AlGaO3,4.995092,8.625028,9.159761,3.4264,0.76,0.675,1.26,1.81,1.61,3.44,0.30116615,0.432835,1.461112979,0.738279808,0.535714286,394.6282278,4.871107205,1.83,0.535714286,0.298413024,0.071623092,1.202363247,0.516152419,0,Other,1,1
AlGaO3,5.001676,8.601477,9.277844,3.5313,0.76,0.675,1.26,1.81,1.61,3.44,0.30116615,0.432835,1.461112979,0.738279808,0.535714286,399.149559,4.815930171,1.83,0.535714286,0.301378061,0.070811788,1.21494309,0.542514819,0,Other,1,1
AlInO3,3.283820397,3.283820397,12.023484,2.162,0.94,0.675,1.26,1.78,1.61,3.44,0.299,0.432835,1.461112979,0.804067118,0.535714286,112.2844765,5.613715616,1.83,0.535714286,0.814234833,0.266331185,-0.941425746,2.161261085,1,Other,1,1
AlInS3,6.771139126,6.770227804,17.96964451,2.0813,0.94,0.675,0.88,1.78,1.61,2.58,0.299,0.432835,2.07710426,0.827735507,0.767045455,713.3884529,3.323848829,0.97,0.767045455,0.615567977,0.018686903,2.585818397,1.961358984,1,Other,1,1
AlInSe3,7.074358422,7.068211916,18.84396187,1.6333,0.94,0.675,1.013333333,1.78,1.61,2.55,0.299,0.432835,2.020604712,0.818217487,0.666118421,815.5387503,4.62623389,0.94,0.666118421,0.618157621,0.021878971,2.947356593,2.028598063,1,Other,1,1
AlMoO3,5.194591,5.221372,8.205346,1.4177,0.775,0.675,1.26,2.16,1.61,3.44,0.747238,0.432835,1.461112979,0.743762084,0.535714286,222.5527134,5.10115377,1.83,0.535714286,0.278806555,0.127500274,-0.12242907,0.379632885,0,Other,1,1
AlMoO3,5.546971423,5.546971423,12.040976,0.7348,0.775,0.675,1.26,2.16,1.61,3.44,0.747238,0.432835,1.461112979,0.743762084,0.535714286,320.8516002,5.307479902,1.83,0.535714286,0.486189122,0.088438181,0.737866621,1.124528621,0,Other,1,1
AlRhO3,3.117126484,3.117126484,11.75262546,1.7659,0.745,0.675,1.26,2.28,1.61,3.44,1.142892,0.432835,1.461112979,0.732797532,0.535714286,98.8950114,5.973716649,1.83,0.535714286,0.831557462,0.2847237,-1.107921296,2.173974888,0,Other,1,1
AlSBr3,7.934782186,7.934782186,6.968014,0.1479,0.88,0.675,0.8825,2.58,1.61,2.96,2.07710426,0.432835,3.3635883,0.80029787,0.764872521,379.9353112,2.61149838,1.35,0.764872521,0.073321768,0.033636293,1.701171534,-1.171429305,1,Other,1,1
AlSbO3,3.753959,3.753959,3.753959,1.1346,0.83,0.675,1.26,2.05,1.61,3.44,1.04740119,0.432835,1.461112979,0.763863762,0.535714286,52.9015717,6.175506916,1.83,0.535714286,0,0.544800662,-1.906304256,-0.007457308,0,Other,1,1
AlSbO3,5.503217172,5.118104501,11.5303107,3.9107,0.83,0.675,1.26,2.05,1.61,3.44,1.04740119,0.432835,1.461112979,0.763863762,0.535714286,324.7624693,4.023790342,1.83,0.535714286,0.487017232,0.088744279,0.483169678,1.043380778,0,Other,1,1
AlSbO3,5.67946391,5.67946391,13.101949,1.2462,0.83,0.675,1.26,2.05,1.61,3.44,1.04740119,0.432835,1.461112979,0.763863762,0.535714286,366.0001212,5.35563793,1.83,0.535714286,0.525578923,0.07874536,1.004491655,1.314096274,0,Other,1,1
AlSiP3,5.89959,6.142514,9.906489,0.2886,0.675,0.54,0.55,1.61,1.9,2.19,0.432835,1.38952128,0.74660911,0.794804251,0.981818182,358.9944607,2.738096782,0.29,0.981818182,0.30706442,0.011249652,0.749201442,0.446211189,0,Other,1,1
AlSiTe3,6.88931547,6.88931598,7.41726321,1.2504,0.675,0.54,1.293333333,1.61,1.9,2.1,0.432835,1.38952128,1.9708757,0.759290215,0.417525773,304.8783184,4.769741105,0.2,0.417525773,0.043141933,0.095558059,0.998040807,-0.584530112,0,Other,1,1
AlTlO3,5.25126,5.360468,7.612391,1.2082,1.3325,0.675,1.26,1.62,1.61,3.44,0.32005319,0.432835,1.461112979,0.947520001,0.535714286,214.2828019,8.659458159,1.83,0.535714286,0.219400401,0.169570746,-0.144386918,0.209437992,1,Other,1,1
AlVO3,4.881115205,9.448927602,4.881240366,1.569,0.7775,0.675,1.26,1.63,1.61,3.44,0.527662,0.432835,1.461112979,0.744675796,0.535714286,186.1127753,4.493987814,1.83,0.535714286,0.411819174,0.152565895,0.782380211,-0.488619854,0,Other,1,1
AlVO3,5.036054,5.052761,7.862989,1.6792,0.7775,0.675,1.26,1.63,1.61,3.44,0.527662,0.432835,1.461112979,0.744675796,0.535714286,200.0814392,4.180240544,1.83,0.535714286,0.271949866,0.141914523,-0.297929035,0.372218762,0,Other,1,1
AlWN3,6.041277348,5.536363468,11.22075316,1.5971,0.766666667,0.675,0.63,2.36,1.61,3.04,0.81650082,0.432835,-0.07,0.756890139,1.071428571,337.3770937,4.977853286,1.43,1.071428571,0.414012422,0.018726896,0.788679539,0.728832854,0,Other,1,1
AlWO3,4.870761,5.936013,8.690316,0.8599,0.766666667,0.675,1.26,2.36,1.61,3.44,0.81650082,0.432835,1.461112979,0.740716375,0.535714286,251.2622428,6.841939836,1.83,0.535714286,0.30328189,0.112684294,0.095426181,0.591028205,0,Other,1,1
AlWO3,5.603850469,5.603850469,11.993558,0.5902,0.766666667,0.675,1.26,2.36,1.61,3.44,0.81650082,0.432835,1.461112979,0.740716375,0.535714286,326.1757905,7.905803552,1.83,0.535714286,0.477012826,0.086803832,0.772472228,1.087173234,0,Other,1,1
AsCF3,10.713548,10.713548,6.487277,3.3193,0.66,0.3,0.705,2.18,2.55,3.98,0.8044863,1.262122611,3.401189824,0.960543816,0.425531915,744.6103725,2.56775636,1.43,0.425531915,0.262234659,0.007682739,3.683309255,-2.562937362,1,Other,1,1
BMoN3,10.23183148,5.675402438,8.672908339,1.0201,0.775,0.41,0.63,2.16,2.04,3.04,0.747238,0.27972325,-0.07,0.955418344,0.650793651,309.5160734,3.192599606,1,0.650793651,0.282637304,0.017384219,2.003002994,-1.59699205,1,Other,1,1
BSbO3,3.520705,3.520705,3.520705,1.4054,0.83,0.41,1.26,2.05,2.04,3.44,1.04740119,0.27972325,1.461112979,0.885075676,0.325396825,43.64041894,6.870745471,1.4,0.325396825,0,0.63751124,-2.116135331,0.044747333,1,Other,1,1
BSbO3,4.84604,6.047189486,6.220887138,3.762,0.83,0.41,1.26,2.05,2.04,3.44,1.04740119,0.27972325,1.461112979,0.885075676,0.325396825,155.7272771,3.850863079,1.4,0.325396825,0.131239127,0.178653721,-0.265193432,0.012537446,1,Other,1,1
BSbO3,5.020640339,5.020640339,13.02491185,3.7211,0.83,0.41,1.26,2.05,2.04,3.44,1.04740119,0.27972325,1.461112979,0.885075676,0.325396825,313.2766235,3.828465813,1.4,0.325396825,0.60104436,0.088807321,0.504210128,1.598911654,1,Other,1,1
Ba3BiN,7.72798537,7.727984757,6.77933811,0.6466,1.035,0.63,1.49,2.02,3.04,0.89,0.94236213,-0.07,0.144626,0.842318059,0.422818792,350.6311547,6.014236453,2.15,0.422818792,0.073896197,0.134786922,1.518018134,-1.120867543,1,Other,1,1
Ba3SbAs,6.217785,6.217785,6.217785,0.1487,0.83,0.66,1.49,2.05,2.18,0.89,1.04740119,0.8044863,0.144626,0.763132792,0.44295302,240.3848551,4.204541194,1.29,0.44295302,0,0.187899813,0.310109002,-0.558886874,0,Other,1,1
Ba3SbN,7.62952326,7.629524376,6.73699565,0.4555,0.83,0.63,1.49,2.05,3.04,0.89,1.04740119,-0.07,0.144626,0.773931841,0.422818792,339.6188492,5.356336708,2.15,0.422818792,0.07028101,0.132535056,1.438355504,-1.085580551,0,Other,1,1
Ba3SbP,6.113177,6.113177,6.113177,0.2992,0.83,0.55,1.49,2.05,2.19,0.89,1.04740119,0.74660911,0.144626,0.804282109,0.369127517,228.4551283,4.1046613,1.3,0.369127517,0,0.195490989,0.21600554,-0.535474529,1,Other,1,1
BaBiO3,4.331788,6.284164336,7.579851987,0.1011,1.49,1.035,1.26,0.89,2.02,3.44,0.144626,0.94236213,1.461112979,0.847423678,0.821428571,194.2178691,6.742529469,1.42,0.821428571,0.269577298,0.224685593,-0.1549275,0.532263214,1,Other,1,1
BaCeO3,4.474193,4.474193,4.474193,2.299,1.49,1.08,1.26,0.89,1.12,3.44,0.144626,0.60016027,1.461112979,0.831127069,0.857142857,89.56619858,6.033613518,2.32,0.857142857,0,0.494276195,-1.25839479,-0.168653075,1,Other,1,1
BaCeO3,6.209312551,6.209312551,6.209312818,2.2279,1.49,1.08,1.26,0.89,1.12,3.44,0.144626,0.60016027,1.461112979,0.831127069,0.857142857,172.4445509,6.267612674,2.32,0.857142857,2.48E-08,0.256722753,0.302487383,-0.55699059,1,Other,1,1
BaCeO3,6.230307604,6.235577713,6.235577655,2.2112,1.49,1.08,1.26,0.89,1.12,3.44,0.144626,0.60016027,1.461112979,0.831127069,0.857142857,172.2671111,6.274068486,2.32,0.857142857,0.000488093,0.256987184,0.324143141,-0.560709385,1,Other,1,1
BaCeO3,6.25973589,6.24763379,8.81258554,2.2207,1.49,1.08,1.26,0.89,1.12,3.44,0.144626,0.60016027,1.461112979,0.831127069,0.857142857,344.6473317,6.272009405,2.32,0.857142857,0.207888954,0.128451422,0.748787641,0.035076504,1,Other,1,1
BaCoO3,5.726482658,5.722637803,9.707627869,1.1424,1.49,0.768333333,1.26,0.89,1.88,3.44,0.144626,0.66225547,1.461112979,0.958835172,0.60978836,275.3943445,5.891197337,1.56,0.60978836,0.326084038,0.148491432,0.498914893,0.49124094,1,Other,1,1
BaGeO3,4.64225534,5.75213457,12.94668869,3.5519,1.49,0.77,1.26,0.89,2.01,3.44,0.144626,1.232676413,1.461112979,0.958047951,0.611111111,345.7138411,4.956252732,1.43,0.611111111,0.579466283,0.118323557,0.618400342,1.698845134,1,Ge,1,0
BaGeO3,7.770673,9.18334896,9.377144299,1.4284,1.49,0.77,1.26,0.89,2.01,3.44,0.144626,1.232676413,1.461112979,0.958047951,0.611111111,567.9852833,4.525060473,1.43,0.611111111,0.099910803,0.072019633,2.48008587,-0.597938329,1,Ge,1,0
BaGeO3,9.103894219,8.584391753,9.003481188,2.2342,1.49,0.77,1.26,0.89,2.01,3.44,0.144626,1.232676413,1.461112979,0.958047951,0.611111111,580.7472411,4.425621979,1.43,0.611111111,0.030971404,0.070436997,2.699990619,-1.202500324,1,Ge,1,0
BaHfO3,4.170042393,4.169091207,4.170376634,3.5394,1.49,0.85,1.26,0.89,1.3,3.44,0.144626,0.17807,1.461112979,0.921723858,0.674603175,72.50319462,8.332451499,2.14,0.674603175,0.000159942,0.573301791,-1.532298827,-0.100454458,1,Other,1,1
BaHfS3,3.883518,8.803535,14.515039,0.8665,1.49,0.85,0.88,0.89,1.3,2.58,0.144626,0.17807,2.07710426,0.968841723,0.965909091,496.2501199,5.514654764,1.28,0.965909091,0.586793314,0.050362456,1.702290996,2.22714931,1,Other,1,1
BaHfS3,5.009601493,5.011652013,5.012407,0.8439,1.49,0.85,0.88,0.89,1.3,2.58,0.144626,0.17807,2.07710426,0.968841723,0.965909091,125.8433541,5.436616237,1.28,0.965909091,0.0002897,0.198599084,-0.775553725,-0.28792336,1,Other,1,1
BaHfS3,5.011663892,5.011663892,5.011664263,0.8329,1.49,0.85,0.88,0.89,1.3,2.58,0.144626,0.17807,2.07710426,0.968841723,0.965909091,125.8768336,5.435170256,1.28,0.965909091,4.27E-08,0.198546263,-0.774895649,-0.288944494,1,Other,1,1
BaHfS3,7.01916792,7.04466639,9.97598706,1.2524,1.49,0.85,0.88,0.89,1.3,2.58,0.144626,0.17807,2.07710426,0.968841723,0.965909091,493.2895788,5.547751677,1.28,0.965909091,0.21212396,0.050664713,1.509892383,-0.041396534,1,Other,1,1
BaMnO3,4.88190519,5.722083173,9.909149846,1.8948,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,276.8088065,5.765228492,1.89,0.696428571,0.393832122,0.151093655,0.21470644,0.884958043,1,Other,1,1
BaMnO3,5.66658882,5.666589081,9.25043075,0.7543,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,257.2383259,6.203842342,1.89,0.696428571,0.301569865,0.162588736,0.383355813,0.41064697,1,Other,1,1
BaMnO3,5.700109009,5.700109222,18.87427413,0.8359,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,531.0888446,6.009789265,1.89,0.696428571,0.753714476,0.078751521,1.936396326,2.667488115,1,Other,1,1
BaMnO3,7.737605495,7.737605495,7.737604856,0.8953,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,196.5810195,6.088581272,1.89,0.696428571,4.77E-08,0.212757338,1.677311899,-0.899038463,1,Other,1,1
BaMnO3,9.93015546,9.930141427,4.90105618,2.0901,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,418.5344477,5.719479103,1.89,0.696428571,0.351783818,0.099929778,2.851094002,-2.577158811,1,Other,1,1
BaNiO3,5.67658447,5.676584232,4.78201573,1.4692,1.49,0.74,1.26,0.89,1.91,3.44,0.144626,1.1571612,1.461112979,0.97241867,0.587301587,133.4491516,6.072761251,1.53,0.587301587,0.096028546,0.304918903,-0.318797486,-0.648974647,1,Other,1,1
BaNiO3,5.67753215,5.677530778,4.7833107,1.5157,1.49,0.74,1.26,0.89,1.91,3.44,0.144626,1.1571612,1.461112979,0.97241867,0.587301587,133.5298436,6.069091485,1.53,0.587301587,0.095972236,0.304734641,-0.317890239,-0.649104693,1,Other,1,1
BaPS3,7.83000695,6.805428907,11.99680662,3.1164,1.49,0.55,0.88,0.89,2.19,2.58,0.144626,0.74660911,2.07710426,1.172095232,0.625,533.9879165,3.290003629,0.39,0.625,0.309731817,0.04329095,2.046457074,0.115440548,0,Other,1,1
BaPSe3,7.109938964,8.00824586,10.44369604,2.1651,1.49,0.55,1.013333333,0.89,2.19,2.55,0.144626,0.74660911,2.020604712,1.132446476,0.542763158,594.5640042,4.526466315,0.36,0.542763158,0.202441722,0.046469298,1.97140129,-0.016456446,0,Other,1,1
BaPbO3,6.038435832,6.038435663,6.103859859,0.0273,1.49,1.1225,1.26,0.89,2.33,3.44,0.144626,0.3567212,1.461112979,0.816301087,0.890873016,159.0449295,8.196469151,1.11,0.890873016,0.006232856,0.282424693,0.159158623,-0.503299603,1,Pb,1,2
