formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag
LiMnF3,6.208448,6.208448,6.208448,3.5452,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,239.3035514208172,3.299497104898932,2.4299999999999997,1.2446808510638299,0.0,0.042988083723457964,0.30170960619942483,-0.5567971578919946,0
LiMnF3,6.24089,6.24089,6.24089,3.4382,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,243.074602220817,3.248308823262979,2.4299999999999997,1.2446808510638299,0.0,0.042321168109754566,0.33089384198719,-0.564058010725715,0
LiMnF3,6.410968118642457,6.410968118642457,6.479826,3.5585,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,253.7839876421476,3.111234016144397,2.4299999999999997,1.2446808510638299,0.006178987573602533,0.040535264653121295,0.4948272606794546,-0.5858654066419935,0
LiMnF3,6.41693580986377,6.41693580986377,3.242471,3.4804,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,127.30875709250624,3.101048950353377,2.4299999999999997,1.2446808510638299,0.3420140057712151,0.08080513343103286,-0.014824697130718073,-1.3529725213157602,0
LiMnF3,6.578328,6.763391672532502,8.92642598847988,3.7265,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,373.182076422699,3.173711004587487,2.4299999999999997,1.2446808510638299,0.17588375470293555,0.027566171458209915,1.0751607968564978,-0.09445226824868662,0
LiMnF3,6.672620233066242,6.672620233066242,5.929779908883381,3.484099999999999,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,262.5736035238223,3.007085878049365,2.4299999999999997,1.2446808510638299,0.06675153428441408,0.0391783521486599,0.6013119099600542,-0.8360735391058683,0
LiMnF3,6.7879360060128,6.7879360060128,5.571834124065432,3.6287,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,252.1597564876359,3.131274340137358,2.4299999999999997,1.2446808510638299,0.11000535686845352,0.0407963635716127,0.6298967661493757,-0.9736228030127645,0
LiMnF3,7.00626,7.999028797377841,16.639211673340778,3.3597,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,925.2028506676168,2.9869501708446182,2.4299999999999997,1.2446808510638299,0.5022961241752495,0.011118860146589237,2.9130407991620317,1.4892983750075588,0
LiMnF3,7.029579,8.007542144680913,12.27668264917327,3.5994,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,661.7984887208629,2.982710706362964,2.4299999999999997,1.2446808510638299,0.30646952436898595,0.015544310359007047,2.232143335229041,0.4492915351629643,0
LiMnF3,7.130119,7.274539050538735,7.966696266798238,3.707,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,400.6969412754181,2.955780143685831,2.4299999999999997,1.2446808510638299,0.059966380197442916,0.025673270854164154,1.3166203188233698,-0.5727926038709656,0
LiMnF3,7.134825189647817,7.134825189647817,6.176130779959327,3.7014,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,251.8440722930937,3.135199363303305,2.4299999999999997,1.2446808510638299,0.08121516187514673,0.04084750143265938,0.9828267729160064,-0.9904844361033303,0
LiMnF3,7.165301,7.242488,15.56412024927683,3.7196,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,803.4280426128704,2.948296548887614,2.4299999999999997,1.2446808510638299,0.4831456850495387,0.012804134979336012,2.5244589047162416,1.2082017430487995,0
LiMnF3,7.730819,8.57623786995376,8.643438136681722,3.2241,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,486.470476241664,3.246163595394753,2.4299999999999997,1.2446808510638299,0.061154649130908005,0.02114660931383746,2.1260810836407904,-0.7244130460037761,0
LiMnF3,7.825820578007267,7.825820578007267,7.825820578007267,3.5205,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,255.2273736483216,3.093639070991598,2.4299999999999997,1.2446808510638299,0.0,0.04030602578692706,1.756668692360236,-0.9187817539774848,0
LiMnF3,8.8594,8.8594,6.254912,3.2651,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,490.9415900625844,3.2166000643961112,2.4299999999999997,1.2446808510638299,0.18816883858884478,0.02095402245812485,2.272880796680736,-1.7650455290571905,0
LiMnF3,8.983558549602769,8.983558549602769,8.98355846449529,2.5762,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,491.78593982058464,2.408308100653744,2.4299999999999997,1.2446808510638299,5.469639391454622e-09,0.020918046391387148,2.798148795468928,-1.1778954240246402,0
LiMnF3,9.276248,5.719131,10.288974176736426,3.7384,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,527.3267746789631,2.994656873191074,2.4299999999999997,1.2446808510638299,0.28476999937025665,0.019508209326298237,1.9181174227275257,-0.8260200757233206,0
LiMnF3,10.186736,7.133177,7.881070709591749,3.5688,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,521.2157011473794,3.029768187592477,2.4299999999999997,1.2446808510638299,0.18947201447279843,0.019736936322434576,2.394854354421336,-1.8385289822326447,0
LiMnF3,10.224994,3.803118999999999,6.94525512267944,3.515,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,269.7844974731704,2.9267114400579723,2.4299999999999997,1.2446808510638299,0.45932296260875416,0.03813117951605786,1.0396690743093526,-1.90826884672741,0
LiMnF3,10.666514895061226,10.666514895061226,10.666514895061226,3.4454,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.7172687478632765,1.24468085106383,934.1590796201106,3.3809289759346512,2.4299999999999997,1.2446808510638299,0.0,0.011012258327545623,4.312105864848557,-1.554558320826453,0
LiMnO3,5.021823,5.154043,7.076345,0.0,0.9,0.8775,1.26,0.98,1.55,3.44,0.61804922,-0.52,1.461112979,0.7146579319586094,0.6964285714285714,183.1548558590623,3.9847255372421913,1.89,0.6964285714285714,0.19995909270116038,0.1693724028902892,-0.391035097039323,0.1872425083147014,0
LiNO3,4.114484898475628,4.114484898475628,4.114484876455011,0.0,0.9,0.63,1.26,0.98,3.04,3.44,0.61804922,-0.07,1.461112979,0.808244089715094,0.5,49.39928035651954,2.317591665417597,0.3999999999999999,0.5,3.089963793608889e-09,0.5918808625688017,-1.5819816890107283,-0.08814671245904857,1
LiNO3,5.135315358091458,5.135315358091458,3.9501541275511007,0.0,0.9,0.63,1.26,0.98,3.04,3.44,0.61804922,-0.07,1.461112979,0.808244089715094,0.5,92.27495520536064,2.481439523370168,0.3999999999999999,0.5,0.14434923873848218,0.3168626698612178,-0.8518576537653434,-0.5964440196427802,1
LiNO3,5.6282986995685285,5.628299004691612,5.628298959259521,2.9369,0.9,0.63,1.26,0.98,3.04,3.44,0.61804922,-0.07,1.461112979,0.808244089715094,0.5,92.80084348909156,2.467377582518515,0.3999999999999999,0.5,2.9249084493161203e-08,0.31506705724212236,-0.2201820468700898,-0.4269537393264816,1
LiNbO3,5.153943290372108,5.5315293056284185,17.212470286130525,3.3358,0.9,0.82,1.26,0.98,1.6,3.44,0.61804922,0.917407,1.461112979,0.7344141007507345,0.6507936507936507,429.06236195769645,4.577485851594526,1.8399999999999999,0.6507936507936507,0.7372150172352752,0.0710867739174906,1.4063529608567087,2.507392246686643,0
LiNbO3,5.231451,5.581548101981744,17.45918489416038,3.0381,0.9,0.82,1.26,0.98,1.6,3.44,0.61804922,0.917407,1.461112979,0.7344141007507345,0.6507936507936507,445.40877225707146,4.409493062654657,1.8399999999999999,0.6507936507936507,0.7386223691489723,0.06847790394075932,1.4928682942088722,2.5313738228763554,0
LiNbO3,5.275352384000523,5.275352384000523,10.045351515093188,3.4233,0.9,0.82,1.26,0.98,1.6,3.44,0.61804922,0.917407,1.461112979,0.7344141007507345,0.6507936507936507,252.98420898728443,3.8817183475111694,1.8399999999999999,0.6507936507936507,0.40113897211931077,0.1205634898837671,0.21976122332474252,0.7782698418124206,0
LiNbO3,5.302477,5.56891,15.149082,2.8678,0.9,0.82,1.26,0.98,1.6,3.44,0.61804922,0.917407,1.461112979,0.7344141007507345,0.6507936507936507,447.33750279178,4.390481189383467,1.8399999999999999,0.6507936507936507,0.6467534649368799,0.06818265611678052,1.1479791312233125,1.9574690147441882,0
LiNbO3,5.505402267547758,5.505402267547758,5.14699596795218,3.4857,0.9,0.82,1.26,0.98,1.6,3.44,0.61804922,0.917407,1.461112979,0.7344141007507345,0.6507936507936507,125.0137888789659,3.9276205227540713,1.8399999999999999,0.6507936507936507,0.03841970449723046,0.24397835946337879,-0.3876503971800871,-0.48407057011474763,0
LiNbO3,5.543736002967854,5.543736002967854,5.543735554117368,2.275,0.9,0.82,1.26,0.98,1.6,3.44,0.61804922,0.917407,1.461112979,0.7344141007507345,0.6507936507936507,111.44215867790756,4.405933343837936,1.8399999999999999,0.6507936507936507,4.674536379335733e-08,0.27369049094916514,-0.2962533419738974,-0.4080278912265635,0
LiNbO3,5.726535083561874,5.726535083561874,5.726535643627218,3.684,0.9,0.82,1.26,0.98,1.6,3.44,0.61804922,0.917407,1.461112979,0.7344141007507345,0.6507936507936507,117.21291827347063,4.189015426462623,1.8399999999999999,0.6507936507936507,5.646588417764483e-08,0.2602158496713638,-0.1318104387197759,-0.4489399649042947,0
LiNbO3,6.186678614162385,8.26576876,9.509339252859911,3.1296,0.9,0.82,1.26,0.98,1.6,3.44,0.61804922,0.917407,1.461112979,0.7344141007507345,0.6507936507936507,486.2850493830286,4.038838730092427,1.8399999999999999,0.6507936507936507,0.2101780763398626,0.06272177020389343,1.5720010506205446,0.12838198222575672,0
LiNdO3,3.772144,3.772144,3.772144,0.0,1.2765,0.9,1.26,1.14,0.98,3.44,0.0974933,0.61804922,1.461112979,0.8304848341977056,0.7142857142857143,53.67410237173956,6.162155477543917,2.46,0.7142857142857143,1.441874918359976e-16,0.6875524439842934,-1.8899453591749176,-0.011527297766109857,1
LiNiF3,5.448149592879473,5.448149008596082,5.448149358292415,5.245,0.9,0.74,0.705,0.98,1.91,3.98,0.61804922,1.1571612,3.401189824,0.7855209643554568,1.049645390070922,101.62203983838734,4.007619956980738,2.0700000000000003,1.049645390070922,5.396794495767984e-08,0.09008199053853225,-0.3822413259424783,-0.3866345909447499,0
LiNiO3,3.7751449999999993,3.7751449999999993,3.7751449999999993,0.0,0.9,0.74,1.26,0.98,1.91,3.44,0.61804922,1.1571612,1.461112979,0.7637906647807639,0.5873015873015873,53.80230863498618,3.507124068215731,1.53,0.5873015873015873,1.4407287195702612e-16,0.5555243506013292,-1.8872457139126322,-0.01219895239140987,0
LiOsO3,5.2876307205438575,5.287630719515281,5.287631153988858,0.0,0.9,0.673,1.26,0.98,2.2,3.44,0.61804922,1.07766124,1.461112979,0.7902645264156895,0.5341269841269841,99.41236306148032,8.190390450235949,1.2399999999999998,0.5341269841269841,4.7383610265823394e-08,0.29642114384822765,-0.5266408771368758,-0.3507086900217622,0
LiOsO3,5.319329869196907,5.31932987488757,5.319329713871902,0.0,0.9,0.673,1.26,0.98,2.2,3.44,0.61804922,1.07766124,1.461112979,0.7902645264156895,0.5341269841269841,98.51533001061097,8.26496819293442,1.2399999999999998,0.5341269841269841,1.7175848500146802e-08,0.2991202117291322,-0.498124988000072,-0.3578034244432245,0
LiPaO3,4.31820142,4.31820142,4.31820142,3.1954,1.04,0.9,1.26,1.5,0.98,3.44,0.55,0.61804922,1.461112979,0.753051495625753,0.7142857142857143,80.52091246018041,5.89750883224152,2.46,0.7142857142857143,0.0,0.40862569167415697,-1.3987219913511553,-0.13374055728713086,0
LiPmO3,3.746129,3.746129,3.746129,0.0,1.11,0.9,1.26,1.13,0.98,3.44,0.129,0.61804922,1.461112979,0.775970454188276,0.7142857142857143,52.5712357067057,6.31537090733444,2.46,0.7142857142857143,0.0,0.6452162123249122,-1.9133479821333883,-0.005704873548452589,0
LiPrO3,3.790912,3.790912,3.790912,0.0,1.06,0.9,1.26,1.13,0.98,3.44,0.1092346,0.61804922,1.461112979,0.7595997695007597,0.7142857142857143,54.47924863528783,5.969453574381734,2.46,0.7142857142857143,0.0,0.6090394274713035,-1.8730620061983818,-0.015727768944929294,0
LiReO3,5.426872181193602,5.426872181193602,5.42687205841247,0.0,0.9,0.7125,1.26,0.98,1.9,3.44,0.61804922,0.06039664,1.461112979,0.7744392038334741,0.5654761904761905,103.97122513168792,7.702759784833865,1.54,0.5654761904761905,1.3062352997812713e-08,0.28571559961907567,-0.40138186826516203,-0.381872490538859,0
LiRuO3,3.834755,3.834755,3.834755,0.0,0.9,0.6609999999999999,1.26,0.98,2.2,3.44,0.61804922,1.046272,1.461112979,0.7952011085692493,0.5246031746031745,56.39139875519791,4.593951862652347,1.2399999999999998,0.5246031746031745,0.0,0.5213709453943428,-1.8336216372432321,-0.025540282686030133,0
LiSbO3,4.87993988,5.19125198,8.50669695,2.1379,0.9,0.8300000000000001,1.26,0.98,2.05,3.44,0.61804922,1.04740119,1.461112979,0.7309001576849415,0.6587301587301588,215.50013311485165,5.4462318959327884,1.3900000000000001,0.6587301587301588,0.32459183491322524,0.14193118856164136,-0.20334852263112677,0.5812377791571273,0
LiSbO3,5.34075079274284,5.34075079274284,5.058470150467646,2.9459,0.9,0.8300000000000001,1.26,0.98,2.05,3.44,0.61804922,1.04740119,1.461112979,0.7309001576849415,0.6587301587301588,116.96062373991856,5.017345415144604,1.3900000000000001,0.6587301587301588,0.031062597990376785,0.2615084380551553,-0.5236795802922709,-0.4292460713467196,0
LiSbO3,6.020704,6.020704,6.020704,1.4496,0.9,0.8300000000000001,1.26,0.98,2.05,3.44,0.61804922,1.04740119,1.461112979,0.7309001576849415,0.6587301587301588,218.24375667597388,5.377765286043913,1.3900000000000001,0.6587301587301588,1.8067521080731003e-16,0.14014691872076818,0.1328185031928872,-0.5147781222464126,0
LiSbO3,6.622148019328278,5.234383648656895,9.702363772289358,2.8255999999999992,0.9,0.8300000000000001,1.26,0.98,2.05,3.44,0.61804922,1.04740119,1.461112979,0.7309001576849415,0.6587301587301588,115.39919354575606,5.08523353797315,1.3900000000000001,0.6587301587301588,0.3182153553550211,0.265046826484583,0.6541911139575072,0.14742325884211308,0
LiScI3,7.485670533171094,7.485670533171094,6.70449,0.0,0.9,0.885,1.2733333333333334,0.98,1.36,2.66,0.61804922,0.17938023,3.059046537,0.7121285763435693,0.6950261780104712,325.3552175004337,4.41588947498251,1.3,0.6950261780104712,0.06242179915477661,0.09804994333623393,1.3266290408837145,-1.0270949428510063,0
LiSeO3,5.417166,5.436661,11.534035,0.5306000000000001,1.0133333333333334,0.9,1.26,2.55,0.98,3.44,2.020604712,0.61804922,1.461112979,0.744320463792411,0.7142857142857143,339.6922687408509,2.618191499154925,2.46,0.7142857142857143,0.47248304221418513,0.0958210798479937,0.5683565663563643,1.0635590018967673,0
LiSi3Pd,7.201335586829084,7.201335586829084,7.201335586829084,0.0,0.9,0.84625,0.54,0.98,2.2,1.9,0.61804922,0.5621412,1.38952128,0.7346348443938817,1.567129629629629,79.22672695343037,4.141930275457595,0.30000000000000027,1.5671296296296293,0.0,0.0955602117300089,1.1948933015562078,-0.779015598444168,0
LiSiO3,3.508652,3.508652,3.508652,0.0,0.9,0.54,1.26,0.98,1.9,3.44,0.61804922,1.38952128,1.461112979,0.8486562942008488,0.4285714285714286,43.19374764725567,3.19179893739793,1.54,0.4285714285714286,0.0,0.6679364369995374,-2.1269779914475797,0.04744491833840319,1
LiSmO3,3.734836,3.734836,3.734836,0.0,1.229,0.9,1.26,1.17,0.98,3.44,0.162,0.61804922,1.461112979,0.8149326837445648,0.7142857142857143,52.09722716566528,6.543675364096959,2.46,0.7142857142857143,0.0,0.6903799194790441,-1.9235069604562787,-0.0031773841504131577,1
LiSnCl3,5.071729818916347,5.078612021443952,5.088723776934295,0.0003,0.9,0.83,0.7799999999999999,0.98,1.96,3.16,0.61804922,1.1120702,3.61272528,0.7379619949572598,1.064102564102564,130.6821218175454,2.9480824422162133,1.2000000000000002,1.064102564102564,0.0016827747650107522,0.0873273252161617,-0.7156397286195227,-0.29872047117136186,0
LiSnCl3,6.970808160355735,6.970807983328179,7.2377009289709635,3.4801,0.9,0.83,0.7799999999999999,0.98,1.96,3.16,0.61804922,1.1120702,3.61272528,0.7379619949572598,1.064102564102564,253.14696632577648,3.043778674764525,1.2000000000000002,1.064102564102564,0.021826576708726265,0.04508100696420164,1.0298959247188129,-0.6644059085590588,0
LiTaO3,4.749778,5.117239,8.834571,2.4709,0.9,0.82,1.26,0.98,1.5,3.44,0.61804922,0.32885923,1.461112979,0.7344141007507345,0.6507936507936507,214.7308672182759,7.296570199160666,1.94,0.6507936507936507,0.36249771929633023,0.14204133535206695,-0.22712055786695437,0.715700886954736,0
LiTaO3,4.927793,6.414382,8.548385,3.471899999999999,0.9,0.82,1.26,0.98,1.5,3.44,0.61804922,0.32885923,1.461112979,0.7344141007507345,0.6507936507936507,270.2037363208662,5.798583202136881,1.94,0.6507936507936507,0.2744896588468001,0.11288022710674821,0.26961161303942566,0.5101713288207607,0
LiTaO3,5.081659415585031,5.081659415585031,5.682455,3.7436,0.9,0.82,1.26,0.98,1.5,3.44,0.61804922,0.32885923,1.461112979,0.7344141007507345,0.6507936507936507,145.72326093272562,5.375939422972849,1.94,0.6507936507936507,0.06567104189779557,0.20930535678221046,-0.6165262307728026,-0.16275820128884444,0
LiTaO3,5.444507,5.444507,3.9426229999999993,2.5608,0.9,0.82,1.26,0.98,1.5,3.44,0.61804922,0.32885923,1.461112979,0.7344141007507345,0.6507936507936507,116.86981919174188,6.703179903163183,1.94,0.6507936507936507,0.17539125283842752,0.26097977503456676,-0.6240081462100148,-0.7404247766011307,0
LiTaO3,5.476847656817975,5.476847758619139,5.476847362093205,3.7003,0.9,0.82,1.26,0.98,1.5,3.44,0.61804922,0.32885923,1.461112979,0.7344141007507345,0.6507936507936507,105.12489484369374,7.452082824503236,1.94,0.6507936507936507,3.760127858381979e-08,0.29013735677302294,-0.356424825256523,-0.3930575610145332,0
LiTcO3,3.853850999999999,3.853850999999999,3.853850999999999,0.0,0.9,0.7416666666666667,1.26,0.98,1.9,3.44,0.61804922,0.552,1.461112979,0.7631547025286566,0.5886243386243386,57.23804068843266,4.436935879705508,1.54,0.5886243386243386,0.0,0.522379644088546,-1.8164432214056414,-0.02981416363395917,0
LiTeO3,5.178121,5.341448,8.960911,2.1534,1.2933333333333332,0.9,1.26,2.1,0.98,3.44,1.9708757,0.61804922,1.461112979,0.8359962980425026,0.7142857142857143,247.8468270134616,4.891948409239831,2.46,0.7142857142857143,0.3293152332799477,0.15030658442996722,0.0354111971186673,0.5587587642412696,1
LiTiCl3,5.05918,5.05918,4.860325,0.0,0.9,0.8516666666666667,0.7799999999999999,0.98,1.54,3.16,0.61804922,0.075545,3.61272528,0.7281627039108406,1.091880341880342,124.4014875171025,2.151293405634958,1.62,1.091880341880342,0.022994472701649653,0.09328366627929856,-0.7637280705534861,-0.34653025005864935,0
LiTiCl3,7.443274487780295,7.443274487780295,12.345259958712088,0.0177,0.9,0.8516666666666667,0.7799999999999999,0.98,1.54,3.16,0.61804922,0.075545,3.61272528,0.7281627039108406,1.091880341880342,537.6464541027924,1.991078692731824,1.62,1.091880341880342,0.3117856736624127,0.02158412234961942,2.190943341368051,0.3242295174737942,0
LiTmO3,3.641522,3.641522,3.641522,0.0,1.095,0.9,1.26,1.25,0.98,3.44,1.02922,0.61804922,1.461112979,0.771059248782021,0.7142857142857143,48.28906697313098,7.698441212061701,2.46,0.7142857142857143,0.0,0.6976877920223999,-2.0074505452629943,0.017707247540782498,0
LiUO3,4.276264,4.276264,4.276264,0.4172,0.99125,0.9,1.26,1.38,0.98,3.44,0.314979,0.61804922,1.461112979,0.7370900780554245,0.7142857142857143,78.1976185374707,6.221225160327004,2.46,0.7142857142857143,0.0,0.41268376985667143,-1.4364481350417577,-0.12435453192353077,0
LiUO3,5.885927779770057,5.885927427818189,5.885927843912936,0.4431,0.99125,0.9,1.26,1.38,0.98,3.44,0.314979,0.61804922,1.461112979,0.7370900780554245,0.7142857142857143,126.88718923279944,7.667992251454383,2.46,0.7142857142857143,3.80608711080644e-08,0.2543273927571212,0.01157613695402219,-0.48461378699805485,0
LiVF3,5.005388,8.828678,10.675674,2.0934,0.9,0.7775000000000001,0.705,0.98,1.63,3.98,0.61804922,0.527662,3.401189824,0.7656511254594504,1.1028368794326242,471.7682711459684,3.234790236468577,2.35,1.1028368794326242,0.3539785487818433,0.0199794356698725,1.5215976834420857,0.8596446842968779,0
LiVF3,5.011178,5.372419,8.908797,2.716,0.9,0.7775000000000001,0.705,0.98,1.63,3.98,0.61804922,0.527662,3.401189824,0.7656511254594504,1.1028368794326242,239.84395044135243,3.181383967722379,2.35,1.1028368794326242,0.33488809611818693,0.03929915183227706,-0.023972406867651255,0.6133154982764883,0
LiVF3,5.3667110000000005,5.455766,7.834296,2.6241,0.9,0.7775000000000001,0.705,0.98,1.63,3.98,0.61804922,0.527662,3.401189824,0.7656511254594504,1.1028368794326242,229.3844217614181,3.326449515751989,2.35,1.1028368794326242,0.225064863633434,0.04109112446289592,-0.0310137124309195,0.20974341497168925,0
LiVF3,5.536337432639017,5.536337432639017,5.536336008157225,2.654699999999999,0.9,0.7775000000000001,0.705,0.98,1.63,3.98,0.61804922,0.527662,3.401189824,0.7656511254594504,1.1028368794326242,107.34272053522622,3.55420327938734,2.35,1.1028368794326242,1.4855037769182428e-07,0.08780906406554753,-0.3029091168036992,-0.40637224554471957,0
LiVF3,5.619684,3.269829,6.7036502868852725,2.4089,0.9,0.7775000000000001,0.705,0.98,1.63,3.98,0.61804922,0.527662,3.401189824,0.7656511254594504,1.1028368794326242,119.44021064285688,3.194216146231122,2.35,1.1028368794326242,0.3377190411906868,0.07891533155975344,-0.9173308408611941,-0.051326994757174844,0
LiVF3,5.677266128404058,5.677266128404058,5.677266101460631,2.5457,0.9,0.7775000000000001,0.705,0.98,1.63,3.98,0.61804922,0.527662,3.401189824,0.7656511254594504,1.1028368794326242,118.24506596419596,3.22650121790436,2.35,1.1028368794326242,2.740015093551739e-09,0.07971295671061564,-0.17613199190315246,-0.4379132052621531,0
LiVF3,5.724257,9.399066,19.276746,2.5628,0.9,0.7775000000000001,0.705,0.98,1.63,3.98,0.61804922,0.527662,3.401189824,0.7656511254594504,1.1028368794326242,1037.140391065542,2.942844402792522,2.35,1.1028368794326242,0.6112345224748069,0.009088127225248708,3.3654887209602173,2.567239789166014,0
LiVF3,5.857937894523123,5.857937894523123,5.891491,1.976,0.9,0.7775000000000001,0.705,0.98,1.63,3.98,0.61804922,0.527662,3.401189824,0.7656511254594504,1.1028368794326242,175.08356519984343,2.179061460789815,2.35,1.1028368794326242,0.003300645924740074,0.05383522898730801,-0.008274904249684682,-0.47042726984956573,0
LiVF3,6.166429,6.166429,6.166429,2.8112,0.9,0.7775000000000001,0.705,0.98,1.63,3.98,0.61804922,0.527662,3.401189824,0.7656511254594504,1.1028368794326242,234.47751686904127,3.254195578655349,2.35,1.1028368794326242,0.0,0.04019858257758759,0.2639100746179538,-0.5473928740864312,0
LiVF3,6.175803,6.175803,6.175803,2.7453000000000003,0.9,0.7775000000000001,0.705,0.98,1.63,3.98,0.61804922,0.527662,3.401189824,0.7656511254594504,1.1028368794326242,235.5484779962295,3.23939982622827,2.35,1.1028368794326242,1.7613773697257098e-16,0.04001581290030124,0.27234275528728713,-0.5494908715731243,0
LiVF3,7.220862335724868,7.220862335724868,5.865045329494819,2.4587,0.9,0.7775000000000001,0.705,0.98,1.63,3.98,0.61804922,0.527662,3.401189824,0.7656511254594504,1.1028368794326242,252.65339511939445,3.020088838817058,2.35,1.1028368794326242,0.11564340072040712,0.037306697659826145,0.9971635214432486,-1.1035038939704813,0
LiVF3,7.256616561271238,7.256616561271238,5.782209708067669,2.489,0.9,0.7775000000000001,0.705,0.98,1.63,3.98,0.61804922,0.527662,3.401189824,0.7656511254594504,1.1028368794326242,271.50698533318666,2.810372255258703,2.35,1.1028368794326242,0.1258286208431331,0.034716100629532246,1.0104960118371027,-1.1395059606318116,0
LiVO3,4.950276238632042,4.950276238632042,5.366326911573315,2.002999999999999,0.9,0.7775000000000001,1.26,0.98,1.63,3.44,0.61804922,0.527662,1.461112979,0.7497331678829583,0.6170634920634921,107.92854975417988,3.258063582794419,1.81,0.6170634920634921,0.04720158492798471,0.2794426574545429,-0.7640525528072224,-0.1769728802885386,0
LiVO3,5.106291119772354,5.106291119772354,4.978615320478677,0.000199999999999,0.9,0.7775000000000001,1.26,0.98,1.63,3.44,0.61804922,0.527662,1.461112979,0.7497331678829583,0.6170634920634921,104.89827015989523,3.35218185163503,1.81,0.6170634920634921,0.01455717828695498,0.28751513931116857,-0.7100449258096149,-0.3402682885931072,0
LiVO3,5.68874566951318,7.464220390082931,7.464221040600787,2.7113,0.9,0.7775000000000001,1.26,0.98,1.63,3.44,0.61804922,0.527662,1.461112979,0.7497331678829583,0.6170634920634921,272.33946013428664,2.582351285594247,1.81,0.6170634920634921,0.14915773776514546,0.11074355785111528,0.7670713509618653,-0.11026076697784166,0
LiVO3,6.595424622094472,6.595424622094472,6.068163021702861,2.0933,0.9,0.7775000000000001,1.26,0.98,1.63,3.44,0.61804922,0.527662,1.461112979,0.7497331678829583,0.6170634920634921,109.48133773155732,3.211854045482234,1.81,0.6170634920634921,0.047419040403007935,0.275479286090505,0.5661007573240056,-0.7678967032004331,0
LiVO3,6.607989539160172,6.607989539160172,5.8346504079170725,3.0342,0.9,0.7775000000000001,1.26,0.98,1.63,3.44,0.61804922,0.527662,1.461112979,0.7497331678829583,0.6170634920634921,231.8214352176776,3.033697700712837,1.81,0.6170634920634921,0.07031067754280149,0.1300994480092108,0.5383282784984073,-0.8288095105419325,0
LiVO3,7.648511806018475,7.648511806018475,5.797598280676663,2.8357,0.9,0.7775000000000001,1.26,0.98,1.63,3.44,0.61804922,0.527662,1.461112979,0.7497331678829583,0.6170634920634921,293.78309915898933,2.393861855937532,1.81,0.6170634920634921,0.15197600045231432,0.10266023077862962,1.3032508542769814,-1.3161120367284915,0
LiVS3,5.807585,6.486580233996724,6.670328992956344,0.039899999999999,0.9,0.7775000000000001,0.88,0.98,1.63,2.58,0.61804922,0.527662,2.07710426,0.7594812487066417,0.8835227272727274,207.54724512131145,2.465479200984007,0.9500000000000002,0.8835227272727274,0.07188892385085124,0.0654598150981049,0.3270388908758522,-0.2974088199415594,0
LiYO3,3.687005,3.687005,3.687005,0.0,1.04,0.9,1.26,1.22,0.98,3.44,0.3112922,0.61804922,1.461112979,0.753051495625753,0.7142857142857143,50.121167612811526,4.765657634060684,2.46,0.7142857142857143,1.4751701779742832e-16,0.6564674191641361,-1.9665348620025638,0.007527684954132657,0
