formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site,is_semiconductor,B_site_encoded,True_Structural_Tag
KZnBr3,5.4,5.4,5.4,2.175,1.64,0.74,1.96,0.82,1.65,2.96,0.5,-0.6,3.36,0.9428090415820632,0.3775510204081632,157.46400000000003,3.6287139536656,1.31,0.3775510204081632,1.6447748512965279e-16,0.7290101691381212,2.17418,0.3996374209699471,Stable_Cubic,Zn,1,8,Stable_Cubic
KZnCl3,5.1,5.1,5.1,2.209,1.64,0.74,1.81,0.82,1.65,3.16,0.5,-0.6,3.61,0.9566738804288584,0.4088397790055249,132.65099999999998,2.636314268267861,1.5100000000000002,0.4088397790055249,0.0,0.713822288532815,2.0876299999999994,0.3873187097062968,Stable_Cubic,Zn,1,8,Stable_Cubic
KZnF3,4.140000000000001,4.140000000000001,4.140000000000001,1.978,1.64,0.74,1.33,0.82,1.65,3.98,0.5,-0.6,3.4,1.01454451213722,0.556390977443609,70.95794400000003,3.77002177515177,2.33,0.556390977443609,0.0,0.7009507745328665,1.81067,0.323914549028383,Stable_Cubic,Zn,1,8,Stable_Cubic
KMgI3,5.84,5.84,5.84,2.026,1.64,0.72,2.2,0.82,1.31,2.66,0.5,-0.4,3.06,0.929893849231624,0.3272727272727272,199.176704,3.702470214588952,1.35,0.3272727272727272,0.0,0.7724130774305509,2.36912,0.4260531332249401,Stable_Cubic,Mg,0,3,Stable_Cubic
KMgBr3,5.359999999999999,5.359999999999999,5.359999999999999,1.97,1.64,0.72,1.96,0.82,1.31,2.96,0.5,-0.4,3.36,0.9498449299520788,0.3673469387755102,153.99065599999994,3.268442950200824,1.65,0.3673469387755102,0.0,0.7445835967967883,2.23064,0.4118260797618339,Stable_Cubic,Mg,0,3,Stable_Cubic
KMgCl3,5.0600000000000005,5.0600000000000005,5.0600000000000005,2.03,1.64,0.72,1.81,0.82,1.31,3.16,0.5,-0.4,3.61,0.9642365197998374,0.3977900552486187,129.55421600000005,2.1738202946633547,1.85,0.3977900552486187,0.0,0.7298511971279898,2.14409,0.4004776504377115,Stable_Cubic,Mg,0,3,Stable_Cubic
KMgF3,4.305,4.305,10.045,2.298,1.64,0.72,1.33,0.82,1.31,3.98,0.5,-0.4,3.4,1.0244425073775834,0.5413533834586466,186.164236125,1.0712629780625111,2.67,0.5413533834586466,0.4351426345763369,0.2664533536783342,1.86713,0.3415440106106883,Unstable_Hexagonal,Mg,0,3,Unstable_Hexagonal
KCaI3,8.960457131195932,8.960457131195932,12.864,1.778,1.64,1.0,2.2,0.82,1.0,2.66,0.5,0.02,3.06,0.8485281374238568,0.4545454545454545,1032.8478842880004,0.7392340184986044,1.66,0.4545454545454545,0.1793230027965838,0.1514957099761201,2.59268,0.2785457567950304,Metastable,Ca,0,0,Metastable
KCaBr3,8.288422846356235,8.288422846356235,11.8992,1.797,1.64,1.0,1.96,0.82,1.0,2.96,0.5,0.02,3.36,0.8599947338755306,0.5102040816326531,817.450685669376,0.647598884288063,1.96,0.5102040816326531,0.1793230027965839,0.143475626373679,2.4541999999999997,0.2473019911357144,Metastable,Ca,0,0,Metastable
KCaCl3,7.868401418331427,7.868401418331427,11.2962,1.814,1.64,1.0,1.81,0.82,1.0,3.16,0.5,0.02,3.61,0.8681560124888217,0.5524861878453039,699.3674073286561,0.4399662591874292,2.16,0.5524861878453039,0.1793230027965839,0.1389550488922627,2.36765,0.2231785660229669,Metastable,Ca,0,0,Metastable
KCaF3,4.66,4.66,4.66,1.896,1.64,1.0,1.33,0.82,1.0,3.98,0.5,0.02,3.4,0.9013335365339252,0.7518796992481203,101.194696,2.228390823961761,2.98,0.7518796992481203,0.0,0.5161280161254875,2.0906899999999995,0.1056638629610641,Stable_Cubic,Ca,0,0,Stable_Cubic
KMnI3,5.74,5.74,5.74,2.108,1.64,0.67,2.2,0.82,1.55,2.66,0.5,-0.5,3.06,0.9460940905074364,0.3045454545454545,189.119224,4.168049769493555,1.11,0.3045454545454545,1.5473491632406364e-16,0.8118850277807822,2.29227,0.4535748856251211,Stable_Cubic,Mn,1,4,Stable_Cubic
KMnBr3,5.26,5.26,5.26,2.122,1.64,0.67,1.96,0.82,1.55,2.96,0.5,-0.5,3.36,0.9679028183542094,0.3418367346938776,145.53157599999997,3.807573677344085,1.41,0.3418367346938776,0.0,0.785776497463224,2.1537899999999994,0.4426287211478547,Stable_Cubic,Mn,1,4,Stable_Cubic
KMnCl3,4.96,4.96,4.96,2.122,1.64,0.67,1.81,0.82,1.55,3.16,0.5,-0.5,3.61,0.9836767722151568,0.3701657458563536,122.023936,2.724384402745376,1.61,0.3701657458563536,0.0,0.7724031716415396,2.06724,0.4337522956356739,Stable_Cubic,Mn,1,4,Stable_Cubic
KMnF3,4.2,4.2,9.8,2.16,1.64,0.67,1.33,0.82,1.55,3.98,0.5,-0.5,3.4,1.0500535700620228,0.5037593984962406,172.872,1.447564544865565,2.43,0.5037593984962406,0.4351426345763369,0.2851847644064833,1.7902799999999996,0.386229979297008,Unstable_Hexagonal,Mn,1,4,Unstable_Hexagonal
KFeI3,5.680000000000001,5.680000000000001,5.680000000000001,1.894,1.64,0.64,2.2,0.82,1.83,2.66,0.5,0.16,3.06,0.956088042167726,0.2909090909090909,183.25043200000005,4.309691471832381,0.8300000000000001,0.2909090909090909,0.0,0.8370037541968867,2.21896,0.4702815185398551,Stable_Cubic,Fe,1,1,Stable_Cubic
KFeBr3,5.2,5.2,5.2,1.754,1.64,0.64,1.96,0.82,1.83,2.96,0.5,0.16,3.36,0.979070927796758,0.326530612244898,140.60800000000003,3.951529671142466,1.13,0.326530612244898,0.0,0.8121410244841282,2.08048,0.4613460030951649,Stable_Cubic,Fe,1,1,Stable_Cubic
KFeCl3,4.9,4.9,4.9,1.705,1.64,0.64,1.81,0.82,1.83,3.16,0.5,0.16,3.61,0.9957217939157506,0.3535911602209944,117.64900000000004,2.8383972154459443,1.33,0.3535911602209944,0.0,0.7997510246042514,1.99393,0.4539863580221925,Stable_Cubic,Fe,1,1,Stable_Cubic
KFeF3,4.1370000000000005,4.1370000000000005,9.653000000000002,1.845,1.64,0.64,1.33,0.82,1.83,3.98,0.5,0.16,3.4,1.0660442335655054,0.4812030075187969,165.20886515700008,1.5237551796071616,2.15,0.4812030075187969,0.435142634576337,0.297433758514483,1.71697,0.4134827468150228,Unstable_Hexagonal,Fe,1,1,Unstable_Hexagonal
NaPbI3,9.25277507453845,9.444542433596242,13.3566,2.58,1.39,1.19,2.2,0.93,2.33,2.66,0.55,0.36,3.06,0.7488239954158422,0.5409090909090909,1167.2095903440122,0.8689594742800797,0.33,0.5409090909090909,0.1769814501876088,0.1303236262225702,2.29206,0.1469958374862731,Unstable_Distorted,Pb,1,5,Unstable_Distorted
NaPbBr3,8.59771135244723,8.775902261306241,12.411,2.673,1.39,1.19,1.96,0.93,2.33,2.96,0.55,0.36,3.36,0.7520024498333123,0.6071428571428571,936.4431432194998,0.8330689349894055,0.6299999999999999,0.6071428571428571,0.1769814501876089,0.120591637433118,2.15358,0.1024157320321518,Unstable_Distorted,Pb,1,5,Unstable_Distorted
NaPbCl3,8.18829652614022,8.358002153624993,11.82,2.593,1.39,1.19,1.81,0.93,2.33,3.16,0.55,0.36,3.61,0.7542472332656507,0.6574585635359116,808.9347960000001,0.6903394498065327,0.8300000000000001,0.6574585635359116,0.1769814501876088,0.1147479322015177,2.06703,0.0684295894989255,Unstable_Distorted,Pb,1,5,Unstable_Distorted
NaPbF3,6.878169081957785,7.020721809044994,9.9288,2.397,1.39,1.19,1.33,0.93,2.33,3.98,0.55,0.36,3.4,0.7632263669950036,0.894736842105263,479.4588893283841,0.9932924023311174,1.65,0.894736842105263,0.1769814501876089,0.0998466846736507,1.7900699999999998,-0.0929779059029534,Unstable_Distorted,Pb,1,5,Unstable_Distorted
NaSnI3,9.007126178754243,9.193802368987493,13.002,2.867,1.39,1.1,2.2,0.93,1.96,2.66,0.55,1.11,3.06,0.7692464680180925,0.5,1076.6922134760002,0.8055227214841676,0.7000000000000002,0.5,0.1769814501876089,0.1399020878389709,2.31413,0.1903572528887914,Unstable_Distorted,Sn,1,6,Unstable_Distorted
NaSnBr3,8.352062456663024,8.525162196697492,12.0564,2.699,1.39,1.1,1.96,0.93,1.96,2.96,0.55,1.11,3.36,0.7741201689460568,0.5612244897959184,858.448076993568,0.7375680824138465,1.0,0.5612244897959184,0.1769814501876089,0.1298199824082702,2.17565,0.1505172451591478,Unstable_Distorted,Sn,1,6,Unstable_Distorted
NaSnCl3,7.9426476303560145,8.107262089016242,11.4654,2.665,1.39,1.1,1.81,0.93,1.96,3.16,0.55,1.11,3.61,0.7775744672841759,0.6077348066298343,738.2929470697081,0.5573421954431168,1.2000000000000002,0.6077348066298343,0.1769814501876089,0.1237179601122419,2.0891,0.1200766400826194,Unstable_Distorted,Sn,1,6,Unstable_Distorted
NaSnF3,6.632520186173579,6.769981744436245,9.5742,2.693,1.39,1.1,1.33,0.93,1.96,3.98,0.55,1.11,3.4,0.7914940102170407,0.8270676691729324,429.9011169210362,0.7659554000658312,2.02,0.8270676691729324,0.1769814501876088,0.1079059368788141,1.8121400000000003,-0.0251505768818154,Unstable_Distorted,Sn,1,6,Unstable_Distorted
NaGeI3,8.204418560751275,8.204418560751275,11.7786,2.576,1.39,0.73,2.2,0.93,2.01,2.66,0.55,1.23,3.06,0.8663868069828345,0.3318181818181818,792.8468231001121,0.997354249220663,0.6500000000000004,0.3318181818181818,0.1793230027965839,0.1850114236293764,2.09064,0.3779400179914095,Metastable,Ge,1,2,Metastable
NaGeBr3,7.532384275911579,7.532384275911579,10.8138,2.284,1.39,0.73,1.96,0.93,2.01,2.96,0.55,1.23,3.36,0.8805976643029493,0.3724489795918367,613.540547121744,0.9072147075057976,0.9500000000000002,0.3724489795918367,0.1793230027965839,0.1752091945585993,1.95216,0.3592611200907565,Metastable,Ge,1,2,Metastable
NaGeCl3,7.112362847886771,7.112362847886771,10.2108,2.316,1.39,0.73,1.81,0.93,2.01,3.16,0.55,1.23,3.61,0.8908431888964378,0.4033149171270718,516.5205194730241,0.6484368101033247,1.1500000000000004,0.4033149171270718,0.1793230027965839,0.1691981730027061,1.86561,0.3446824881409416,Metastable,Ge,1,2,Metastable
NaGeF3,4.12,4.12,4.12,1.928,1.39,0.73,1.33,0.93,2.01,3.98,0.55,1.23,3.4,0.9336555557414606,0.5488721804511277,69.934528,3.613868502837396,1.97,0.5488721804511277,0.0,0.6068978348311399,1.58865,0.2720418463302653,Stable_Cubic,Ge,1,2,Stable_Cubic
NaZnI3,8.232419989286264,8.232419989286264,11.8188,2.533,1.39,0.74,2.2,0.93,1.65,2.66,0.55,-0.6,3.06,0.8634399130815322,0.3363636363636363,800.9924462749445,0.9720780884027618,1.0100000000000002,0.3363636363636363,0.1793230027965838,0.1832147205221648,2.16841,0.3726429276395524,Metastable,Zn,1,8,Metastable
NaZnBr3,7.560385704446567,7.560385704446567,10.854,2.456,1.39,0.74,1.96,0.93,1.65,2.96,0.55,-0.6,3.36,0.8773361914721977,0.3775510204081632,620.408474928,0.8776331852384665,1.31,0.3775510204081632,0.1793230027965839,0.1733790513186902,2.02993,0.3533481159422723,Metastable,Zn,1,8,Metastable
NaZnCl3,7.1403642764217565,7.1403642764217565,10.250999999999998,2.481,1.39,0.74,1.81,0.93,1.65,3.16,0.55,-0.6,3.61,0.8873496861948832,0.4088397790055249,522.6452053019998,0.6176445755653138,1.5100000000000002,0.4088397790055249,0.1793230027965839,0.1673452947598651,1.94338,0.3383065043828763,Metastable,Zn,1,8,Metastable
NaZnF3,4.140000000000001,4.140000000000001,4.140000000000001,2.144,1.39,0.74,1.33,0.93,1.65,3.98,0.55,-0.6,3.4,0.9291451424286998,0.556390977443609,70.95794400000003,3.3909134402203067,2.33,0.556390977443609,0.0,0.5991013683540025,1.6664199999999998,0.2635371946444592,Stable_Cubic,Zn,1,8,Stable_Cubic
NaMgI3,8.176417132216287,8.176417132216287,11.7384,2.417,1.39,0.72,2.2,0.93,1.31,2.66,0.55,-0.4,3.06,0.8693538850889403,0.3272727272727272,784.756612113408,0.9054336784578968,1.35,0.3272727272727272,0.1793230027965839,0.1868345728673545,2.22487,0.3832513785760626,Metastable,Mg,0,3,Metastable
NaMgBr3,7.504382847376592,7.504382847376592,10.773599999999998,2.376,1.39,0.72,1.96,0.93,1.31,2.96,0.55,-0.4,3.36,0.8838834764831843,0.3673469387755102,606.723492621312,0.7852158879520293,1.65,0.3673469387755102,0.1793230027965839,0.1770689504593779,2.08639,0.3651913321593256,Metastable,Mg,0,3,Metastable
NaMgCl3,7.084361419351784,7.084361419351784,10.1706,2.339,1.39,0.72,1.81,0.93,1.31,3.16,0.55,-0.4,3.61,0.894364308220139,0.3977900552486187,510.44387014843227,0.4990300616714778,1.85,0.3977900552486187,0.1793230027965839,0.1710830128200205,1.99984,0.3510779968508648,Metastable,Mg,0,3,Metastable
NaMgF3,4.1,4.1,4.1,2.019,1.39,0.72,1.33,0.93,1.31,3.98,0.55,-0.4,3.4,0.938209973086541,0.5413533834586466,68.92099999999999,2.5033024187112787,2.67,0.5413533834586466,0.0,0.6148642734492891,1.7228799999999995,0.2805776088669213,Stable_Cubic,Mg,0,3,Stable_Cubic
NaCaI3,8.734182961216236,8.915202297199993,12.608,1.778,1.39,1.0,2.2,0.93,1.0,2.66,0.55,0.02,3.06,0.7932854201436578,0.4545454545454545,981.7472368640005,0.7503107891120472,1.66,0.4545454545454545,0.1769814501876088,0.1520197801057277,2.44843,0.2394891556779296,Unstable_Distorted,Ca,0,0,Unstable_Distorted
NaCaBr3,8.079119239125017,8.246562124909993,11.6624,1.774,1.39,1.0,1.96,0.93,1.0,2.96,0.55,0.02,3.36,0.8002728773563965,0.5102040816326531,777.0069185761281,0.6466858814086209,1.96,0.5102040816326531,0.1769814501876088,0.1416425286117335,2.3099499999999997,0.2050786385766865,Unstable_Distorted,Ca,0,0,Unstable_Distorted
NaCaCl3,7.669704412818007,7.828662017228742,11.0714,1.794,1.39,1.0,1.81,0.93,1.0,3.16,0.55,0.02,3.61,0.8052461565113709,0.5524861878453039,664.765867406468,0.4224003183188521,2.16,0.5524861878453039,0.1769814501876089,0.1353162251995313,2.2234,0.1787012978469093,Unstable_Distorted,Ca,0,0,Unstable_Distorted
NaCaF3,6.524332848652038,6.524332848652038,9.3666,2.057,1.39,1.0,1.33,0.93,1.0,3.98,0.55,0.02,3.4,0.8254637102263557,0.7518796992481203,398.7073046293921,0.4981112251871179,2.98,0.7518796992481203,0.1793230027965839,0.112870751817952,1.94644,0.0520238957616123,Metastable,Ca,0,0,Metastable
NaMnI3,8.036409989541351,8.036409989541351,11.5374,2.468,1.39,0.67,2.2,0.93,1.55,2.66,0.55,-0.5,3.06,0.8844994231566918,0.3045454545454545,745.1301207984483,1.0217780341293452,1.11,0.3045454545454545,0.1793230027965839,0.1963630752361227,2.14802,0.4100274558081447,Metastable,Mn,1,4,Metastable
NaMnBr3,5.26,5.26,5.26,2.094,1.39,0.67,1.96,0.93,1.55,2.96,0.55,-0.5,3.36,0.9006873448573893,0.3418367346938776,145.53157599999997,3.622728925851803,1.41,0.3418367346938776,0.0,0.7361170032234784,2.0095399999999994,0.3951073813856028,Stable_Cubic,Mn,1,4,Stable_Cubic
NaMnCl3,4.96,4.96,4.96,2.104,1.39,0.67,1.81,0.93,1.55,3.16,0.55,-0.5,3.61,0.9123958466923194,0.3701657458563536,122.023936,2.503929720804941,1.61,0.3701657458563536,0.0,0.7131768862341169,1.92299,0.3833566812910278,Stable_Cubic,Mn,1,4,Stable_Cubic
NaMnF3,4.0,4.0,4.0,1.979,1.39,0.67,1.33,0.93,1.55,3.98,0.55,-0.5,3.4,0.9616652224137044,0.5037593984962406,64.0,3.48972859375,2.43,0.5037593984962406,0.0,0.6573974395688206,1.64603,0.3237394175096468,Stable_Cubic,Mn,1,4,Stable_Cubic
NaFeI3,7.952405703936389,7.952405703936389,11.4168,2.447,1.39,0.64,2.2,0.93,1.83,2.66,0.55,0.16,3.06,0.8938427269224314,0.2909090909090909,722.0070685808641,1.0565714785859623,0.8300000000000001,0.2909090909090909,0.1793230027965839,0.2024277620569571,2.07471,0.4262740806614317,Metastable,Fe,1,1,Metastable
NaFeBr3,5.2,5.2,5.2,1.746,1.39,0.64,1.96,0.93,1.83,2.96,0.55,0.16,3.36,0.9110798911442052,0.326530612244898,140.60800000000003,3.760212335002274,1.13,0.326530612244898,0.0,0.7607426370518832,1.93623,0.4132763401818102,Stable_Cubic,Fe,1,1,Stable_Cubic
NaFeCl3,4.9,4.9,4.9,1.72,1.39,0.64,1.81,0.93,1.83,3.16,0.55,0.16,3.61,0.9235680407334498,0.3535911602209944,117.64900000000004,2.6097446302136005,1.33,0.3535911602209944,0.0,0.7383223302670868,1.84968,0.4029736545223059,Stable_Cubic,Fe,1,1,Stable_Cubic
NaFeF3,3.94,3.94,3.94,1.579,1.39,0.64,1.33,0.93,1.83,3.98,0.55,0.16,3.4,0.976309870470766,0.4812030075187969,61.16298400000002,3.676032483961212,2.15,0.4812030075187969,1.1271299742387375e-16,0.6852456584440983,1.5727199999999997,0.3500405521070419,Stable_Cubic,Fe,1,1,Stable_Cubic
MAPbI3,6.78,6.78,6.78,2.188,2.17,1.19,2.2,1.3,2.33,2.66,0.2,0.36,3.06,0.911521130910092,0.5409090909090909,311.66575200000005,3.302797113235592,0.33,0.5409090909090909,0.0,0.5893103751041775,2.74212,0.2620227122807079,Stable_Cubic,Pb,1,5,Stable_Cubic
MAPbBr3,6.3,6.3,6.3,2.282,2.17,1.19,1.96,1.3,2.33,2.96,0.2,0.36,3.36,0.9270955575556956,0.6071428571428571,250.047,3.180332521485961,0.6299999999999999,0.6071428571428571,0.0,0.5778117187837029,2.60364,0.2262065591918767,Stable_Cubic,Pb,1,5,Stable_Cubic
MAPbCl3,6.0,6.0,6.0,2.126,2.17,1.19,1.81,1.3,2.33,3.16,0.2,0.36,3.61,0.938094996374153,0.6574585635359116,216.0,2.6553264629629623,0.8300000000000001,0.6574585635359116,0.0,0.5758169906005085,2.51709,0.1984099580166366,Stable_Cubic,Pb,1,5,Stable_Cubic
MAPbF3,5.04,5.04,5.04,2.011,2.17,1.19,1.33,1.3,2.33,3.98,0.2,0.36,3.4,0.9820927516479826,0.894736842105263,128.024064,3.837979912901373,1.65,0.894736842105263,0.0,0.6203931737364874,2.2401299999999997,0.0617606280467027,Stable_Cubic,Pb,1,5,Stable_Cubic
MASnI3,6.6000000000000005,6.6000000000000005,6.6000000000000005,2.344,2.17,1.1,2.2,1.3,1.96,2.66,0.2,1.11,3.06,0.936380798116731,0.5,287.4960000000001,3.069298202409772,0.7000000000000002,0.5,0.0,0.6336935591038085,2.76419,0.3085212242685288,Stable_Cubic,Sn,1,6,Stable_Cubic
MASnBr3,6.12,6.12,6.12,2.201,2.17,1.1,1.96,1.3,1.96,2.96,0.2,1.11,3.36,0.9543630739543926,0.5612244897959184,229.220928,2.828165916857295,1.0,0.5612244897959184,0.0,0.6238374058784527,2.62571,0.2779489790000412,Stable_Cubic,Sn,1,6,Stable_Cubic
MASnCl3,5.82,5.82,5.82,2.309,2.17,1.1,1.81,1.3,1.96,3.16,0.2,1.11,3.61,0.9671082436846936,0.6077348066298343,197.13736800000004,2.163936397892864,1.2000000000000002,0.6077348066298343,0.0,0.6233875062163399,2.53916,0.2540770199977856,Stable_Cubic,Sn,1,6,Stable_Cubic
MASnF3,4.86,4.86,4.86,2.068,2.17,1.1,1.33,1.3,1.96,3.98,0.2,1.11,3.4,1.0184665572645744,0.8270676691729324,114.79125600000002,3.000193638442286,2.02,0.8270676691729324,0.0,0.6789868875506182,2.2621999999999995,0.1353190138807908,Stable_Cubic,Sn,1,6,Stable_Cubic
MAGeI3,6.1530000000000005,6.1530000000000005,14.357,2.281,2.17,0.73,2.2,1.3,2.01,2.66,0.2,1.23,3.06,1.0546268374693557,0.3318181818181818,543.5475350130001,1.482593536149007,0.6500000000000004,0.3318181818181818,0.4351426345763369,0.3279172157415272,2.5406999999999997,0.5110257195453799,Unstable_Hexagonal,Ge,1,2,Unstable_Hexagonal
MAGeBr3,5.649,5.649,13.181,2.076,2.17,0.73,1.96,1.3,2.01,2.96,0.2,1.23,3.36,1.0856323443496063,0.3724489795918367,420.6215403810001,1.3592359570604278,0.9500000000000002,0.3724489795918367,0.435142634576337,0.3305841631580344,2.40222,0.504220638883743,Unstable_Hexagonal,Ge,1,2,Unstable_Hexagonal
MAGeCl3,5.3340000000000005,5.3340000000000005,12.446000000000002,2.425,2.17,0.73,1.81,1.3,2.01,3.16,0.2,1.23,3.61,1.1079862161899443,0.4033149171270718,354.10806597600015,0.9885169687824176,1.1500000000000004,0.4033149171270718,0.4351426345763369,0.3359065056263341,2.3156699999999995,0.4982026084374509,Unstable_Hexagonal,Ge,1,2,Unstable_Hexagonal
MAGeF3,4.3260000000000005,4.3260000000000005,10.094,2.131,2.17,0.73,1.33,1.3,2.01,3.98,0.2,1.23,3.4,1.2013950165790857,0.5488721804511277,188.9019019440001,1.4179057978961087,1.97,0.5488721804511277,0.4351426345763369,0.3917164819649461,2.03871,0.4613336451424663,Unstable_Hexagonal,Ge,1,2,Unstable_Hexagonal
MAZnI3,6.174000000000001,6.174000000000001,14.406000000000002,2.253,2.17,0.74,2.2,1.3,1.65,2.66,0.2,-0.6,3.06,1.0510396713555143,0.3363636363636363,549.1318840560003,1.445441692690084,1.0100000000000002,0.3363636363636363,0.435142634576337,0.3247061174275188,2.61847,0.5052759567392577,Unstable_Hexagonal,Zn,1,8,Unstable_Hexagonal
MAZnBr3,5.670000000000001,5.670000000000001,13.230000000000002,2.216,2.17,0.74,1.96,1.3,1.65,2.96,0.2,-0.6,3.36,1.0816114838149782,0.3775510204081632,425.3299470000002,1.3156891113524147,1.31,0.3775510204081632,0.4351426345763369,0.3270842051851693,2.47999,0.4977707476286181,Unstable_Hexagonal,Zn,1,8,Unstable_Hexagonal
MAZnCl3,5.355,5.355,12.495,2.419,2.17,0.74,1.81,1.3,1.65,3.16,0.2,-0.6,3.61,1.103641172204886,0.4088397790055249,358.3069323749999,0.943101736157136,1.5100000000000002,0.4088397790055249,0.4351426345763369,0.3321596096119813,2.39344,0.4912245849919483,Unstable_Hexagonal,Zn,1,8,Unstable_Hexagonal
MAZnF3,4.347,4.347,10.143000000000002,2.197,2.17,0.74,1.33,1.3,1.65,3.98,0.2,-0.6,3.4,1.195591175919283,0.556390977443609,191.6662764870001,1.3342105073833614,2.33,0.556390977443609,0.435142634576337,0.3864210102389262,2.11648,0.4519145403223014,Unstable_Hexagonal,Zn,1,8,Unstable_Hexagonal
MAMgI3,6.132,6.132,14.308,2.207,2.17,0.72,2.2,1.3,1.31,2.66,0.2,-0.4,3.06,1.058238573214114,0.3272727272727272,538.0011745919999,1.348799992026617,1.35,0.3272727272727272,0.4351426345763369,0.3311750042311961,2.67493,0.5167928530805604,Unstable_Hexagonal,Mg,0,3,Unstable_Hexagonal
MAMgBr3,5.627999999999999,5.627999999999999,13.132,2.188,2.17,0.72,1.96,1.3,1.31,2.96,0.2,-0.4,3.36,1.0896832113061348,0.3673469387755102,415.9480106879999,1.1816857572825037,1.65,0.3673469387755102,0.4351426345763369,0.3341397562413362,2.5364499999999994,0.5106917446791515,Unstable_Hexagonal,Mg,0,3,Unstable_Hexagonal
MAMgCl3,5.313000000000001,5.313000000000001,12.397000000000002,2.405,2.17,0.72,1.81,1.3,1.31,3.16,0.2,-0.4,3.61,1.1123656083487978,0.3977900552486187,349.94213169300014,0.7710924909056829,1.85,0.3977900552486187,0.435142634576337,0.3397165967076273,2.4498999999999995,0.5052049160418266,Unstable_Hexagonal,Mg,0,3,Unstable_Hexagonal
MAMgF3,4.305,4.305,10.045,2.434,2.17,0.72,1.33,1.3,1.31,3.98,0.2,-0.4,3.4,1.2072554800745934,0.5413533834586466,186.164236125,1.0079326937640611,2.67,0.5413533834586466,0.4351426345763369,0.39712211632105,2.17294,0.4707927823074744,Unstable_Hexagonal,Mg,0,3,Unstable_Hexagonal
MACaI3,6.4,6.4,6.4,1.419,2.17,1.0,2.2,1.3,1.0,2.66,0.2,0.02,3.06,0.9656426980578788,0.4545454545454545,262.14400000000006,2.867608863830566,1.66,0.4545454545454545,1.3877787807814454e-16,0.6896891552365276,2.89849,0.361345751163284,Stable_Cubic,Ca,0,0,Stable_Cubic
MACaBr3,5.92,5.92,5.92,1.434,2.17,1.0,1.96,1.3,1.0,2.96,0.2,0.02,3.36,0.986605069696095,0.5102040816326531,207.474688,2.494715490305979,1.96,0.5102040816326531,1.50030138462859e-16,0.6825415712339199,2.7600099999999994,0.3368154985608534,Stable_Cubic,Ca,0,0,Stable_Cubic
MACaCl3,5.62,5.62,5.62,1.589,2.17,1.0,1.81,1.3,1.0,3.16,0.2,0.02,3.61,1.0015249071610175,0.5524861878453039,177.50432800000002,1.6670479606559223,2.16,0.5524861878453039,0.0,0.684526873405524,2.67346,0.3174703745562094,Stable_Cubic,Ca,0,0,Stable_Cubic
MACaF3,4.893000000000001,4.893000000000001,11.417000000000002,2.067,2.17,1.0,1.33,1.3,1.0,3.98,0.2,0.02,3.4,1.0621775683059724,0.7518796992481203,273.3395232330001,0.7818536283090974,2.98,0.7518796992481203,0.4351426345763369,0.2800739064962248,2.3965,0.2193805934239014,Unstable_Hexagonal,Ca,0,0,Unstable_Hexagonal
MAMnI3,6.027,6.027,14.063000000000002,2.31,2.17,0.67,2.2,1.3,1.55,2.66,0.2,-0.5,3.06,1.0766747852910148,0.3045454545454545,510.8346639270002,1.519999637516689,1.11,0.3045454545454545,0.435142634576337,0.3481927311794919,2.59808,0.545895436837111,Unstable_Hexagonal,Mn,1,4,Unstable_Hexagonal
MAMnBr3,5.523,5.523,12.887,2.327,2.17,0.67,1.96,1.3,1.55,2.96,0.2,-0.5,3.36,1.110399622167468,0.3418367346938776,393.098978223,1.3796331052591593,1.41,0.3418367346938776,0.4351426345763369,0.3527893739873601,2.4596,0.5433739614438285,Unstable_Hexagonal,Mn,1,4,Unstable_Hexagonal
MAMnCl3,5.208,5.208,12.152,2.515,2.17,0.67,1.81,1.3,1.55,3.16,0.2,-0.5,3.61,1.1347923343235722,0.3701657458563536,329.60190412800006,0.972841084909134,1.61,0.3701657458563536,0.435142634576337,0.3597598317251077,2.37305,0.5405909980463235,Unstable_Hexagonal,Mn,1,4,Unstable_Hexagonal
MAMnF3,4.2,4.2,9.8,2.253,2.17,0.67,1.33,1.3,1.55,3.98,0.2,-0.5,3.4,1.2374368670764582,0.5037593984962406,172.872,1.3793647554259796,2.43,0.5037593984962406,0.4351426345763369,0.4259007298767742,2.09609,0.5187099702862138,Unstable_Hexagonal,Mn,1,4,Unstable_Hexagonal
MAFeI3,5.964000000000001,5.964000000000001,13.916000000000002,2.284,2.17,0.64,2.2,1.3,1.83,2.66,0.2,0.16,3.06,1.0880481104877509,0.2909090909090909,494.9823231360003,1.5716985307094464,0.8300000000000001,0.2909090909090909,0.4351426345763369,0.3590171640859889,2.52477,0.5635772868421126,Unstable_Hexagonal,Fe,1,1,Unstable_Hexagonal
MAFeBr3,5.460000000000001,5.460000000000001,12.740000000000002,2.183,2.17,0.64,1.96,1.3,1.83,2.96,0.2,0.16,3.36,1.1232119255001696,0.326530612244898,379.79978400000016,1.4318777232374618,1.13,0.326530612244898,0.4351426345763369,0.3647168360512927,2.38629,0.5632536884714769,Unstable_Hexagonal,Fe,1,1,Unstable_Hexagonal
