formula,rA,rB,rX,chi_A,chi_B,chi_X,tolerance_factor,octahedral_factor,volume,density
MgNaBr3,0.86,1.16,0.8825000000000001,1.31,0.93,2.96,0.6033388790881187,1.3144475920679886,68.167314125,6.991577985882569
MgNaCl3,0.86,1.16,0.7799999999999999,1.31,0.93,3.16,0.5978506539902886,1.4871794871794872,58.411072,4.368248037194281
MgNaF3,0.86,1.16,0.705,1.31,0.93,3.98,0.593452681154749,1.6453900709219857,51.89511699999998,3.3371469641120157
MgNaO3,0.86,1.16,1.26,1.31,0.93,3.44,0.6195424737278923,0.9206349206349206,113.379904,1.3956741135621338
MgNaS3,0.86,1.16,0.88,1.31,0.93,2.58,0.6032115816623679,1.3181818181818181,67.91731200000001,3.508324019520777
MgNaSe3,0.86,1.16,1.0133333333333334,1.31,0.93,2.55,0.6095920722659471,1.144736842105263,82.12379496296296,5.746134070480171
MgMgI3,0.86,0.86,1.2733333333333334,1.31,1.31,2.66,0.7072135785007072,0.675392670157068,77.6722962962963,9.178626002840963
MgMgBr3,0.86,0.86,0.8825000000000001,1.31,1.31,2.96,0.7072135785007073,0.9745042492917846,42.32610912500001,11.311720962144323
MgMgCl3,0.86,0.86,0.7799999999999999,1.31,1.31,3.16,0.7072135785007073,1.1025641025641026,35.28755199999999,7.2926026054908135
MgMgF3,0.86,0.86,0.705,1.31,1.31,3.98,0.7072135785007072,1.2198581560283688,30.664296999999998,5.718887838549388
MgMgO3,0.86,0.86,1.26,1.31,1.31,3.44,0.7072135785007073,0.6825396825396826,76.225024,2.1046295774618384
MgMgS3,0.86,0.86,0.88,1.31,1.31,2.58,0.7072135785007073,0.9772727272727273,42.144192,5.705649311607765
MgMgSe3,0.86,0.86,1.0133333333333334,1.31,1.31,2.55,0.7072135785007072,0.8486842105263157,52.59387496296298,9.01394657856714
MgAlI3,0.86,0.675,1.2733333333333334,1.31,1.61,2.66,0.7743655949366169,0.5301047120418848,59.16702996296298,12.124481484564717
MgAlBr3,0.86,0.675,0.8825000000000001,1.31,1.61,2.96,0.7912164754654784,0.7648725212464589,30.225545875000005,15.987328686494662
MgAlCl3,0.86,0.675,0.7799999999999999,1.31,1.61,3.16,0.7971342053203847,0.8653846153846155,24.642171000000005,10.6233616532273
MgAlF3,0.86,0.675,0.705,1.31,1.61,3.98,0.8020211959084108,0.9574468085106385,21.024575999999996,8.55238536025858
MgAlO3,0.86,0.675,1.26,1.31,1.61,3.44,0.7748283133961237,0.5357142857142857,57.960603000000006,2.844519075314242
MgAlS3,0.86,0.675,0.88,1.31,1.61,2.58,0.7913515283544891,0.7670454545454546,30.08023100000001,8.141712105540105
MgAlSe3,0.86,0.675,1.0133333333333334,1.31,1.61,2.55,0.7847068728872605,0.6661184210526315,38.50034062962964,12.42905834720841
MgSiI3,0.86,0.54,1.2733333333333334,1.31,1.9,2.66,0.8320159747067144,0.42408376963350786,47.700498962962975,15.077468554856965
MgSiBr3,0.86,0.54,0.8825000000000001,1.31,1.9,2.96,0.8663055610105325,0.6118980169971672,23.027501125000004,21.064332941804558
MgSiCl3,0.86,0.54,0.7799999999999999,1.31,1.9,3.16,0.8786592945008788,0.6923076923076924,18.399743999999995,14.327150874278527
MgSiF3,0.86,0.54,0.705,1.31,1.9,3.98,0.8889873496816117,0.7659574468085107,15.438249000000004,11.765809054542057
MgSiO3,0.86,0.54,1.26,1.31,1.9,3.44,0.832940436900833,0.4285714285714286,46.656000000000006,3.5730292938238803
MgSiS3,0.86,0.54,0.88,1.31,1.9,2.58,0.8665856525290357,0.6136363636363636,22.906303999999995,10.771610939616185
MgSiSe3,0.86,0.54,1.0133333333333334,1.31,1.9,2.55,0.8529056461746727,0.5328947368421052,29.983613629629637,16.02062379435183
MgKI3,0.86,1.52,1.2733333333333334,1.31,0.82,2.66,0.5401153821485115,1.193717277486911,174.36458429629633,4.229588182889577
MgKBr3,0.86,1.52,0.8825000000000001,1.31,0.82,2.96,0.512932220827256,1.7223796033994334,110.93796012499998,4.537189633166479
MgKCl3,0.86,1.52,0.7799999999999999,1.31,0.82,3.16,0.5042740298874608,1.948717948717949,97.33599999999998,2.896189697800485
MgKF3,0.86,1.52,0.705,1.31,0.82,3.98,0.4974333709454412,2.1560283687943262,88.121125,2.2688214881446633
MgKO3,0.86,1.52,1.26,1.31,0.82,3.44,0.5393139519501796,1.2063492063492063,171.87961600000006,1.0762815924702431
MgKS3,0.86,1.52,0.88,1.31,0.82,2.58,0.5127298444130127,1.7272727272727273,110.59199999999998,2.3964247580438087
MgKSe3,0.86,1.52,1.0133333333333334,1.31,0.82,2.55,0.5229658304176283,1.5,130.06696296296295,3.833746823061396
MgCaI3,0.86,1.14,1.2733333333333334,1.31,1.0,2.66,0.6251611743652662,0.8952879581151831,112.44545896296293,6.573117849495671
MgCaBr3,0.86,1.14,0.8825000000000001,1.31,1.0,2.96,0.6093051473609308,1.2917847025495748,66.18439112499999,7.629796424358999
MgCaCl3,0.86,1.14,0.7799999999999999,1.31,1.0,3.16,0.604078264969354,1.4615384615384617,56.62310399999999,5.007326842682879
MgCaF3,0.86,1.14,0.705,1.31,1.0,3.98,0.5998857725493805,1.6170212765957446,50.24340899999998,4.0116300649424135
MgCaO3,0.86,1.14,1.26,1.31,1.0,3.44,0.6247053276756248,0.9047619047619047,110.59199999999998,1.6874433500774941
MgCaS3,0.86,1.14,0.88,1.31,1.0,2.58,0.6091839735600152,1.2954545454545454,65.93926400000001,4.043907359834909
MgCaSe3,0.86,1.14,1.0133333333333334,1.31,1.0,2.55,0.6152539181383863,1.1249999999999998,79.87737362962963,6.262983514133093
MgScI3,0.86,0.885,1.2733333333333334,1.31,1.36,2.66,0.6990219154292705,0.6950261780104712,80.43508796296295,9.289694648203936
MgScBr3,0.86,0.885,0.8825000000000001,1.31,1.36,2.96,0.6972105575883917,1.0028328611898016,44.174155375000005,11.614791028181992
MgScCl3,0.86,0.885,0.7799999999999999,1.31,1.36,3.16,0.6965947560006965,1.1346153846153848,36.926037,7.897694013261949
MgScF3,0.86,0.885,0.705,1.31,1.36,3.98,0.6960938681469225,1.2553191489361704,32.15743199999999,6.519740845063848
MgScO3,0.86,0.885,1.26,1.31,1.36,3.44,0.6989709960006991,0.7023809523809523,78.95358900000001,2.466232253798307
MgScS3,0.86,0.885,0.88,1.31,1.36,2.58,0.6971963890035301,1.0056818181818181,43.98697700000001,6.246222098073757
MgScSe3,0.86,0.885,1.0133333333333334,1.31,1.36,2.55,0.6978999668435426,0.8733552631578947,54.727726629629636,9.289090891865264
MgTiI3,0.86,0.8516666666666667,1.2733333333333334,1.31,1.54,2.66,0.7099869650830629,0.668848167539267,76.765625,9.796722094297976
MgTiBr3,0.86,0.8516666666666667,0.8825000000000001,1.31,1.54,2.96,0.7106120099207011,0.9650613786591123,41.721747412037054,12.413374414907423
MgTiCl3,0.86,0.8516666666666667,0.7799999999999999,1.31,1.54,3.16,0.7108254966748682,1.091880341880342,34.7523607037037,8.530776721005232
MgTiF3,0.86,0.8516666666666667,0.705,1.31,1.54,3.98,0.7109995184284411,1.2080378250591017,30.1770557037037,7.107791208377606
MgTiO3,0.86,0.8516666666666667,1.26,1.31,1.54,3.44,0.7100044766005522,0.6759259259259259,75.32967270370372,2.6490487602751416
MgTiS3,0.86,0.8516666666666667,0.88,1.31,1.54,2.58,0.7106169162220773,0.9678030303030303,41.54156737037037,6.73028327542165
MgTiSe3,0.86,0.8516666666666667,1.0133333333333334,1.31,1.54,2.55,0.7103736034269839,0.8404605263157894,51.89511700000002,9.889271765405748
MgVI3,0.86,0.7775000000000001,1.2733333333333334,1.31,1.63,2.66,0.7356630479324707,0.6106020942408377,69.00508417129629,10.972480510798276
MgVBr3,0.86,0.7775000000000001,0.8825000000000001,1.31,1.63,2.96,0.7423612412876399,0.8810198300283286,36.59436800000001,14.292175193878482
MgVCl3,0.86,0.7775000000000001,0.7799999999999999,1.31,1.63,3.16,0.7446743298498618,0.996794871794872,30.225545875000005,9.97732440081473
MgVF3,0.86,0.7775000000000001,0.705,1.31,1.63,3.98,0.746569477472922,1.1028368794326242,26.065982124999998,8.424683822304145
MgVO3,0.86,0.7775000000000001,1.26,1.31,1.63,3.44,0.7358492203295702,0.6170634920634921,67.667921875,3.0244378298063186
MgVS3,0.86,0.7775000000000001,0.88,1.31,1.63,2.58,0.7424142543536835,0.8835227272727274,36.42928087500001,7.814921293119141
MgVSe3,0.86,0.7775000000000001,1.0133333333333334,1.31,1.63,2.55,0.7397934501952489,0.7672697368421053,45.946823837962974,11.28065704462755
MgCrI3,0.86,0.94,1.2733333333333334,1.31,1.66,2.66,0.6816516419283926,0.7382198952879581,86.74220562962964,8.74900725823513
MgCrBr3,0.86,0.94,0.8825000000000001,1.31,1.66,2.96,0.6761699097599355,1.065155807365439,48.427561125000004,10.836068383542235
MgCrCl3,0.86,0.94,0.7799999999999999,1.31,1.66,3.16,0.6743199236867209,1.2051282051282053,40.70758399999998,7.451223875629502
MgCrF3,0.86,0.94,0.705,1.31,1.66,3.98,0.672820212980916,1.3333333333333333,35.611289,6.2156947858407285
MgCrO3,0.86,0.94,1.26,1.31,1.66,3.44,0.6814967211006815,0.7460317460317459,85.18400000000003,2.423091991647954
MgCrS3,0.86,0.94,0.88,1.31,1.66,2.58,0.6761272673578191,1.0681818181818181,48.228543999999985,5.939287908763458
MgCrSe3,0.86,0.94,1.0133333333333334,1.31,1.66,2.55,0.6782491998590401,0.9276315789473683,59.6237202962963,8.722394457356499
MgMnI3,0.86,0.8775,1.2733333333333334,1.31,1.55,2.66,0.7014594192025613,0.6891361256544501,79.59948583796297,9.59545790280849
MgMnBr3,0.86,0.8775,0.8825000000000001,1.31,1.55,2.96,0.7001816253053879,0.9943342776203965,43.614208,12.143971358899652
MgMnCl3,0.86,0.8775,0.7799999999999999,1.31,1.55,3.16,0.6997467684712881,1.125,36.42928087499998,8.460409956264721
MgMnF3,0.86,0.8775,0.705,1.31,1.55,3.98,0.699392891218709,1.2446808510638299,31.704517125000002,7.135709755705285
MgMnO3,0.86,0.8775,1.26,1.31,1.55,3.44,0.7014235258112277,0.6964285714285714,78.12829687500002,2.7044490339910507
MgMnS3,0.86,0.8775,0.88,1.31,1.55,2.58,0.7001716225270161,0.9971590909090908,43.42861587499999,6.708216026718738
MgMnSe3,0.86,0.8775,1.0133333333333334,1.31,1.55,2.55,0.7006681905992023,0.8659539473684209,54.081625504629635,9.706567273738314
MgFeI3,0.86,0.8525,1.2733333333333334,1.31,1.83,2.66,0.7097086479662135,0.6695026178010471,76.85597292129631,9.957581119156844
MgFeBr3,0.86,0.8525,0.8825000000000001,1.31,1.83,2.96,0.7102706977161282,0.9660056657223796,41.781923000000006,12.712573382638404
MgFeCl3,0.86,0.8525,0.7799999999999999,1.31,1.83,3.16,0.7104626454769739,1.092948717948718,34.80563462499999,8.898350033362433
MgFeF3,0.86,0.8525,0.705,1.31,1.83,3.98,0.7106191013506303,1.2092198581560285,30.225545875000005,7.534696064804923
MgFeO3,0.86,0.8525,1.26,1.31,1.83,3.44,0.7097243959391715,0.6765873015873016,75.41889062499997,2.821575134023199
MgFeS3,0.86,0.8525,0.88,1.31,1.83,2.58,0.7102751091435675,0.96875,41.601569624999996,7.039027831946671
MgFeSe3,0.86,0.8525,1.0133333333333334,1.31,1.83,2.55,0.7100563307144215,0.841282894736842,51.96471258796297,10.13097118077608
MgCoI3,0.86,0.7683333333333334,1.2733333333333334,1.31,1.88,2.66,0.7389660248823715,0.6034031413612566,68.08391203703707,11.315856420617479
MgCoBr3,0.86,0.7683333333333334,0.8825000000000001,1.31,1.88,2.96,0.7464833885133665,0.8706326723323891,35.991477504629636,14.900303841257871
MgCoCl3,0.86,0.7683333333333334,0.7799999999999999,1.31,1.88,3.16,0.7490830583904153,0.9850427350427353,29.695003296296296,10.602487738244145
MgCoF3,0.86,0.7683333333333334,0.705,1.31,1.88,3.98,0.7512144233169277,1.0898345153664304,25.5854482962963,9.101598970387574
MgCoO3,0.86,0.7683333333333334,1.26,1.31,1.88,3.44,0.7391747509062446,0.6097883597883599,66.7587152962963,3.2644165449471636
MgCoS3,0.86,0.7683333333333334,0.88,1.31,1.88,2.58,0.7465429483869953,0.8731060606060607,35.82820996296297,8.316429848451534
MgCoSe3,0.86,0.7683333333333334,1.0133333333333334,1.31,1.88,2.55,0.7435996840362908,0.7582236842105263,45.24487070370371,11.748982496528203
MgNiI3,0.86,0.74,1.2733333333333334,1.31,1.91,2.66,0.7493653811928023,0.581151832460733,65.28855229629633,11.794251025776605
MgNiBr3,0.86,0.74,0.8825000000000001,1.31,1.91,2.96,0.7595190511787258,0.838526912181303,34.169931125000005,15.68296261064764
MgNiCl3,0.86,0.74,0.7799999999999999,1.31,1.91,3.16,0.7630462294349735,0.9487179487179488,28.094464000000002,11.192337040603515
MgNiF3,0.86,0.74,0.705,1.31,1.91,3.98,0.7659441178917694,1.049645390070922,24.137568999999992,9.6310565325562
MgNiO3,0.86,0.74,1.26,1.31,1.91,3.44,0.7496463932107498,0.5873015873015873,64.0,3.3989071321819995
MgNiS3,0.86,0.74,0.88,1.31,1.91,2.58,0.7595997695007596,0.8409090909090909,34.012224,8.74875446191272
MgNiSe3,0.86,0.74,1.0133333333333334,1.31,1.91,2.55,0.7556160287402993,0.7302631578947367,43.12046696296297,12.31858171060024
MgCuI3,0.86,0.82,1.2733333333333334,1.31,1.9,2.66,0.7207272137586825,0.643979057591623,73.38463762962962,10.602868941656286
MgCuBr3,0.86,0.82,0.8825000000000001,1.31,1.9,2.96,0.7238294628707679,0.9291784702549574,39.477655125000005,13.778525364419517
MgCuCl3,0.86,0.82,0.7799999999999999,1.31,1.9,3.16,0.724893917963225,1.0512820512820513,32.767999999999994,9.841944283720112
MgCuF3,0.86,0.82,0.705,1.31,1.9,3.98,0.7257634428548242,1.1631205673758864,28.372624999999996,8.47748179180864
MgCuO3,0.86,0.82,1.26,1.31,1.9,3.44,0.7208138396257209,0.6507936507936507,71.991296,3.133547931759508
MgCuS3,0.86,0.82,0.88,1.31,1.9,2.58,0.7238538979948416,0.9318181818181818,39.303999999999995,7.775868021204293
MgCuSe3,0.86,0.82,1.0133333333333334,1.31,1.9,2.55,0.7226436929407227,0.8092105263157894,49.296296296296305,10.938775454188635
MgZnI3,0.86,0.88,1.2733333333333334,1.31,1.65,2.66,0.70064503133197,0.6910994764397905,79.87737362962963,9.779757598597667
MgZnBr3,0.86,0.88,0.8825000000000001,1.31,1.65,2.96,0.6991884598794227,0.9971671388101983,43.800328125000014,12.4893477395636
MgZnCl3,0.86,0.88,0.7799999999999999,1.31,1.65,3.16,0.6986929329766023,1.1282051282051284,36.594367999999996,8.897393360678747
MgZnF3,0.86,0.88,0.705,1.31,1.65,3.98,0.6982897478571651,1.24822695035461,31.855013,7.647840809727772
MgZnO3,0.86,0.88,1.26,1.31,1.65,3.44,0.700604105804439,0.6984126984126984,78.402752,2.916757734192554
MgZnS3,0.86,0.88,0.88,1.31,1.65,2.58,0.6991770605631993,1.0,43.614208,7.078344132671346
MgZnSe3,0.86,0.88,1.0133333333333334,1.31,1.65,2.55,0.6997430125306293,0.8684210526315789,54.296424296296316,9.988406778709814
MgGaI3,0.86,0.76,1.2733333333333334,1.31,1.81,2.66,0.7419945741646765,0.5968586387434555,67.25362962962961,11.721970829395273
MgGaBr3,0.86,0.76,0.8825000000000001,1.31,1.81,2.96,0.7502707217884216,0.8611898016997167,35.449174125000006,15.633686135676358
MgGaCl3,0.86,0.76,0.7799999999999999,1.31,1.81,3.16,0.7531365381436104,0.9743589743589745,29.218112,11.388765292586717
MgGaF3,0.86,0.76,0.705,1.31,1.81,3.98,0.755487542903486,1.0780141843971631,25.15375699999999,9.970113068790697
MgGaO3,0.86,0.76,1.26,1.31,1.81,3.44,0.7422241516938116,0.6031746031746031,65.93926400000001,3.5767091100236943
MgGaS3,0.86,0.76,0.88,1.31,1.81,2.58,0.7503363576775796,0.8636363636363636,35.287552000000005,8.95160158111802
MgGaSe3,0.86,0.76,1.0133333333333334,1.31,1.81,2.55,0.7470940434537547,0.75,44.6129682962963,12.317012888055816
MgGeI3,0.86,0.77,1.2733333333333334,1.31,2.01,2.66,0.7383632793482099,0.6047120418848168,68.2507842962963,11.621683157884116
MgGeBr3,0.86,0.77,0.8825000000000001,1.31,2.01,2.96,0.7457305056202618,0.8725212464589235,36.100597625000006,15.485759364028421
MgGeCl3,0.86,0.77,0.7799999999999999,1.31,2.01,3.16,0.7482775927362323,0.9871794871794873,29.79099999999999,11.332352909928769
MgGeF3,0.86,0.77,0.705,1.31,2.01,3.98,0.7503655934600723,1.0921985815602837,25.672375000000006,9.957384428751206
MgGeO3,0.86,0.77,1.26,1.31,2.01,3.44,0.7385678750844824,0.6111111111111112,66.92341600000003,3.59649112854959
MgGeS3,0.86,0.77,0.88,1.31,2.01,2.58,0.7457888646007458,0.875,35.937,8.924618414340673
MgGeSe3,0.86,0.77,1.0133333333333334,1.31,2.01,2.55,0.742904731060556,0.7598684210526315,45.37196296296297,12.217730399092318
MgAsI3,0.86,0.6599999999999999,1.2733333333333334,1.31,2.18,2.66,0.7803736038628494,0.5183246073298429,57.81096296296296,13.78592785892119
MgAsBr3,0.86,0.6599999999999999,0.8825000000000001,1.31,2.18,2.96,0.7989106389221928,0.7478753541076486,29.360639125,19.169676103291902
MgAsCl3,0.86,0.6599999999999999,0.7799999999999999,1.31,2.18,3.16,0.8054376866258055,0.8461538461538461,23.887871999999998,14.29139020977723
MgAsF3,0.86,0.6599999999999999,0.705,1.31,2.18,3.98,0.8108346156436681,0.9361702127659574,20.346416999999988,12.750081823624555
MgAsO3,0.86,0.6599999999999999,1.26,1.31,2.18,3.44,0.7808816595945309,0.5238095238095237,56.62310399999999,4.317641195186996
MgAsS3,0.86,0.6599999999999999,0.88,1.31,2.18,2.58,0.7990594977865134,0.7499999999999999,29.218112,11.106562479111739
MgAsSe3,0.86,0.6599999999999999,1.0133333333333334,1.31,2.18,2.55,0.7917410978434214,0.6513157894736841,37.48326162962963,14.890144597539974
MgRbI3,0.86,1.66,1.2733333333333334,1.31,0.82,2.66,0.5143371480005143,1.3036649214659684,201.9176296296297,4.033776311686343
MgRbBr3,0.86,1.66,0.8825000000000001,1.31,0.82,2.96,0.48468816540313964,1.8810198300283283,131.483989125,4.4138205155142245
MgRbCl3,0.86,1.66,0.7799999999999999,1.31,0.82,3.16,0.47534027407424584,2.128205128205128,116.214272,3.0882926882069706
MgRbF3,0.86,1.66,0.705,1.31,0.82,3.98,0.4679869980353517,2.354609929078014,105.82381699999996,2.6169087060738896
MgRbO3,0.86,1.66,1.26,1.31,0.82,3.44,0.513456433705993,1.3174603174603174,199.17670399999997,1.315369858110726
MgRbS3,0.86,1.66,0.88,1.31,0.82,2.58,0.48446914432725613,1.8863636363636362,131.09651200000002,2.6089601293081612
MgRbSe3,0.86,1.66,1.0133333333333334,1.31,0.82,2.55,0.4955785924157076,1.6381578947368418,152.8443282962963,3.7662108795190434
MgSrI3,0.86,1.32,1.2733333333333334,1.31,0.95,2.66,0.5817695247306588,1.0366492146596857,139.52917096296304,5.863035244756917
MgSrBr3,0.86,1.32,0.8825000000000001,1.31,0.95,2.96,0.559509494001127,1.4957507082152974,85.47473012500001,6.8315000646781305
MgSrCl3,0.86,1.32,0.7799999999999999,1.31,0.95,3.16,0.5523001279719809,1.6923076923076925,74.08800000000001,4.892527564499043
MgSrF3,0.86,1.32,0.705,1.31,0.95,3.98,0.5465625927672133,1.8723404255319152,66.43012499999999,4.222559625365437
MgSrO3,0.86,1.32,1.26,1.31,0.95,3.44,0.5811212350470928,1.0476190476190477,137.38809600000002,1.932954428563819
MgSrS3,0.86,1.32,0.88,1.31,0.95,2.58,0.5593416484505593,1.5,85.18400000000003,4.057093686784818
MgSrSe3,0.86,1.32,1.0133333333333334,1.31,0.95,2.55,0.5677914730248536,1.3026315789473684,101.62962962962965,5.699301177509481
MgYI3,0.86,1.04,1.2733333333333334,1.31,1.22,2.66,0.6521854326231306,0.8167539267015707,99.03863229629631,8.281613771100654
MgYBr3,0.86,1.04,0.8825000000000001,1.31,1.22,2.96,0.6409985230364018,1.178470254957507,56.84457612500001,10.309794150931388
MgYCl3,0.86,1.04,0.7799999999999999,1.31,1.22,3.16,0.6372693784292087,1.3333333333333335,48.228543999999985,7.560104577633965
MgYF3,0.86,1.04,0.705,1.31,1.22,3.98,0.6342631807183993,1.4751773049645391,42.50854900000001,6.649025300802313
MgYO3,0.86,1.04,1.26,1.31,1.22,3.44,0.6518664288789128,0.8253968253968255,97.33599999999998,2.750268992598494
MgYS3,0.86,1.04,0.88,1.31,1.22,2.58,0.6409123055162659,1.1818181818181819,56.62310399999999,6.141216184183296
MgYSe3,0.86,1.04,1.0133333333333334,1.31,1.22,2.55,0.645217582982788,1.026315789473684,69.257746962963,8.394051891369019
MgZrI3,0.86,0.86,1.2733333333333334,1.31,1.33,2.66,0.7072135785007072,0.675392670157068,77.6722962962963,10.609306136225989
MgZrBr3,0.86,0.86,0.8825000000000001,1.31,1.33,2.96,0.7072135785007073,0.9745042492917846,42.32610912500001,13.937150360753295
MgZrCl3,0.86,0.86,0.7799999999999999,1.31,1.33,3.16,0.7072135785007073,1.1025641025641026,35.28755199999999,10.441707741078188
MgZrF3,0.86,0.86,0.705,1.31,1.33,3.98,0.7072135785007072,1.2198581560283688,30.664296999999998,9.342783446705887
MgZrO3,0.86,0.86,1.26,1.31,1.33,3.44,0.7072135785007073,0.6825396825396826,76.225024,3.562473804910117
MgZrS3,0.86,0.86,0.88,1.31,1.33,2.58,0.7072135785007073,0.9772727272727273,42.144192,8.34241148338001
MgZrSe3,0.86,0.86,1.0133333333333334,1.31,1.33,2.55,0.7072135785007072,0.8486842105263157,52.59387496296298,11.126820203181431
MgNbI3,0.86,0.82,1.2733333333333334,1.31,1.6,2.66,0.7207272137586825,0.643979057591623,73.38463762962962,11.26724774331821
MgNbBr3,0.86,0.82,0.8825000000000001,1.31,1.6,2.96,0.7238294628707679,0.9291784702549574,39.477655125000005,15.0135327997495
MgNbCl3,0.86,0.82,0.7799999999999999,1.31,1.6,3.16,0.724893917963225,1.0512820512820513,32.767999999999994,11.329834835745498
MgNbF3,0.86,0.82,0.705,1.31,1.6,3.98,0.7257634428548242,1.1631205673758864,28.372624999999996,10.19587047134632
MgNbO3,0.86,0.82,1.26,1.31,1.6,3.44,0.7208138396257209,0.6507936507936507,71.991296,3.8107853245794376
MgNbS3,0.86,0.82,0.88,1.31,1.6,2.58,0.7238538979948416,0.9318181818181818,39.303999999999995,9.016332035268201
MgNbSe3,0.86,0.82,1.0133333333333334,1.31,1.6,2.55,0.7226436929407227,0.8092105263157894,49.296296296296305,11.927798996966043
MgMoI3,0.86,0.775,1.2733333333333334,1.31,2.16,2.66,0.7365609279746992,0.6086387434554974,68.75303662962963,12.099544918716134
MgMoBr3,0.86,0.775,0.8825000000000001,1.31,2.16,2.96,0.7434809415007434,0.8781869688385269,36.42928087500001,16.408137025791813
MgMoCl3,0.86,0.775,0.7799999999999999,1.31,2.16,3.16,0.7458715554605531,0.9935897435897437,30.080230999999998,12.509664243249297
MgMoF3,0.86,0.775,0.705,1.31,2.16,3.98,0.7478305745632479,1.0992907801418441,25.934336,11.348706660689249
MgMoO3,0.86,0.775,1.26,1.31,2.16,3.44,0.7367532120007368,0.6150793650793651,67.41914300000002,4.143940787943936
MgMoS3,0.86,0.775,0.88,1.31,2.16,2.58,0.7435357260369972,0.8806818181818182,36.264691,9.910893121517343
MgMoSe3,0.86,0.775,1.0133333333333334,1.31,2.16,2.55,0.7408276442076374,0.7648026315789473,45.75466729629631,12.961166823669126
MgTcI3,0.86,0.7416666666666667,1.2733333333333334,1.31,1.9,2.66,0.7487455587104261,0.5824607329842931,65.45082700000002,12.762271826350041
MgTcBr3,0.86,0.7416666666666667,0.8825000000000001,1.31,1.9,2.96,0.7587396575910615,0.8404154863078376,34.27533957870371,17.53906540889957
MgTcCl3,0.86,0.7416666666666667,0.7799999999999999,1.31,1.9,3.16,0.7622104723381117,0.950854700854701,28.18698137037036,13.471268016077778
MgTcF3,0.86,0.7416666666666667,0.705,1.31,1.9,3.98,0.7650616937928156,1.0520094562647755,24.221186370370376,12.292625042638301
MgTcO3,0.86,0.7416666666666667,1.26,1.31,1.9,3.44,0.7490222080373852,0.5886243386243386,64.16013337037039,4.4077484279606605
MgTcS3,0.86,0.7416666666666667,0.88,1.31,1.9,2.58,0.7588190914231637,0.8428030303030304,34.117308037037034,10.634961780309157
MgTcSe3,0.86,0.7416666666666667,1.0133333333333334,1.31,1.9,2.55,0.7548984446674216,0.731907894736842,43.24355100000001,13.79291599396742
MgRuI3,0.86,0.6609999999999999,1.2733333333333334,1.31,2.2,2.66,0.7799701710157722,0.519109947643979,57.90071603762964,14.514487506203222
MgRuBr3,0.86,0.6609999999999999,0.8825000000000001,1.31,2.2,2.96,0.7983930421363671,0.7490084985835692,29.41777950299999,20.608468998018303
MgRuCl3,0.86,0.6609999999999999,0.7799999999999999,1.31,2.2,3.16,0.80487874305424,0.8474358974358974,23.93767296799999,16.075595786351276
MgRuF3,0.86,0.6609999999999999,0.705,1.31,2.2,3.98,0.8102410324696976,0.9375886524822694,20.391167167999996,14.851525355991308
MgRuO3,0.86,0.6609999999999999,1.26,1.31,2.2,3.44,0.7804751621142632,0.5246031746031745,56.71162368799998,5.0765554285637595
MgRuS3,0.86,0.6609999999999999,0.88,1.31,2.2,2.58,0.7985409646925572,0.7511363636363635,29.275067367999995,12.568177435454514
MgRuSe3,0.86,0.6609999999999999,1.0133333333333334,1.31,2.2,2.55,0.7912682283842276,0.6523026315789472,37.55050286429629,16.019829148301454
MgRhI3,0.86,0.745,1.2733333333333334,1.31,2.28,2.66,0.7475089847076013,0.5850785340314135,65.77618262962964,12.822988147220618
MgRhBr3,0.86,0.745,0.8825000000000001,1.31,2.28,2.96,0.7571856593164256,0.8441926345609064,34.48680637499999,17.66772431617706
MgRhCl3,0.86,0.745,0.7799999999999999,1.31,2.28,3.16,0.7605444385187934,0.9551282051282052,28.372624999999996,13.670231266941263
MgRhF3,0.86,0.745,0.705,1.31,2.28,3.98,0.7633029312783495,1.0567375886524824,24.389,12.542044648594581
MgRhO3,0.86,0.745,1.26,1.31,2.28,3.44,0.7477769508336657,0.5912698412698413,64.48120099999998,4.512132021187778
MgRhS3,0.86,0.745,0.88,1.31,2.28,2.58,0.7572625394407574,0.8465909090909091,34.328125,10.806947126202559
MgRhSe3,0.86,0.745,1.0133333333333334,1.31,2.28,2.55,0.7534673575685261,0.7351973684210525,43.4904212962963,13.901926286262109
MgPdI3,0.86,0.84625,1.2733333333333334,1.31,2.2,2.66,0.7118013607083982,0.6645942408376962,76.18008883275463,11.1483633611508
MgPdBr3,0.86,0.84625,0.8825000000000001,1.31,2.2,2.96,0.7128385599638366,0.9589235127478752,41.332013859375,14.882882083484196
MgPdCl3,0.86,0.84625,0.7799999999999999,1.31,2.2,3.16,0.7131930937685842,1.0849358974358976,34.40740470312498,11.442201170365454
MgPdF3,0.86,0.84625,0.705,1.31,2.2,3.98,0.7134821920087714,1.200354609929078,29.863133140625003,10.43842340419557
MgPdO3,0.86,0.84625,1.26,1.31,2.2,3.44,0.7118304030487831,0.6716269841269841,74.75147070312502,3.9702736276394526
MgPdS3,0.86,0.84625,0.88,1.31,2.2,2.58,0.7128467062078092,0.9616477272727272,41.15295845312499,9.15653082898086
MgPdSe3,0.86,0.84625,1.0133333333333334,1.31,2.2,2.55,0.7124428072908761,0.8351151315789472,51.4442597494213,11.865983395544863
MgAgI3,0.86,1.0866666666666667,1.2733333333333334,1.31,1.93,2.66,0.6392891105091137,0.8534031413612565,105.15404800000005,8.099432939373932
