formula,rA,rB,rX,chi_A,chi_B,chi_X,tolerance_factor,octahedral_factor,volume,density
KIrSe3,1.52,0.765,1.0133333333333334,0.82,2.2,2.55,1.0074645167020384,0.7549342105263157,44.99139862962963,17.280519897067432
KPtI3,1.52,0.805,1.2733333333333334,0.82,2.28,2.66,0.9505131977282961,0.6321989528795812,71.81837862962965,14.217561502977626
KPtBr3,1.52,0.805,0.8825000000000001,0.82,2.28,2.96,1.006862591021007,0.9121813031161473,38.443359375,20.470073514760603
KPtCl3,1.52,0.805,0.7799999999999999,0.82,2.28,3.16,1.0262405240073353,1.0320512820512822,31.855013,17.752161971553203
KPtF3,1.52,0.805,0.705,0.82,2.28,3.98,1.0420862332212408,1.1418439716312059,27.543608,17.554814602223026
KPtO3,1.52,0.805,1.26,0.82,2.28,3.44,0.9520841395796448,0.638888888888889,70.444997,6.651752668517807
KPtS3,1.52,0.805,0.88,0.82,2.28,2.58,1.0073071741256363,0.9147727272727273,38.272753,14.33440747777945
KPtSe3,1.52,0.805,1.0133333333333334,0.82,2.28,2.55,0.9853021441989688,0.794407894736842,48.096169296296296,16.26399040602108
KAuI3,1.52,1.07,1.2733333333333334,0.82,2.54,2.66,0.8430227294218956,0.8403141361256544,102.94190429629634,9.949382369146555
KAuBr3,1.52,1.07,0.8825000000000001,0.82,2.54,2.96,0.8702077451205884,1.2124645892351276,59.54744262500001,13.267816553887826
KAuCl3,1.52,1.07,0.7799999999999999,0.82,2.54,3.16,0.8792385030008792,1.371794871794872,50.653000000000006,11.225820836337084
KAuF3,1.52,1.07,0.705,0.82,2.54,3.98,0.8865071617825768,1.517730496453901,44.73887499999999,10.87754406782371
KAuO3,1.52,1.07,1.26,0.82,2.54,3.44,0.8437998919450499,0.8492063492063493,101.19469600000001,4.661398945449951
KAuS3,1.52,1.07,0.88,0.82,2.54,2.58,0.8704167120008703,1.215909090909091,59.31900000000002,9.301292827584
KAuSe3,1.52,1.07,1.0133333333333334,0.82,2.54,2.55,0.8599717114568599,1.055921052631579,72.33796296296298,10.856841363427431
KHgI3,1.52,1.245,1.2733333333333334,0.82,2.0,2.66,0.7844407396209037,0.9777486910994765,127.770215962963,8.06311039908454
KHgBr3,1.52,1.245,0.8825000000000001,0.82,2.0,2.96,0.798627789587755,1.4107648725212465,77.03688137500004,10.33377156713805
KHgCl3,1.52,1.245,0.7799999999999999,0.82,2.0,3.16,0.80325492866747,1.5961538461538465,66.43012499999999,8.650269620827661
KHgF3,1.52,1.245,0.705,0.82,2.0,3.98,0.8069488267508069,1.7659574468085109,59.31900000000002,8.305367145933982
KHgO3,1.52,1.245,1.26,0.82,2.0,3.44,0.7848517957013837,0.9880952380952381,125.75150099999999,3.798967287013378
KHgS3,1.52,1.245,0.88,0.82,2.0,2.58,0.7987353357184458,1.4147727272727273,76.765625,7.265757018349775
KHgSe3,1.52,1.245,1.0133333333333334,0.82,2.0,2.55,0.7933318371373245,1.2286184210526316,92.14125462962969,8.5887562633665
KTlI3,1.52,1.3325,1.2733333333333334,0.82,1.62,2.66,0.7581003885942983,1.0464659685863873,141.5565249212963,7.322335919710703
KTlBr3,1.52,1.3325,0.8825000000000001,0.82,1.62,2.96,0.7670792877417377,1.5099150141643058,86.93830699999998,9.229310210174082
KTlCl3,1.52,1.3325,0.7799999999999999,0.82,1.62,3.16,0.7699840144623086,1.7083333333333335,75.41889062499997,7.70281235188443
KTlF3,1.52,1.3325,0.705,0.82,1.62,3.98,0.772294582657214,1.8900709219858158,67.667921875,7.373732338459588
KTlO3,1.52,1.3325,1.26,0.82,1.62,3.44,0.7583621015359561,1.0575396825396826,139.39470662500003,3.4723334937698995
KTlS3,1.52,1.3325,0.88,0.82,1.62,2.58,0.7671469326109366,1.5142045454545454,86.64426562499999,6.510060932704034
KTlSe3,1.52,1.3325,1.0133333333333334,0.82,1.62,2.55,0.7637404187005862,1.3149671052631577,103.27172858796295,7.72406793996514
KPbI3,1.52,1.1225,1.2733333333333334,0.82,2.33,2.66,0.8245495356989115,0.881544502617801,110.01699942129632,9.464008128700012
KPbBr3,1.52,1.1225,0.8825000000000001,0.82,2.33,2.96,0.8474217567820196,1.271954674220963,64.48120099999998,12.51617435239847
KPbCl3,1.52,1.1225,0.7799999999999999,0.82,2.33,3.16,0.8549756796591993,1.4391025641025643,55.08888512499999,10.630364195256028
KPbF3,1.52,1.1225,0.705,0.82,2.33,3.98,0.8610397877778788,1.592198581560284,48.82723637500001,10.314785986569083
KPbO3,1.52,1.1225,1.26,0.82,2.33,3.44,0.8252061902337737,0.8908730158730159,108.19039712500003,4.517057625930386
KPbS3,1.52,1.1225,0.88,0.82,2.33,2.58,0.8475967982030949,1.2755681818181819,64.24030012499999,8.853271191124362
KPbSe3,1.52,1.1225,1.0133333333333334,0.82,2.33,2.55,0.83883311691071,1.1077302631578947,77.94568308796295,10.293773379383914
KBiI3,1.52,1.035,1.2733333333333334,0.82,2.02,2.66,0.8558050235142132,0.8128272251308899,98.397837962963,10.611597686433615
KBiBr3,1.52,1.035,0.8825000000000001,0.82,2.02,2.96,0.8860915892296997,1.1728045325779035,56.402207874999995,14.36139607908152
KBiCl3,1.52,1.035,0.7799999999999999,0.82,2.02,3.16,0.8961935154554417,1.3269230769230769,47.832147,12.304933852308313
KBiF3,1.52,1.035,0.705,0.82,2.02,3.98,0.9043392023931459,1.4680851063829787,42.14419199999998,12.020612149433582
KBiO3,1.52,1.035,1.26,0.82,2.02,3.44,0.8566682998832098,0.8214285714285714,96.70257899999999,5.084236184077713
KBiS3,1.52,1.035,0.88,0.82,2.02,2.58,0.8863251114369177,1.1761363636363635,56.181887,10.175758092022797
KBiSe3,1.52,1.035,1.0133333333333334,0.82,2.02,2.55,0.8746661019699552,1.0213815789473684,68.75303662962963,11.713107230542715
KPoI3,1.52,0.9450000000000001,1.2733333333333334,0.82,2.0,2.66,0.8905258884802293,0.7421465968586387,87.33139596296301,11.975663315046086
KPoBr3,1.52,0.9450000000000001,0.8825000000000001,0.82,2.0,2.96,0.929729478712968,1.0708215297450425,48.82723637500001,16.62407362155642
KPoCl3,1.52,0.9450000000000001,0.7799999999999999,0.82,2.0,3.16,0.9429514380009428,1.2115384615384617,41.06362500000001,14.374389257072643
KPoF3,1.52,0.9450000000000001,0.705,0.82,2.0,3.98,0.9536667952509538,1.3404255319148939,35.937,14.143977282211472
KPoO3,1.52,0.9450000000000001,1.26,0.82,2.0,3.44,0.8916343529396672,0.75,85.76612100000001,5.752293221387564
KPoS3,1.52,0.9450000000000001,0.88,0.82,2.0,2.58,0.9300342950146285,1.0738636363636365,48.627125000000014,11.791493255522148
KPoSe3,1.52,0.9450000000000001,1.0133333333333334,0.82,2.0,2.55,0.9148635228264467,0.9325657894736842,60.08275462962964,13.431554872117715
KFrI3,1.52,1.94,1.2733333333333334,0.82,0.7,2.66,0.6147769489456355,1.5235602094240837,265.4344722962963,4.021478062382964
KFrBr3,1.52,1.94,0.8825000000000001,0.82,0.7,2.96,0.601977191265881,2.1983002832861187,179.88371112499996,4.632409902364205
KFrCl3,1.52,1.94,0.7799999999999999,0.82,0.7,3.16,0.598011481820451,2.4871794871794872,160.98918399999997,3.8005785687490286
KFrF3,1.52,1.94,0.705,0.82,0.7,3.98,0.5949150140506895,2.75177304964539,148.035889,3.579399749780729
KFrO3,1.52,1.94,1.26,0.82,0.7,3.44,0.6143917963224894,1.5396825396825395,262.14400000000006,1.964337878827437
KFrS3,1.52,1.94,0.88,0.82,0.7,2.58,0.6018838965963466,2.2045454545454546,179.40614399999998,3.316352024863021
KFrSe3,1.52,1.94,1.0133333333333334,0.82,0.7,2.55,0.606639186975776,1.914473684210526,206.07598696296293,4.020809703942403
KRaI3,1.52,1.62,1.2733333333333334,0.82,0.9,2.66,0.6827707128843232,1.2722513089005236,193.769490962963,5.53451751177921
KRaBr3,1.52,1.62,0.8825000000000001,0.82,0.9,2.96,0.678953295643536,1.8356940509915014,125.37537512500006,6.686136073347836
KRaCl3,1.52,1.62,0.7799999999999999,0.82,0.9,3.16,0.6777463460631777,2.076923076923077,110.59199999999998,5.5775623567175
KRaF3,1.52,1.62,0.705,0.82,0.9,3.98,0.6767957901780962,2.297872340425532,100.54462500000002,5.319641479477153
KRaO3,1.52,1.62,1.26,0.82,0.9,3.44,0.6826575514694329,1.2857142857142858,191.10297599999998,2.7206333121188426
KRaS3,1.52,1.62,0.88,0.82,0.9,2.58,0.6789250353606789,1.840909090909091,125.0,4.799645300564597
KRaSe3,1.52,1.62,1.0133333333333334,0.82,0.9,2.55,0.6803573666589081,1.5986842105263157,146.0856296296297,5.706064750426542
KAcI3,1.52,1.26,1.2733333333333334,0.82,1.1,2.66,0.7797960247152536,0.9895287958115182,130.06696296296295,8.257909575162552
KAcBr3,1.52,1.26,0.8825000000000001,0.82,1.1,2.96,0.7930364631729051,1.4277620396600565,78.67784912500001,10.675652747947211
KAcCl3,1.52,1.26,0.7799999999999999,0.82,1.1,3.16,0.7973486424272679,1.6153846153846156,67.91731200000001,9.106578806228436
KAcF3,1.52,1.26,0.705,0.82,1.1,3.98,0.8007889120427856,1.7872340425531916,60.69845699999998,8.839136315599891
KAcO3,1.52,1.26,1.26,0.82,1.1,3.44,0.7801800588222089,1.0,128.024064,4.074091105495215
KAcS3,1.52,1.26,0.88,0.82,1.1,2.58,0.793136723552195,1.4318181818181819,78.402752,7.673407184121256
KAcSe3,1.52,1.26,1.0133333333333334,0.82,1.1,2.55,0.7880972429040138,1.2434210526315788,93.98950162962964,8.886467373195401
KThI3,1.52,1.08,1.2733333333333334,0.82,1.3,2.66,0.8394404798634457,0.8481675392670157,104.26542696296299,10.38165134305102
KThBr3,1.52,1.08,0.8825000000000001,0.82,1.3,2.96,0.8657735655276173,1.2237960339943343,60.467078125000015,14.029179406683133
KThCl3,1.52,1.08,0.7799999999999999,0.82,1.3,3.16,0.8745114142750681,1.3846153846153848,51.47884799999999,12.177048814978772
KThF3,1.52,1.08,0.705,0.82,1.3,3.98,0.8815407351059236,1.5319148936170215,45.49929300000001,11.975747108185749
KThO3,1.52,1.08,1.26,0.82,1.3,3.44,0.8401939095008404,0.8571428571428572,102.50323199999998,5.17005933463072
KThS3,1.52,1.08,0.88,0.82,1.3,2.58,0.8659758104090293,1.2272727272727273,60.236287999999995,10.12649271235547
KThSe3,1.52,1.08,1.0133333333333334,0.82,1.3,2.55,0.8558635663384354,1.0657894736842104,73.38463762962967,11.495603956129054
KPaI3,1.52,1.04,1.2733333333333334,0.82,1.5,2.66,0.8539553008409116,0.8167539267015707,99.03863229629631,10.912742703166012
KPaBr3,1.52,1.04,0.8825000000000001,0.82,1.5,2.96,0.8837870597388552,1.178470254957507,56.84457612500001,14.893932666696736
KPaCl3,1.52,1.04,0.7799999999999999,0.82,1.5,3.16,0.8937314453580367,1.3333333333333335,48.228543999999985,12.96319969962164
KPaF3,1.52,1.04,0.705,0.82,1.5,3.98,0.9017479725868616,1.4751773049645391,42.50854900000001,12.779166577253969
KPaO3,1.52,1.04,1.26,0.82,1.5,3.44,0.8548059774921593,0.8253968253968255,97.33599999999998,5.427422469492632
KPaS3,1.52,1.04,0.88,0.82,1.5,2.58,0.884016973125884,1.1818181818181819,56.62310399999999,10.74328481727992
KPaSe3,1.52,1.04,1.0133333333333334,0.82,1.5,2.55,0.872536233215158,1.026315789473684,69.257746962963,12.156568320994143
KUI3,1.52,0.99125,1.2733333333333334,0.82,1.38,2.66,0.8723385152288393,0.7784685863874344,92.90838418692131,11.757771835371264
KUBr3,1.52,0.99125,0.8825000000000001,0.82,1.38,2.96,0.906780852487231,1.1232294617563738,52.628976546875,16.30758978275277
KUCl3,1.52,0.99125,0.7799999999999999,0.82,1.38,3.16,0.9183295585330284,1.2708333333333335,44.45591739062498,14.324498411277153
KUF3,1.52,0.99125,0.705,0.82,1.38,3.98,0.9276640897061599,1.4060283687943262,39.044473328125,14.210367108949661
KUO3,1.52,0.99125,1.26,0.82,1.38,3.44,0.8733164900530668,0.7867063492063492,91.27695939062497,5.914921662978559
KUS3,1.52,0.99125,0.88,0.82,1.38,2.58,0.9070474754317689,1.1264204545454546,52.418601140624986,11.82653849894319
KUSe3,1.52,0.99125,1.0133333333333334,0.82,1.38,2.55,0.8937556760100394,0.9782072368421052,64.44100910358799,13.245431993176949
KNpI3,1.52,1.0,1.2733333333333334,0.82,1.36,2.66,0.8689809073073206,0.7853403141361256,93.98950162962964,11.604349196074024
KNpBr3,1.52,1.0,0.8825000000000001,0.82,1.36,2.96,0.9025660676483128,1.13314447592068,53.369722125,16.049234302152716
KNpCl3,1.52,1.0,0.7799999999999999,0.82,1.36,3.16,0.9138152980627117,1.2820512820512822,45.11801599999998,14.076419779766708
KNpF3,1.52,1.0,0.705,0.82,1.36,3.98,0.9229033502428584,1.4184397163120568,39.651821000000005,13.949616951529274
KNpO3,1.52,1.0,1.26,0.82,1.36,3.44,0.8699352868283038,0.7936507936507936,92.34540799999998,5.827983122266097
KNpS3,1.52,1.0,0.88,0.82,1.36,2.58,0.9028258448945199,1.1363636363636365,53.15737599999999,11.630032664943874
KNpSe3,1.52,1.0,1.0133333333333334,0.82,1.36,2.55,0.8898713901664527,0.9868421052631579,65.28855229629633,13.047316696497635
KPuI3,1.52,0.9675,1.2733333333333334,0.82,1.28,2.66,0.881584200496233,0.7598167539267016,90.015781337963,12.245753205255173
KPuBr3,1.52,0.9675,0.8825000000000001,0.82,1.28,2.96,0.9184219580259184,1.0963172804532577,50.653000000000006,17.139502501187035
KPuCl3,1.52,0.9675,0.7799999999999999,0.82,1.28,3.16,0.9308104323614458,1.2403846153846156,42.691512375,15.14877646716185
KPuF3,1.52,0.9675,0.705,0.82,1.28,3.98,0.9408371971085643,1.372340425531915,37.42728862499999,15.089304630287604
KPuO3,1.52,0.9675,1.26,0.82,1.28,3.44,0.8826279453342161,0.7678571428571429,88.418496375,6.218286297005521
KPuS3,1.52,0.9675,0.88,0.82,1.28,2.58,0.9187077609752082,1.0994318181818181,50.44792737500001,12.485073167595552
KPuSe3,1.52,0.9675,1.0133333333333334,0.82,1.28,2.55,0.9044717200850441,0.9547697368421052,62.17757700462964,13.887071597676641
KAmI3,1.52,1.1683333333333332,1.2733333333333334,0.82,1.3,2.66,0.8090716433905704,0.9175392670157066,116.45257870370367,9.451490703028988
KAmBr3,1.52,1.1683333333333332,0.8825000000000001,0.82,1.3,2.96,0.8284830340583255,1.3238904627006607,69.00508417129629,12.557142023920044
KAmCl3,1.52,1.1683333333333332,0.7799999999999999,0.82,1.3,3.16,0.8348629070410403,1.4978632478632479,59.16702996296296,10.902416439301408
KAmF3,1.52,1.1683333333333332,0.705,0.82,1.3,3.98,0.8399734228633847,1.6572104018912528,52.59387496296294,10.70640225812899
KAmO3,1.52,1.1683333333333332,1.26,0.82,1.3,3.44,0.8096309189699243,0.9272486772486771,114.55522196296295,4.785036745916445
KAmS3,1.52,1.1683333333333332,0.88,0.82,1.3,2.58,0.8286310439715365,1.327651515151515,68.75303662962963,9.136839874191068
KAmSe3,1.52,1.1683333333333332,1.0133333333333334,0.82,1.3,2.55,0.821210572437796,1.1529605263157892,83.07209737037037,10.374167897915921
KCmI3,1.52,1.05,1.2733333333333334,0.82,1.3,2.66,0.8502797400051546,0.824607329842932,100.32855496296295,11.036666250151642
KCmBr3,1.52,1.05,0.8825000000000001,0.82,1.3,2.96,0.8792137761179555,1.1898016997167138,57.73623962500001,15.123065850964393
KCmCl3,1.52,1.05,0.7799999999999999,0.82,1.3,3.16,0.8888476669681019,1.3461538461538463,49.027896000000005,13.292553114195576
KCmF3,1.52,1.05,0.705,0.82,1.3,3.98,0.8966098075008968,1.4893617021276597,43.24355099999999,13.17499326527627
KCmO3,1.52,1.05,1.26,0.82,1.3,3.44,0.8511055187151368,0.8333333333333334,98.61112800000001,5.626071512474765
KCmS3,1.52,1.05,0.88,0.82,1.3,2.58,0.8794365743013974,1.1931818181818181,57.512456000000014,11.038092306016797
KCmSe3,1.52,1.05,1.0133333333333334,0.82,1.3,2.55,0.8683074631026454,1.0361842105263157,70.27456562962965,12.357902030354094
KBkI3,1.52,1.0350000000000001,1.2733333333333334,0.82,1.3,2.66,0.8558050235142132,0.8128272251308901,98.397837962963,11.253222625714631
KBkBr3,1.52,1.0350000000000001,0.8825000000000001,0.82,1.3,2.96,0.8860915892296995,1.1728045325779037,56.402207875000016,15.480758408802533
KBkCl3,1.52,1.0350000000000001,0.7799999999999999,0.82,1.3,3.16,0.8961935154554417,1.3269230769230773,47.832147,13.62485174786858
KBkF3,1.52,1.0350000000000001,0.705,0.82,1.3,3.98,0.9043392023931457,1.468085106382979,42.14419200000002,13.518671640249515
KBkO3,1.52,1.0350000000000001,1.26,0.82,1.3,3.44,0.8566682998832098,0.8214285714285715,96.70257899999999,5.737109224913255
KBkS3,1.52,1.0350000000000001,0.88,0.82,1.3,2.58,0.8863251114369177,1.1761363636363638,56.181887,11.29951007294806
KBkSe3,1.52,1.0350000000000001,1.0133333333333334,0.82,1.3,2.55,0.8746661019699551,1.0213815789473686,68.75303662962968,12.631386769939242
KCfI3,1.52,1.0255,1.2733333333333334,0.82,1.3,2.66,0.8593416642986916,0.8053664921465968,97.18795512062965,11.461657842558905
KCfBr3,1.52,1.0255,0.8825000000000001,0.82,1.3,2.96,0.8905034708322583,1.1620396600566572,55.56804249600001,15.832684144374456
KCfCl3,1.52,1.0255,0.7799999999999999,0.82,1.3,3.16,0.9009090171983531,1.31474358974359,47.08498813099999,13.982125711702615
KCfF3,1.52,1.0255,0.705,0.82,1.3,3.98,0.9093037920624523,1.4546099290780143,41.45766118100001,13.902757374557188
KCfO3,1.52,1.0255,1.26,0.82,1.3,3.44,0.8602291613353605,0.813888888888889,95.50666141099998,5.878496444998232
KCfS3,1.52,1.0255,0.88,0.82,1.3,2.58,0.8907439456319587,1.1653409090909093,55.349900731,11.589363325431766
KCfSe3,1.52,1.0255,1.0133333333333334,0.82,1.3,2.55,0.8787416327320157,1.0120065789473685,67.80085382729634,12.90674762046663
NaLiI3,1.16,0.9,1.2733333333333334,0.93,0.98,2.66,0.7918188839041662,0.706806282722513,82.12379496296296,8.303399050463288
NaLiBr3,1.16,0.9,0.8825000000000001,0.93,0.98,2.96,0.8103695562904316,1.019830028328612,45.30838712500002,9.882559209850175
NaLiCl3,1.16,0.9,0.7799999999999999,0.93,0.98,3.16,0.8166632989829595,1.153846153846154,37.93305599999999,5.966294312985168
NaLiF3,1.16,0.9,0.705,0.93,0.98,3.98,0.821777771902691,1.2765957446808511,33.076161,4.364090434235153
NaLiO3,1.16,0.9,1.26,0.93,0.98,3.44,0.7923411388757923,0.7142857142857143,80.62156800000001,1.6051179094345305
NaLiS3,1.16,0.9,0.88,0.93,0.98,2.58,0.8105144382817094,1.0227272727272727,45.118016000000004,4.6420849423747
NaLiSe3,1.16,0.9,1.0133333333333334,0.93,0.98,2.55,0.8033157720948798,0.888157894736842,56.03532562962965,7.9067990937500285
NaBeI3,1.16,0.59,1.2733333333333334,0.93,1.57,2.66,0.9235526159311562,0.4633507853403141,51.756112296296294,13.241836948829137
NaBeBr3,1.16,0.59,0.8825000000000001,0.93,1.57,2.96,0.9809736734042068,0.668555240793201,25.542058625000006,17.665067021690145
NaBeCl3,1.16,0.59,0.7799999999999999,0.93,1.57,3.16,1.0014557243002717,0.7564102564102565,20.570823999999995,11.169175104696137
NaBeF3,1.16,0.59,0.705,0.93,1.57,3.98,1.0184967752153042,0.8368794326241135,17.373979,8.506210168566437
NaBeO3,1.16,0.59,1.26,0.93,1.57,3.44,0.9251118162009251,0.4682539682539682,50.653000000000006,2.622677466298773
NaBeS3,1.16,0.59,0.88,0.93,1.57,2.58,0.9814392517969,0.6704545454545454,25.412184,8.377124206261009
NaBeSe3,1.16,0.59,1.0133333333333334,0.93,1.57,2.55,0.9586346220009585,0.582236842105263,32.973226962962976,13.541271572382337
NaBI3,1.16,0.41,1.2733333333333334,0.93,2.04,2.66,1.0223087372386461,0.3219895287958115,38.1592962962963,18.038411195297236
NaBBr3,1.16,0.41,0.8825000000000001,0.93,2.04,2.96,1.1175889625436708,0.4645892351274787,17.273551625,26.29391249267727
NaBCl3,1.16,0.41,0.7799999999999999,0.93,2.04,3.16,1.15293642209359,0.5256410256410257,13.481271999999999,17.264410412223345
NaBF3,1.16,0.41,0.705,0.93,2.04,3.98,1.1829177792859362,0.5815602836879432,11.089567,13.59600372324627
NaBO3,1.16,0.41,1.26,0.93,2.04,3.44,1.0248244670489293,0.32539682539682535,37.25970399999999,3.6455887863027856
NaBS3,1.16,0.41,0.88,0.93,2.04,2.58,1.118384263675537,0.4659090909090909,17.173512000000002,12.569828413855472
NaBSe3,1.16,0.41,1.0133333333333334,0.93,2.04,2.55,1.079867103471806,0.4046052631578947,23.067994962962963,19.485286823925872
NaNaI3,1.16,1.16,1.2733333333333334,0.93,0.93,2.66,0.7072135785007072,0.9109947643979056,115.26429629629634,6.147236353048927
NaNaBr3,1.16,1.16,0.8825000000000001,0.93,0.93,2.96,0.7072135785007072,1.3144475920679886,68.167314125,6.959538538968558
NaNaCl3,1.16,1.16,0.7799999999999999,0.93,0.93,3.16,0.7072135785007073,1.4871794871794872,58.411072,4.330857128803169
NaNaF3,1.16,1.16,0.705,0.93,0.93,3.98,0.7072135785007073,1.6453900709219857,51.89511699999998,3.295061250302397
NaNaO3,1.16,1.16,1.26,0.93,0.93,3.44,0.7072135785007072,0.9206349206349206,113.379904,1.376411061071115
NaNaS3,1.16,1.16,0.88,0.93,0.93,2.58,0.7072135785007072,1.3181818181818181,67.91731200000001,3.476166636110511
NaNaSe3,1.16,1.16,1.0133333333333334,0.93,0.93,2.55,0.7072135785007073,1.144736842105263,82.12379496296296,5.719539548841666
NaMgI3,1.16,0.86,1.2733333333333334,0.93,1.31,2.66,0.8066654879773693,0.675392670157068,77.6722962962963,9.150507315145067
NaMgBr3,1.16,0.86,0.8825000000000001,0.93,1.31,2.96,0.828972013823641,0.9745042492917846,42.32610912500001,11.26012058858462
NaMgCl3,1.16,0.86,0.7799999999999999,0.93,1.31,3.16,0.8365819160313245,1.1025641025641026,35.28755199999999,7.2307098722635645
NaMgF3,1.16,0.86,0.705,0.93,1.31,3.98,0.8427816766158587,1.2198581560283688,30.664296999999998,5.647663540070323
NaMgO3,1.16,0.86,1.26,0.93,1.31,3.44,0.8072909716847696,0.6825396825396826,76.225024,2.0759770047558113
NaMgS3,1.16,0.86,0.88,0.93,1.31,2.58,0.8291469541042775,0.9772727272727273,42.144192,5.65382620292938
NaMgSe3,1.16,0.86,1.0133333333333334,0.93,1.31,2.55,0.8204684220328489,0.8486842105263157,52.59387496296298,8.972420012142498
NaAlI3,1.16,0.675,1.2733333333333334,0.93,1.61,2.66,0.8832607567245788,0.5301047120418848,59.16702996296298,12.087568307689928
NaAlBr3,1.16,0.675,0.8825000000000001,0.93,1.61,2.96,0.9274373894624042,0.7648725212464589,30.225545875000005,15.915070502929975
NaAlCl3,1.16,0.675,0.7799999999999999,0.93,1.61,3.16,0.9429514380009428,0.8653846153846155,24.642171000000005,10.534731351855777
NaAlF3,1.16,0.675,0.705,0.93,1.61,3.98,0.9557632781911731,0.9574468085106385,21.024575999999996,8.448504880472509
NaAlO3,1.16,0.675,1.26,0.93,1.61,3.44,0.884473829442745,0.5357142857142857,57.960603000000006,2.8068375653034043
NaAlS3,1.16,0.675,0.88,0.93,1.61,2.58,0.9277914470362976,0.7670454545454546,30.08023100000001,8.069104849226857
NaAlSe3,1.16,0.675,1.0133333333333334,0.93,1.61,2.55,0.9103716745951848,0.6661184210526315,38.50034062962964,12.372330458403765
NaSiI3,1.16,0.54,1.2733333333333334,0.93,1.9,2.66,0.9490182211498461,0.42408376963350786,47.700498962962975,15.031681967931018
NaSiBr3,1.16,0.54,0.8825000000000001,0.93,1.9,2.96,1.0154542946134935,0.6118980169971672,23.027501125000004,20.969487954920265
NaSiCl3,1.16,0.54,0.7799999999999999,0.93,1.9,3.16,1.0393896532510396,0.6923076923076924,18.399743999999995,14.20845123138248
NaSiF3,1.16,0.54,0.705,0.93,1.9,3.98,1.0594002601637098,0.7659574468085107,15.438249000000004,11.624339446027603
NaSiO3,1.16,0.54,1.26,0.93,1.9,3.44,0.9508093666509508,0.4285714285714286,46.656000000000006,3.5262176716921356
NaSiS3,1.16,0.54,0.88,0.93,1.9,2.58,1.0159969719305937,0.6136363636363636,22.906303999999995,10.67626412844234
NaSiSe3,1.16,0.54,1.0133333333333334,0.93,1.9,2.55,0.9894919596190151,0.5328947368421052,29.983613629629637,15.947782572838078
NaKI3,1.16,1.52,1.2733333333333334,0.93,0.82,2.66,0.6160691077631459,1.193717277486911,174.36458429629633,4.217062456687819
NaKBr3,1.16,1.52,0.8825000000000001,0.93,0.82,2.96,0.601241928860643,1.7223796033994334,110.93796012499998,4.517502566271453
NaKCl3,1.16,1.52,0.7799999999999999,0.93,0.82,3.16,0.5965192792571183,1.948717948717949,97.33599999999998,2.873751514166694
NaKF3,1.16,1.52,0.705,0.93,0.82,3.98,0.5927880107432894,2.1560283687943262,88.121125,2.244036931181975
NaKO3,1.16,1.52,1.26,0.93,0.82,3.44,0.6156319640186012,1.2063492063492063,171.87961600000006,1.0635747742156652
NaKS3,1.16,1.52,0.88,0.93,0.82,2.58,0.6011315417256012,1.7272727272727273,110.59199999999998,2.3766761049569793
NaKSe3,1.16,1.52,1.0133333333333334,0.93,0.82,2.55,0.6067148068190278,1.5,130.06696296296295,3.8169551413581755
NaCaI3,1.16,1.14,1.2733333333333334,0.93,1.0,2.66,0.7130744645103818,0.8952879581151831,112.44545896296293,6.553694717051541
NaCaBr3,1.16,1.14,0.8825000000000001,0.93,1.0,2.96,0.7142070378678341,1.2917847025495748,66.18439112499999,7.596797056909145
NaCaCl3,1.16,1.14,0.7799999999999999,0.93,1.0,3.16,0.7145803866100896,1.4615384615384617,56.62310399999999,4.968755254622665
NaCaF3,1.16,1.14,0.705,0.93,1.0,3.98,0.7148798503543735,1.6170212765957446,50.24340899999998,3.9681608202066774
NaCaO3,1.16,1.14,1.26,0.93,1.0,3.44,0.7131070249882131,0.9047619047619047,110.59199999999998,1.6676946969906643
NaCaS3,1.16,1.14,0.88,0.93,1.0,2.58,0.7142156931393281,1.2954545454545454,65.93926400000001,4.010785318281964
NaCaSe3,1.16,1.14,1.0133333333333334,0.93,1.0,2.55,0.7137821256694444,1.1249999999999998,79.87737362962963,6.235641064789358
NaScI3,1.16,0.885,1.2733333333333334,0.93,1.36,2.66,0.7973218722865117,0.6950261780104712,80.43508796296295,9.262541783732843
NaScBr3,1.16,0.885,0.8825000000000001,0.93,1.36,2.96,0.8172468085361778,1.0028328611898016,44.174155375000005,11.565349380149609
NaScCl3,1.16,0.885,0.7799999999999999,0.93,1.36,3.16,0.824020626000824,1.1346153846153848,36.926037,7.838547589231159
NaScF3,1.16,0.885,0.705,0.93,1.36,3.98,0.8295303923923389,1.2553191489361704,32.15743199999999,6.451823635686599
NaScO3,1.16,0.885,1.26,0.93,1.36,3.44,0.797881986000798,0.7023809523809523,78.95358900000001,2.4385698882258104
NaScS3,1.16,0.885,0.88,0.93,1.36,2.58,0.817402662969656,1.0056818181818181,43.98697700000001,6.196570060331344
NaScSe3,1.16,0.885,1.0133333333333334,0.93,1.36,2.55,0.809663306729519,0.8733552631578947,54.727726629629636,9.249183459624216
NaTiI3,1.16,0.8516666666666667,1.2733333333333334,0.93,1.54,2.66,0.8098288820478687,0.668848167539267,76.765625,9.768271299529111
NaTiBr3,1.16,0.8516666666666667,0.8825000000000001,0.93,1.54,2.96,0.8329555410404773,0.9650613786591123,41.721747412037054,12.361026582478223
