formula,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,a,b,c,volume,density
CsTiCl3,1.81,0.8516666666666667,0.7799999999999999,0.79,1.54,3.16,0.471598338,0.075545,3.61272528,1.1224146455198107,1.091880341880342,3.263333333333333,3.263333333333333,3.263333333333333,34.7523607037037,13.720050331521996
CsTiF3,1.81,0.8516666666666667,0.705,0.79,1.54,3.98,0.471598338,0.075545,3.401189824,1.1424241250647753,1.2080378250591017,3.1133333333333333,3.1133333333333333,3.1133333333333333,30.1770557037037,13.083838377245572
CsTiO3,1.81,0.8516666666666667,1.26,0.79,1.54,3.44,0.471598338,0.075545,1.461112979,1.028011595063631,0.6759259259259259,4.223333333333334,4.223333333333334,4.223333333333334,75.32967270370372,5.043052369081777
CsTiS3,1.81,0.8516666666666667,0.88,0.79,1.54,2.58,0.471598338,0.075545,2.07710426,1.0984315157219322,0.9678030303030303,3.4633333333333334,3.4633333333333334,3.4633333333333334,41.54156737037037,11.071465366483459
CsZnI3,1.81,0.88,1.2733333333333334,0.79,1.65,2.66,0.471598338,-0.62,3.059046537,1.0124980999962174,0.6910994764397905,4.306666666666667,4.306666666666667,4.306666666666667,79.87737362962963,12.037462128782602
CsZnBr3,1.81,0.88,0.8825000000000001,0.79,1.65,2.96,0.471598338,-0.62,3.3635883,1.0802184444509384,0.9971671388101983,3.5250000000000004,3.5250000000000004,3.5250000000000004,43.800328125000014,16.60665726720517
CsZnCl3,1.81,0.88,0.7799999999999999,0.79,1.65,3.16,0.471598338,-0.62,3.61272528,1.1032569658272036,1.1282051282051284,3.32,3.32,3.32,36.594367999999996,13.82546066062199
CsZnF3,1.81,0.88,0.705,0.79,1.65,3.98,0.471598338,-0.62,3.401189824,1.1220022427029446,1.24822695035461,3.17,3.17,3.17,31.855013,13.30910072831231
CsZnO3,1.81,0.88,1.26,0.79,1.65,3.44,0.471598338,-0.62,1.461112979,1.0144008496461219,0.6984126984126984,4.28,4.28,4.28,78.402752,5.216925823992379
CsZnS3,1.81,0.88,0.88,0.79,1.65,2.58,0.471598338,-0.62,2.07710426,1.0807484326089845,1.0,3.52,3.52,3.52,43.614208,11.21322394759059
CsMnI3,1.81,0.8775,1.2733333333333334,0.79,1.55,2.66,0.471598338,-0.52,3.059046537,1.01367496721822,0.6891361256544501,4.301666666666667,4.301666666666667,4.301666666666667,79.59948583796297,11.861044249308247
CsMnBr3,1.81,0.8775,0.8825000000000001,0.79,1.55,2.96,0.471598338,-0.52,3.3635883,1.0817528456504426,0.9943342776203965,3.52,3.52,3.52,43.614208,16.278851173818897
CsMnCl3,1.81,0.8775,0.7799999999999999,0.79,1.55,3.16,0.471598338,-0.52,3.61272528,1.1049210034830517,1.125,3.3149999999999995,3.3149999999999995,3.3149999999999995,36.42928087499998,13.41080985358055
CsMnF3,1.81,0.8775,0.705,0.79,1.55,3.98,0.471598338,-0.52,3.401189824,1.1237747580942603,1.2446808510638299,3.165,3.165,3.165,31.704517125000002,12.82384269877686
CsMnO3,1.81,0.8775,1.26,0.79,1.55,3.44,0.471598338,-0.52,1.461112979,1.015587283388398,0.6964285714285714,4.275,4.275,4.275,78.12829687500002,5.012697332189851
CsMnS3,1.81,0.8775,0.88,0.79,1.55,2.58,0.471598338,-0.52,2.07710426,1.0822857703509603,0.9971590909090908,3.5149999999999997,3.5149999999999997,3.5149999999999997,43.42861587499999,10.860766244343868
CsFeI3,1.81,0.8525,1.2733333333333334,0.79,1.83,2.66,0.471598338,0.15323635,3.059046537,1.02559588020001,0.6695026178010471,4.251666666666667,4.251666666666667,4.251666666666667,76.85597292129631,12.304041666700293
CsFeBr3,1.81,0.8525,0.8825000000000001,0.79,1.83,2.96,0.471598338,0.15323635,3.3635883,1.0973400624465586,0.9660056657223796,3.47,3.47,3.47,41.781923000000006,17.028782292000702
CsFeCl3,1.81,0.8525,0.7799999999999999,0.79,1.83,3.16,0.471598338,0.15323635,3.61272528,1.1218416926634964,1.092948717948718,3.2649999999999997,3.2649999999999997,3.2649999999999997,34.80563462499999,14.079680879528249
CsFeF3,1.81,0.8525,0.705,0.79,1.83,3.98,0.471598338,0.15323635,3.401189824,1.1418128762017123,1.2092198581560285,3.115,3.115,3.115,30.225545875000005,13.501155994054733
CsFeO3,1.81,0.8525,1.26,0.79,1.83,3.44,0.471598338,0.15323635,1.461112979,1.0276060678071959,0.6765873015873016,4.225,4.225,4.225,75.41889062499997,5.212746719927039
CsFeS3,1.81,0.8525,0.88,0.79,1.83,2.58,0.471598338,0.15323635,2.07710426,1.0979031696345238,0.96875,3.465,3.465,3.465,41.601569624999996,11.373948603650351
CsCoI3,1.81,0.7683333333333334,1.2733333333333334,0.79,1.88,2.66,0.471598338,0.66225547,3.059046537,1.0678755470980512,0.6034031413612566,4.083333333333334,4.083333333333334,4.083333333333334,68.08391203703707,13.964639413650934
CsCoBr3,1.81,0.7683333333333334,0.8825000000000001,0.79,1.88,2.96,0.471598338,0.66225547,3.3635883,1.1532872337272766,0.8706326723323891,3.3016666666666667,3.3016666666666667,3.3016666666666667,35.991477504629636,19.910920820782874
CsCoCl3,1.81,0.7683333333333334,0.7799999999999999,0.79,1.88,3.16,0.471598338,0.66225547,3.61272528,1.1828244757415443,0.9850427350427353,3.0966666666666667,3.0966666666666667,3.0966666666666667,29.695003296296296,16.675546781325046
CsCoF3,1.81,0.7683333333333334,0.705,0.79,1.88,3.98,0.471598338,0.66225547,3.401189824,1.2070408742200227,1.0898345153664304,2.9466666666666668,2.9466666666666668,2.9466666666666668,25.5854482962963,16.15011757418296
CsCoO3,1.81,0.7683333333333334,1.26,0.79,1.88,3.44,0.471598338,0.66225547,1.461112979,1.070247075551044,0.6097883597883599,4.056666666666667,4.056666666666667,4.056666666666667,66.7587152962963,5.9657793183691155
CsCoS3,1.81,0.7683333333333334,0.88,0.79,1.88,2.58,0.471598338,0.66225547,2.07710426,1.1539639482660136,0.8731060606060607,3.296666666666667,3.296666666666667,3.296666666666667,35.82820996296297,13.349879984233185
CsNiI3,1.81,0.74,1.2733333333333334,0.79,1.91,2.66,0.471598338,1.1571612,3.059046537,1.0829035970158218,0.581151832460733,4.026666666666667,4.026666666666667,4.026666666666667,65.28855229629633,14.556442894949354
CsNiBr3,1.81,0.74,0.8825000000000001,0.79,1.91,2.96,0.471598338,1.1571612,3.3635883,1.173426815620819,0.838526912181303,3.245,3.245,3.245,34.169931125000005,20.960687861049045
